#!Run[i,0]/    set_current[f,1]/   avg_current_bcm4a[f,2]/     sclY4a[f,3]/     sclY_err4a[f,4]/    ntrkY4a[f,5]/    ntrkY_err4a[f,6]/    trkY4a[f,7]/    trkY_err4a[f,8]/    cpuLT_bcm4a[f,9]/     tLT_bcm4a[f,10]/    Qtot_bcm4a[f,11]/    hs1x_rate_bcm4a[f,12]/    htrig1_rate_bcm4a[f,13]/     htrig2_rate_bcm4a[f,14]/     htrig3_rate_bcm4a[f,15]/    hedtm_rate_bcm4a[f,16]/   h_eTrkEff_bcm4a[f,17]/      avg_current_bcm4b[f,18]/     sclY4b[f,19]/     sclY_err4b[f,20]/    ntrkY4b[f,21]/    ntrkY_err4b[f,22]/    trkY4b[f,23]/    trkY_err4b[f,24]/    cpuLT_bcm4b[f,25]/     tLT_bcm4b[f,26]/    Qtot_bcm4b[f,27]/     hs1x_rate_bcm4b[f,28]/      htrig1_rate_bcm4b[f,29]/     htrig2_rate_bcm4b[f,30]/     htrig3_rate_bcm4b[f,31]/    hedtm_rate_bcm4b[f,32]/   h_eTrkEff_bcm4b[f,33]/
2075     80.000000     76.575524      4042.374523     10.025914     2197.896005     7.509885     1758.312108     6.739896     0.959760     0.967945     40.604847     90559.021212    811.790358    312.547369     204.971601     3.000422    0.993228    78.476000    3942.691318     9.762417     2143.717575     7.312440     1714.702427     6.562183     0.959785     0.968065     41.770452    90546.734758    811.557429     312.407000     204.880826    3.000355    0.993215
2076     70.000000     68.837235      3938.717261     8.467120     2143.419141     6.326460     1715.195419     5.678677     0.964102     0.970673     55.547272     80782.891711    700.873057    274.130641     179.910084     3.000236    0.993193    68.675999    3947.964470     8.486999     2148.451362     6.341313     1719.222330     5.692009     0.964102     0.970673     55.417165    80782.891711    700.873057     274.130641     179.910084    3.000236    0.993193
2078     10.000000     9.913067      4048.687064     16.070977     2252.829072     11.602044     1799.507266     10.403340     0.993417     0.992937     16.847190     12093.031126    95.910353    43.134034     29.185170     2.999129    0.993456    9.902329    4053.077102     16.088403     2255.271831     11.614625     1801.458491     10.414621     0.993417     0.992937     16.828942    12093.031126    95.910353     43.134034     29.185170    2.999129    0.993456
2080     10.000000     9.937760      4035.229152     14.209574     2228.207359     10.217265     1777.272011     9.157425     0.993678     0.995220     21.480317     12148.040004    95.680524    43.101390     29.043924     3.000252    0.992935    9.929465    4038.599857     14.221443     2230.068569     10.225800     1778.756607     9.165075     0.993678     0.995220     21.462389    12148.040004    95.680524     43.101390     29.043924    3.000252    0.992935
2081     20.000000     19.922425      4016.684956     13.160767     2231.052580     9.684315     1783.511661     8.687765     0.988742     0.989235     24.059641     23978.225177    190.283528    83.022108     55.345588     3.000001    0.993317    19.908915    4019.410749     13.169698     2232.566648     9.690887     1784.722003     8.693661     0.988742     0.989235     24.043325    23978.225177    190.283528     83.022108     55.345588    3.000001    0.993317
2082     35.000000     34.831072      3975.017649     23.167478     2185.882381     17.163322     1750.218303     15.396094     0.980683     0.984663     7.566507     41645.230529    336.341746    141.455492     93.392203     3.001366    0.995055    34.812827    3977.100873     23.179620     2187.027944     17.172317     1751.135549     15.404163     0.980683     0.984663     7.562544    41645.230529    336.341746     141.455492     93.392203    3.001366    0.995055
2083     35.000000     34.912402      3970.625873     12.763770     2193.894503     9.478922     1760.341991     8.519291     0.980621     0.983170     24.899853     41906.328519    337.269816    141.623205     93.731239     2.999119    0.993327    34.895723    3972.523645     12.769870     2194.943044     9.483453     1761.183358     8.523363     0.980621     0.983170     24.887958    41906.328519    337.269816     141.623205     93.731239    2.999119    0.993327
2084     45.000000     44.905139      3970.702540     12.713191     2188.548732     9.477434     1737.317918     8.476941     0.975371     0.976633     24.980718     53547.242805    441.208176    181.305131     119.735807     3.000181    0.992262    44.842261    3976.270323     12.731017     2191.617552     9.490724     1739.754000     8.488827     0.975371     0.976633     24.945739    53547.242805    441.208176     181.305131     119.735807    3.000181    0.992262
2085     55.000000     54.856892      3978.948305     11.980717     2177.300030     8.931541     1739.267609     8.010381     0.971256     0.963565     28.101647     65002.597527    549.551861    221.273098     145.344677     3.000360    0.993103    54.769565    3986.948854     12.025928     2181.421301     8.964753     1742.610018     8.040285     0.971253     0.964076     27.946684    65016.029945    549.759617     221.363888     145.379004    3.000435    0.993104
