p,q1,q2,q3,dipole,nmr
0.441,57.3338831,45.4439674,22.598051,133.686,0.120732
0.442,57.4642005,45.54763,22.6482817,133.992,0.121006
0.443,57.5945179,45.6512925,22.6985125,134.297,0.121279
0.444,57.7248354,45.7549551,22.7487435,134.603,0.121553
0.445,57.8551528,45.8586177,22.7989747,134.909,0.121827
0.446,57.9854702,45.9622802,22.8492059,135.214,0.122101
0.447,58.1157876,46.0659428,22.8994374,135.52,0.122375
0.448,58.2461051,46.1696054,22.9496689,135.826,0.122649
0.449,58.3764225,46.2732679,22.9999006,136.131,0.122922
0.45,58.5067399,46.3769305,23.0501325,136.437,0.123196
0.451,58.6370574,46.4805931,23.1003644,136.743,0.12347
0.452,58.7673748,46.5842556,23.1505966,137.048,0.123744
0.453,58.8976922,46.6879182,23.2008288,137.354,0.124017
0.454,59.0280096,46.7915808,23.2510612,137.66,0.124291
0.455,59.1583271,46.8952433,23.3012937,137.965,0.124565
0.456,59.2886445,46.9989059,23.3515263,138.271,0.124839
0.457,59.4189619,47.1025685,23.4017591,138.577,0.125112
0.458,59.5492793,47.206231,23.451992,138.882,0.125386
0.459,59.6795968,47.3098936,23.502225,139.188,0.12566
0.46,59.8099142,47.4135562,23.5524582,139.494,0.125934
0.461,59.9402316,47.5172187,23.6026915,139.799,0.126208
0.462,60.070549,47.6208813,23.6529249,140.105,0.126481
0.463,60.2008665,47.7245439,23.7031585,140.411,0.126755
0.464,60.3311839,47.8282064,23.7533921,140.717,0.127029
0.465,60.4615013,47.931869,23.8036259,141.022,0.127303
0.466,60.5918188,48.0355316,23.8538598,141.328,0.127576
0.467,60.7221362,48.1391941,23.9040939,141.634,0.12785
0.468,60.8524536,48.2428567,23.954328,141.939,0.128124
0.469,60.982771,48.3465193,24.0045623,142.245,0.128398
0.47,61.1130885,48.4501818,24.0547967,142.551,0.128671
0.471,61.2434059,48.5538444,24.1050312,142.857,0.128945
0.472,61.3737233,48.657507,24.1552659,143.162,0.129219
0.473,61.5040407,48.7611696,24.2055006,143.468,0.129493
0.474,61.6343582,48.8648321,24.2557355,143.774,0.129766
0.475,61.7646756,48.9684947,24.3059705,144.08,0.13004
0.476,61.894993,49.0721573,24.3562056,144.385,0.130314
0.477,62.0253104,49.1758198,24.4064408,144.691,0.130588
0.478,62.1556279,49.2794824,24.4566762,144.997,0.130862
0.479,62.2859453,49.383145,24.5069116,145.303,0.131135
0.48,62.4162627,49.4868075,24.5571472,145.608,0.131409
0.481,62.5465802,49.5904701,24.6073829,145.914,0.131683
0.482,62.6768976,49.6941327,24.6576187,146.22,0.131957
0.483,62.807215,49.7977952,24.7078546,146.526,0.13223
0.484,62.9375324,49.9014578,24.7580906,146.831,0.132504
0.485,63.0678499,50.0051204,24.8083267,147.137,0.132778
0.486,63.1981673,50.1087829,24.8585629,147.443,0.133052
0.487,63.3284847,50.2124455,24.9087992,147.749,0.133325
0.488,63.4588021,50.3161081,24.9590357,148.055,0.133599
0.489,63.5891196,50.4197706,25.0092722,148.36,0.133873
0.49,63.719437,50.5234332,25.0595089,148.666,0.134147
0.491,63.8497544,50.6270958,25.1097456,148.972,0.134421
0.492,63.9800718,50.7307583,25.1599825,149.278,0.134694
0.493,64.1103893,50.8344209,25.2102194,149.584,0.134968
0.494,64.2407067,50.9380835,25.2604565,149.889,0.135242
0.495,64.3710241,51.041746,25.3106937,150.195,0.135516
0.496,64.5013416,51.1454086,25.3609309,150.501,0.135789
0.497,64.631659,51.2490712,25.4111683,150.807,0.136063
0.498,64.7619764,51.3527337,25.4614058,151.113,0.136337
0.499,64.8922938,51.4563963,25.5116434,151.419,0.136611
0.5,65.0226113,51.5600589,25.561881,151.724,0.136884
0.501,65.1529287,51.6637215,25.6121188,152.03,0.137158
0.502,65.2832461,51.767384,25.6623567,152.336,0.137432
0.503,65.4135635,51.8710466,25.7125946,152.642,0.137706
0.504,65.543881,51.9747092,25.7628327,152.948,0.13798
0.505,65.6741984,52.0783717,25.8130709,153.254,0.138253
0.506,65.8045158,52.1820343,25.8633091,153.559,0.138527
0.507,65.9348332,52.2856969,25.9135475,153.865,0.138801
0.508,66.0651507,52.3893594,25.9637859,154.171,0.139075
0.509,66.1954681,52.493022,26.0140245,154.477,0.139348
0.51,66.3257855,52.5966846,26.0642631,154.783,0.139622
0.511,66.456103,52.7003471,26.1145018,155.089,0.139896
0.512,66.5864204,52.8040097,26.1647406,155.395,0.14017
0.513,66.7167378,52.9076723,26.2149795,155.7,0.140443
0.514,66.8470552,53.0113348,26.2652185,156.006,0.140717
0.515,66.9773727,53.1149974,26.3154576,156.312,0.140991
0.516,67.1076901,53.21866,26.3656968,156.618,0.141265
0.517,67.2380075,53.3223225,26.4159361,156.924,0.141539
0.518,67.3683249,53.4259851,26.4661754,157.23,0.141812
0.519,67.4986424,53.5296477,26.5164149,157.536,0.142086
0.52,67.6289598,53.6333102,26.5666544,157.842,0.14236
0.521,67.7592772,53.7369728,26.616894,158.147,0.142634
0.522,67.8895946,53.8406354,26.6671338,158.453,0.142907
0.523,68.0199121,53.9442979,26.7173736,158.759,0.143181
0.524,68.1502295,54.0479605,26.7676134,159.065,0.143455
0.525,68.2805469,54.1516231,26.8178534,159.371,0.143729
0.526,68.4108643,54.2552856,26.8680935,159.677,0.144002
0.527,68.5411818,54.3589482,26.9183336,159.983,0.144276
0.528,68.6714992,54.4626108,26.9685738,160.289,0.14455
0.529,68.8018166,54.5662733,27.0188141,160.595,0.144824
0.53,68.9321341,54.6699359,27.0690545,160.9,0.145097
0.531,69.0624515,54.7735985,27.119295,161.206,0.145371
0.532,69.1927689,54.8772611,27.1695355,161.512,0.145645
0.533,69.3230863,54.9809236,27.2197762,161.818,0.145919
0.534,69.4534038,55.0845862,27.2700169,162.124,0.146193
0.535,69.5837212,55.1882488,27.3202577,162.43,0.146466
0.536,69.7140386,55.2919113,27.3704986,162.736,0.14674
0.537,69.844356,55.3955739,27.4207395,163.042,0.147014
0.538,69.9746735,55.4992365,27.4709805,163.348,0.147288
0.539,70.1049909,55.602899,27.5212217,163.654,0.147561
0.54,70.2353083,55.7065616,27.5714628,163.96,0.147835
0.541,70.3656257,55.8102242,27.6217041,164.266,0.148109
0.542,70.4959432,55.9138867,27.6719455,164.572,0.148383
0.543,70.6262606,56.0175493,27.7221869,164.877,0.148656
0.544,70.756578,56.1212119,27.7724284,165.183,0.14893
0.545,70.8868955,56.2248744,27.82267,165.489,0.149204
0.546,71.0172129,56.328537,27.8729116,165.795,0.149478
0.547,71.1475303,56.4321996,27.9231533,166.101,0.149752
0.548,71.2778477,56.5358621,27.9733951,166.407,0.150025
0.549,71.4081652,56.6395247,28.023637,166.713,0.150299
0.55,71.5384826,56.7431873,28.073879,167.019,0.150573
0.551,71.6688,56.8468498,28.124121,167.325,0.150847
0.552,71.7991174,56.9505124,28.1743631,167.631,0.15112
0.553,71.9294349,57.054175,28.2246053,167.937,0.151394
0.554,72.0597523,57.1578375,28.2748475,168.243,0.151668
0.555,72.1900697,57.2615001,28.3250898,168.549,0.151942
0.556,72.3203871,57.3651627,28.3753322,168.855,0.152215
0.557,72.4507046,57.4688252,28.4255747,169.161,0.152489
0.558,72.581022,57.5724878,28.4758172,169.467,0.152763
0.559,72.7113394,57.6761504,28.5260598,169.773,0.153037
0.56,72.8416569,57.7798129,28.5763025,170.079,0.153311
0.561,72.9719743,57.8834755,28.6265452,170.385,0.153584
0.562,73.1022917,57.9871381,28.676788,170.691,0.153858
0.563,73.2326091,58.0908007,28.7270309,170.997,0.154132
0.564,73.3629266,58.1944632,28.7772738,171.303,0.154406
0.565,73.493244,58.2981258,28.8275168,171.609,0.154679
0.566,73.6235614,58.4017884,28.8777599,171.914,0.154953
0.567,73.7538788,58.5054509,28.9280031,172.22,0.155227
0.568,73.8841963,58.6091135,28.9782463,172.526,0.155501
0.569,74.0145137,58.7127761,29.0284896,172.832,0.155774
0.57,74.1448311,58.8164386,29.0787329,173.138,0.156048
0.571,74.2751485,58.9201012,29.1289763,173.444,0.156322
0.572,74.405466,59.0237638,29.1792198,173.75,0.156596
0.573,74.5357834,59.1274263,29.2294633,174.056,0.156869
0.574,74.6661008,59.2310889,29.279707,174.362,0.157143
0.575,74.7964183,59.3347515,29.3299506,174.668,0.157417
0.576,74.9267357,59.438414,29.3801944,174.974,0.157691
0.577,75.0570531,59.5420766,29.4304382,175.28,0.157965
0.578,75.1873705,59.6457392,29.480682,175.586,0.158238
0.579,75.317688,59.7494017,29.530926,175.892,0.158512
0.58,75.4480054,59.8530643,29.58117,176.198,0.158786
0.581,75.5783228,59.9567269,29.631414,176.504,0.15906
0.582,75.7086402,60.0603894,29.6816581,176.81,0.159333
0.583,75.8389577,60.164052,29.7319023,177.116,0.159607
0.584,75.9692751,60.2677146,29.7821465,177.422,0.159881
0.585,76.0995925,60.3713771,29.8323908,177.728,0.160155
0.586,76.2299099,60.4750397,29.8826352,178.034,0.160428
0.587,76.3602274,60.5787023,29.9328796,178.34,0.160702
0.588,76.4905448,60.6823648,29.9831241,178.646,0.160976
0.589,76.6208622,60.7860274,30.0333687,178.952,0.16125
0.59,76.7511797,60.88969,30.0836133,179.258,0.161524
0.591,76.8814971,60.9933525,30.1338579,179.564,0.161797
0.592,77.0118145,61.0970151,30.1841026,179.87,0.162071
0.593,77.1421319,61.2006777,30.2343474,180.176,0.162345
0.594,77.2724494,61.3043403,30.2845922,180.482,0.162619
0.595,77.4027668,61.4080028,30.3348371,180.789,0.162892
0.596,77.5330842,61.5116654,30.3850821,181.095,0.163166
0.597,77.6634016,61.615328,30.4353271,181.401,0.16344
0.598,77.7937191,61.7189905,30.4855722,181.707,0.163714
0.599,77.9240365,61.8226531,30.5358173,182.013,0.163987
0.6,78.0543539,61.9263157,30.5860625,182.319,0.164261
0.601,78.1846713,62.0299782,30.6363077,182.625,0.164535
0.602,78.3149888,62.1336408,30.686553,182.931,0.164809
0.603,78.4453062,62.2373034,30.7367984,183.237,0.165083
0.604,78.5756236,62.3409659,30.7870438,183.543,0.165356
0.605,78.7059411,62.4446285,30.8372892,183.849,0.16563
0.606,78.8362585,62.5482911,30.8875347,184.155,0.165904
0.607,78.9665759,62.6519536,30.9377803,184.461,0.166178
0.608,79.0968933,62.7556162,30.9880259,184.767,0.166451
0.609,79.2272108,62.8592788,31.0382716,185.073,0.166725
0.61,79.3575282,62.9629413,31.0885173,185.379,0.166999
0.611,79.4878456,63.0666039,31.1387631,185.685,0.167273
0.612,79.618163,63.1702665,31.189009,185.991,0.167546
0.613,79.7484805,63.273929,31.2392549,186.297,0.16782
0.614,79.8787979,63.3775916,31.2895008,186.603,0.168094
0.615,80.0091153,63.4812542,31.3397468,186.909,0.168368
0.616,80.1394327,63.5849167,31.3899929,187.215,0.168642
0.617,80.2697502,63.6885793,31.440239,187.521,0.168915
0.618,80.4000676,63.7922419,31.4904851,187.827,0.169189
0.619,80.530385,63.8959044,31.5407313,188.133,0.169463
0.62,80.6607025,63.999567,31.5909776,188.439,0.169737
0.621,80.7910199,64.1032296,31.6412239,188.745,0.17001
0.622,80.9213373,64.2068922,31.6914702,189.051,0.170284
0.623,81.0516547,64.3105547,31.7417166,189.358,0.170558
0.624,81.1819722,64.4142173,31.7919631,189.664,0.170832
0.625,81.3122896,64.5178799,31.8422096,189.97,0.171105
0.626,81.442607,64.6215424,31.8924562,190.276,0.171379
0.627,81.5729244,64.725205,31.9427028,190.582,0.171653
0.628,81.7032419,64.8288676,31.9929494,190.888,0.171927
0.629,81.8335593,64.9325301,32.0431961,191.194,0.1722
0.63,81.9638767,65.0361927,32.0934429,191.5,0.172474
0.631,82.0941941,65.1398553,32.1436897,191.806,0.172748
0.632,82.2245116,65.2435178,32.1939365,192.112,0.173022
0.633,82.354829,65.3471804,32.2441834,192.418,0.173296
0.634,82.4851464,65.450843,32.2944304,192.724,0.173569
0.635,82.6154639,65.5545055,32.3446774,193.03,0.173843
0.636,82.7457813,65.6581681,32.3949244,193.336,0.174117
0.637,82.8760987,65.7618307,32.4451715,193.642,0.174391
0.638,83.0064161,65.8654932,32.4954186,193.948,0.174664
0.639,83.1367336,65.9691558,32.5456658,194.254,0.174938
0.64,83.267051,66.0728184,32.5959131,194.561,0.175212
0.641,83.3973684,66.1764809,32.6461603,194.867,0.175486
0.642,83.5276858,66.2801435,32.6964076,195.173,0.175759
0.643,83.6580033,66.3838061,32.746655,195.479,0.176033
0.644,83.7883207,66.4874686,32.7969024,195.785,0.176307
0.645,83.9186381,66.5911312,32.8471499,196.091,0.176581
0.646,84.0489555,66.6947938,32.8973974,196.397,0.176855
0.647,84.179273,66.7984563,32.9476449,196.703,0.177128
0.648,84.3095904,66.9021189,32.9978925,197.009,0.177402
0.649,84.4399078,67.0057815,33.0481402,197.315,0.177676
0.65,84.5702253,67.109444,33.0983878,197.621,0.17795
0.651,84.7005427,67.2131066,33.1486356,197.927,0.178223
0.652,84.8308601,67.3167692,33.1988833,198.233,0.178497
0.653,84.9611775,67.4204318,33.2491311,198.539,0.178771
0.654,85.091495,67.5240943,33.299379,198.846,0.179045
0.655,85.2218124,67.6277569,33.3496269,199.152,0.179318
0.656,85.3521298,67.7314195,33.3998748,199.458,0.179592
0.657,85.4824472,67.835082,33.4501228,199.764,0.179866
0.658,85.6127647,67.9387446,33.5003709,200.07,0.18014
0.659,85.7430821,68.0424072,33.5506189,200.376,0.180414
0.66,85.8733995,68.1460697,33.600867,200.682,0.180687
0.661,86.0037169,68.2497323,33.6511152,200.988,0.180961
0.662,86.1340344,68.3533949,33.7013634,201.294,0.181235
0.663,86.2643518,68.4570574,33.7516116,201.6,0.181509
0.664,86.3946692,68.56072,33.8018599,201.906,0.181782
0.665,86.5249867,68.6643826,33.8521082,202.212,0.182056
0.666,86.6553041,68.7680451,33.9023566,202.519,0.18233
0.667,86.7856215,68.8717077,33.952605,202.825,0.182604
0.668,86.9159389,68.9753703,34.0028534,203.131,0.182877
0.669,87.0462564,69.0790328,34.0531019,203.437,0.183151
0.67,87.1765738,69.1826954,34.1033504,203.743,0.183425
0.671,87.3068912,69.286358,34.153599,204.049,0.183699
0.672,87.4372086,69.3900205,34.2038476,204.355,0.183972
0.673,87.5675261,69.4936831,34.2540963,204.661,0.184246
0.674,87.6978435,69.5973457,34.3043449,204.967,0.18452
0.675,87.8281609,69.7010082,34.3545937,205.273,0.184794
0.676,87.9584783,69.8046708,34.4048424,205.579,0.185068
0.677,88.0887958,69.9083334,34.4550912,205.885,0.185341
0.678,88.2191132,70.0119959,34.5053401,206.192,0.185615
0.679,88.3494306,70.1156585,34.5555889,206.498,0.185889
0.68,88.4797481,70.2193211,34.6058379,206.804,0.186163
0.681,88.6100655,70.3229836,34.6560868,207.11,0.186436
0.682,88.7403829,70.4266462,34.7063358,207.416,0.18671
0.683,88.8707003,70.5303088,34.7565848,207.722,0.186984
0.684,89.0010178,70.6339714,34.8068339,208.028,0.187258
0.685,89.1313352,70.7376339,34.857083,208.334,0.187531
0.686,89.2616526,70.8412965,34.9073322,208.64,0.187805
0.687,89.39197,70.9449591,34.9575813,208.946,0.188079
0.688,89.5222875,71.0486216,35.0078306,209.252,0.188353
0.689,89.6526049,71.1522842,35.0580798,209.559,0.188627
0.69,89.7829223,71.2559468,35.1083291,209.865,0.1889
0.691,89.9132397,71.3596093,35.1585784,210.171,0.189174
0.692,90.0435572,71.4632719,35.2088278,210.477,0.189448
0.693,90.1738746,71.5669345,35.2590772,210.783,0.189722
0.694,90.304192,71.670597,35.3093267,211.089,0.189995
0.695,90.4345095,71.7742596,35.3595761,211.395,0.190269
0.696,90.5648269,71.8779222,35.4098256,211.701,0.190543
0.697,90.6951443,71.9815847,35.4600752,212.007,0.190817
0.698,90.8254617,72.0852473,35.5103248,212.313,0.19109
0.699,90.9557792,72.1889099,35.5605744,212.62,0.191364
0.7,91.0860966,72.2925724,35.610824,212.926,0.191638
0.701,91.216414,72.396235,35.6610737,213.232,0.191912
0.702,91.3467314,72.4998976,35.7113235,213.538,0.192186
0.703,91.4770489,72.6035601,35.7615732,213.844,0.192459
0.704,91.6073663,72.7072227,35.811823,214.15,0.192733
0.705,91.7376837,72.8108853,35.8620728,214.456,0.193007
0.706,91.8680011,72.9145478,35.9123227,214.762,0.193281
0.707,91.9983186,73.0182104,35.9625726,215.068,0.193554
0.708,92.128636,73.121873,36.0128225,215.374,0.193828
0.709,92.2589534,73.2255355,36.0630725,215.681,0.194102
0.71,92.3892709,73.3291981,36.1133225,215.987,0.194376
0.711,92.5195883,73.4328607,36.1635725,216.293,0.194649
0.712,92.6499057,73.5365232,36.2138226,216.599,0.194923
0.713,92.7802231,73.6401858,36.2640727,216.905,0.195197
0.714,92.9105406,73.7438484,36.3143228,217.211,0.195471
0.715,93.040858,73.847511,36.364573,217.517,0.195744
0.716,93.1711754,73.9511735,36.4148232,217.823,0.196018
0.717,93.3014928,74.0548361,36.4650734,218.129,0.196292
0.718,93.4318103,74.1584987,36.5153237,218.435,0.196566
0.719,93.5621277,74.2621612,36.565574,218.742,0.19684
0.72,93.6924451,74.3658238,36.6158243,219.048,0.197113
0.721,93.8227625,74.4694864,36.6660747,219.354,0.197387
0.722,93.95308,74.5731489,36.716325,219.66,0.197661
0.723,94.0833974,74.6768115,36.7665755,219.966,0.197935
0.724,94.2137148,74.7804741,36.8168259,220.272,0.198208
0.725,94.3440323,74.8841366,36.8670764,220.578,0.198482
0.726,94.4743497,74.9877992,36.9173269,220.884,0.198756
0.727,94.6046671,75.0914618,36.9675775,221.19,0.19903
0.728,94.7349845,75.1951243,37.0178281,221.496,0.199303
0.729,94.865302,75.2987869,37.0680787,221.803,0.199577
0.73,94.9956194,75.4024495,37.1183293,222.109,0.199851
0.731,95.1259368,75.506112,37.16858,222.415,0.200125
0.732,95.2562542,75.6097746,37.2188307,222.721,0.200399
0.733,95.3865717,75.7134372,37.2690814,223.027,0.200672
0.734,95.5168891,75.8170997,37.3193322,223.333,0.200946
0.735,95.6472065,75.9207623,37.369583,223.639,0.20122
0.736,95.7775239,76.0244249,37.4198338,223.945,0.201494
0.737,95.9078414,76.1280874,37.4700847,224.251,0.201767
0.738,96.0381588,76.23175,37.5203356,224.558,0.202041
0.739,96.1684762,76.3354126,37.5705865,224.864,0.202315
0.74,96.2987937,76.4390751,37.6208374,225.17,0.202589
0.741,96.4291111,76.5427377,37.6710884,225.476,0.202862
0.742,96.5594285,76.6464003,37.7213394,225.782,0.203136
0.743,96.6897459,76.7500629,37.7715905,226.088,0.20341
0.744,96.8200634,76.8537254,37.8218415,226.394,0.203684
0.745,96.9503808,76.957388,37.8720926,226.7,0.203958
0.746,97.0806982,77.0610506,37.9223437,227.006,0.204231
0.747,97.2110156,77.1647131,37.9725949,227.313,0.204505
0.748,97.3413331,77.2683757,38.0228461,227.619,0.204779
0.749,97.4716505,77.3720383,38.0730973,227.925,0.205053
0.75,97.6019679,77.4757008,38.1233485,228.231,0.205326
0.751,97.7322853,77.5793634,38.1735998,228.537,0.2056
0.752,97.8626028,77.683026,38.2238511,228.843,0.205874
0.753,97.9929202,77.7866885,38.2741024,229.149,0.206148
0.754,98.1232376,77.8903511,38.3243538,229.455,0.206421
0.755,98.2535551,77.9940137,38.3746051,229.761,0.206695
0.756,98.3838725,78.0976762,38.4248565,230.068,0.206969
0.757,98.5141899,78.2013388,38.475108,230.374,0.207243
0.758,98.6445073,78.3050014,38.5253594,230.68,0.207517
0.759,98.7748248,78.4086639,38.5756109,230.986,0.20779
0.76,98.9051422,78.5123265,38.6258624,231.292,0.208064
0.761,99.0354596,78.6159891,38.676114,231.598,0.208338
0.762,99.165777,78.7196516,38.7263656,231.904,0.208612
0.763,99.2960945,78.8233142,38.7766172,232.21,0.208885
0.764,99.4264119,78.9269768,38.8268688,232.516,0.209159
0.765,99.5567293,79.0306393,38.8771204,232.823,0.209433
0.766,99.6870467,79.1343019,38.9273721,233.129,0.209707
0.767,99.8173642,79.2379645,38.9776238,233.435,0.20998
0.768,99.9476816,79.341627,39.0278756,233.741,0.210254
0.769,100.077999,79.4452896,39.0781273,234.047,0.210528
0.77,100.208316,79.5489522,39.1283791,234.353,0.210802
0.771,100.338634,79.6526147,39.1786309,234.659,0.211075
0.772,100.468951,79.7562773,39.2288828,234.965,0.211349
0.773,100.599269,79.8599399,39.2791346,235.271,0.211623
0.774,100.729586,79.9636025,39.3293865,235.578,0.211897
0.775,100.859904,80.067265,39.3796384,235.884,0.212171
0.776,100.990221,80.1709276,39.4298904,236.19,0.212444
0.777,101.120538,80.2745902,39.4801423,236.496,0.212718
0.778,101.250856,80.3782527,39.5303943,236.802,0.212992
0.779,101.381173,80.4819153,39.5806463,237.108,0.213266
0.78,101.511491,80.5855779,39.6308984,237.414,0.213539
0.781,101.641808,80.6892404,39.6811505,237.72,0.213813
0.782,101.772126,80.792903,39.7314026,238.026,0.214087
0.783,101.902443,80.8965656,39.7816547,238.333,0.214361
0.784,102.03276,81.0002281,39.8319068,238.639,0.214634
0.785,102.163078,81.1038907,39.882159,238.945,0.214908
0.786,102.293395,81.2075533,39.9324112,239.251,0.215182
0.787,102.423713,81.3112158,39.9826634,239.557,0.215456
0.788,102.55403,81.4148784,40.0329156,239.863,0.21573
0.789,102.684348,81.518541,40.0831679,240.169,0.216003
0.79,102.814665,81.6222035,40.1334202,240.475,0.216277
0.791,102.944982,81.7258661,40.1836725,240.781,0.216551
0.792,103.0753,81.8295287,40.2339249,241.088,0.216825
0.793,103.205617,81.9331912,40.2841772,241.394,0.217098
0.794,103.335935,82.0368538,40.3344296,241.7,0.217372
0.795,103.466252,82.1405164,40.384682,242.006,0.217646
0.796,103.59657,82.2441789,40.4349345,242.312,0.21792
0.797,103.726887,82.3478415,40.4851869,242.618,0.218193
0.798,103.857204,82.4515041,40.5354394,242.924,0.218467
0.799,103.987522,82.5551666,40.5856919,243.23,0.218741
0.8,104.117839,82.6588292,40.6359444,243.536,0.219015
0.801,104.248157,82.7624918,40.686197,243.843,0.219289
