#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  Ksigcc1[f,4]/   pwiaXsec_theory[f,5]/    fsiXsec_theory[f,6]/   red_pwiaXsec_theory[f,7]/    red_fsiXsec_theory[f,8]/   setting[s,9]/
6   18   55.000000   0.700000   5756.284784  1.215368790000e-08   1.215368790000e-08    2.111377104514e-12   2.111377104514e-12   750_set3
6   19   55.000000   0.740000   4720.432558  6.734098770000e-09   6.734098770000e-09    1.426585103644e-12   1.426585103644e-12   580_set2
6   19   55.000000   0.740000   4718.917762  6.698429580000e-09   6.698429580000e-09    1.419484279625e-12   1.419484279625e-12   580_set1
6   19   55.000000   0.740000   5769.285749  8.121403870000e-09   8.121403870000e-09    1.407696589029e-12   1.407696589029e-12   750_set3
6   19   55.000000   0.740000   5743.054669  8.082713000000e-09   8.082713000000e-09    1.407389179774e-12   1.407389179774e-12   750_set1
6   19   55.000000   0.740000   5757.391214  8.041226310000e-09   8.041226310000e-09    1.396678810091e-12   1.396678810091e-12   750_set2
6   20   55.000000   0.780000   4694.787405  4.446654110000e-09   4.446654110000e-09    9.471470646923e-13   9.471470646923e-13   580_set1
6   20   55.000000   0.780000   4690.347309  4.439849410000e-09   4.439849410000e-09    9.465928890768e-13   9.465928890768e-13   580_set2
6   20   55.000000   0.780000   5731.505033  5.435593890000e-09   5.435593890000e-09    9.483711274270e-13   9.483711274270e-13   750_set2
6   20   55.000000   0.780000   5718.800102  5.373815540000e-09   5.373815540000e-09    9.396753591930e-13   9.396753591930e-13   750_set1
6   20   55.000000   0.780000   5716.360207  5.320047960000e-09   5.320047960000e-09    9.306705258856e-13   9.306705258856e-13   750_set3
6   21   55.000000   0.820000   4652.230718  2.919858790000e-09   2.919858790000e-09    6.276255342846e-13   6.276255342846e-13   580_set2
6   21   55.000000   0.820000   4640.959462  2.909530890000e-09   2.909530890000e-09    6.269244353076e-13   6.269244353076e-13   580_set1
6   21   55.000000   0.820000   5734.357027  3.617433830000e-09   3.617433830000e-09    6.308351246648e-13   6.308351246648e-13   750_set2
6   21   55.000000   0.820000   5735.210269  3.591122340000e-09   3.591122340000e-09    6.261535622174e-13   6.261535622174e-13   750_set1
6   21   55.000000   0.820000   5736.596283  3.516825150000e-09   3.516825150000e-09    6.130508365077e-13   6.130508365077e-13   750_set3
6   22   55.000000   0.860000   4630.733692  1.910069610000e-09   1.910069610000e-09    4.124766693666e-13   4.124766693666e-13   580_set1
6   22   55.000000   0.860000   4637.243592  1.903414140000e-09   1.903414140000e-09    4.104624012600e-13   4.104624012600e-13   580_set2
6   22   55.000000   0.860000   5727.570425  2.356896880000e-09   2.356896880000e-09    4.115002880999e-13   4.115002880999e-13   750_set1
6   22   55.000000   0.860000   5742.979360  2.357342750000e-09   2.357342750000e-09    4.104738328713e-13   4.104738328713e-13   750_set2
6   22   55.000000   0.860000   5784.053005  2.365561200000e-09   2.365561200000e-09    4.089798620371e-13   4.089798620371e-13   750_set3
6   23   55.000000   0.900000   5775.806995  1.569530110000e-09   1.569530110000e-09    2.717421325468e-13   2.717421325468e-13   750_set3
6   23   55.000000   0.900000   5811.765091  1.575245060000e-09   1.575245060000e-09    2.710441725250e-13   2.710441725250e-13   750_set1
6   23   55.000000   0.900000   5782.586998  1.562455440000e-09   1.562455440000e-09    2.702000749043e-13   2.702000749043e-13   750_set2
6   23   55.000000   0.900000   4606.874015  1.235469830000e-09   1.235469830000e-09    2.681796432846e-13   2.681796432846e-13   580_set1
6   23   55.000000   0.900000   4605.519884  1.231373750000e-09   1.231373750000e-09    2.673691094632e-13   2.673691094632e-13   580_set2
6   24   55.000000   0.940000   5876.247704  1.037437470000e-09   1.037437470000e-09    1.765476069523e-13   1.765476069523e-13   750_set1
6   24   55.000000   0.940000   5856.425954  1.033859910000e-09   1.033859910000e-09    1.765342750204e-13   1.765342750204e-13   750_set3
6   24   55.000000   0.940000   4608.590489  7.989360020000e-10   7.989360020000e-10    1.733579939261e-13   1.733579939261e-13   580_set1
6   24   55.000000   0.940000   4617.778649  7.996372300000e-10   7.996372300000e-10    1.731649112660e-13   1.731649112660e-13   580_set2
6   24   55.000000   0.940000   5896.159265  1.021230830000e-09   1.021230830000e-09    1.732027213142e-13   1.732027213142e-13   750_set2
6   25   55.000000   0.980000   5895.029917  6.614794840000e-10   6.614794840000e-10    1.122096907587e-13   1.122096907587e-13   750_set3
6   25   55.000000   0.980000   4659.352366  5.203842880000e-10   5.203842880000e-10    1.116859698780e-13   1.116859698780e-13   580_set1
6   25   55.000000   0.980000   4642.576062  5.178055140000e-10   5.178055140000e-10    1.115340938059e-13   1.115340938059e-13   580_set2
6   25   55.000000   0.980000   5903.075549  6.595138690000e-10   6.595138690000e-10    1.117237723837e-13   1.117237723837e-13   750_set2
6   25   55.000000   0.980000   5946.407114  6.616120230000e-10   6.616120230000e-10    1.112624834318e-13   1.112624834318e-13   750_set1
6   26   55.000000   1.020000   6039.365648  4.454354930000e-10   4.454354930000e-10    7.375534434606e-14   7.375534434606e-14   750_set2
6   26   55.000000   1.020000   6025.378375  4.439077750000e-10   4.439077750000e-10    7.367301227784e-14   7.367301227784e-14   750_set1
6   26   55.000000   1.020000   4664.691095  3.340856350000e-10   3.340856350000e-10    7.162009835080e-14   7.162009835080e-14   580_set1
6   26   55.000000   1.020000   6089.111658  4.343996700000e-10   4.343996700000e-10    7.134040142445e-14   7.134040142445e-14   750_set3
6   26   55.000000   1.020000   4688.471313  3.351232440000e-10   3.351232440000e-10    7.147814748717e-14   7.147814748717e-14   580_set2
6   27   55.000000   1.060000   6364.501556  2.982697330000e-10   2.982697330000e-10    4.686458638993e-14   4.686458638993e-14   750_set3
6   27   55.000000   1.060000   4732.360545  2.170906810000e-10   2.170906810000e-10    4.587365627274e-14   4.587365627274e-14   580_set2
6   27   55.000000   1.060000   4756.267276  2.169513460000e-10   2.169513460000e-10    4.561378354298e-14   4.561378354298e-14   580_set1
6   27   55.000000   1.060000   6240.592178  2.820147200000e-10   2.820147200000e-10    4.519037808530e-14   4.519037808530e-14   750_set1
6   27   55.000000   1.060000   6293.837108  2.749002890000e-10   2.749002890000e-10    4.367769363630e-14   4.367769363630e-14   750_set2
6   28   55.000000   1.100000   6423.509469  2.104063900000e-10   2.104063900000e-10    3.275567522947e-14   3.275567522947e-14   750_set2
6   28   55.000000   1.100000   6600.773415  2.088419280000e-10   2.088419280000e-10    3.163900877516e-14   3.163900877516e-14   750_set1
6   28   55.000000   1.100000   4818.283564  1.408597020000e-10   1.408597020000e-10    2.923441514577e-14   2.923441514577e-14   580_set2
6   28   55.000000   1.100000   4846.984869  1.405064980000e-10   1.405064980000e-10    2.898843338642e-14   2.898843338642e-14   580_set1
6   28   55.000000   1.100000   5400.509202  1.496204200000e-10   1.496204200000e-10    2.770487270804e-14   2.770487270804e-14   750_set3
6   29   55.000000   1.140000   4911.621894  9.421726280000e-11   9.421726280000e-11    1.918251543652e-14   1.918251543652e-14   580_set2
6   29   55.000000   1.140000   4978.744354  9.496782880000e-11   9.496782880000e-11    1.907465458107e-14   1.907465458107e-14   580_set1
6   30   55.000000   1.180000   5147.597751  6.383845900000e-11   6.383845900000e-11    1.240160208470e-14   1.240160208470e-14   580_set2
6   30   55.000000   1.180000   5178.258971  6.265315460000e-11   6.265315460000e-11    1.209927022787e-14   1.209927022787e-14   580_set1
