#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
4   1   35.000000   0.020000   0.031807   2418.979742  1.716966060000e-03   1.716966060000e-03    7.097893505220e-07   7.097893505220e-07   80
4   2   35.000000   0.060000   0.062170   2318.103865  4.115549320000e-04   4.115549320000e-04    1.775394701738e-07   1.775394701738e-07   80
4   3   35.000000   0.100000   0.099140   2128.914650  8.060935210000e-05   8.060935210000e-05    3.786406002702e-08   3.786406002702e-08   80
4   4   35.000000   0.140000   0.138748   1915.324916  1.810570720000e-05   1.810570720000e-05    9.453073496173e-09   9.453073496173e-09   80
4   5   35.000000   0.180000   0.177804   1756.619261  5.161955360000e-06   5.161955360000e-06    2.938573813122e-09   2.938573813122e-09   80
4   6   35.000000   0.220000   0.217658   1655.399104  1.715940950000e-06   1.715940950000e-06    1.036572356390e-09   1.036572356390e-09   80
4   7   35.000000   0.260000   0.257537   1569.590623  6.504464150000e-07   6.504464150000e-07    4.144051356250e-10   4.144051356250e-10   80
4   8   35.000000   0.300000   0.297431   1493.221969  2.769247000000e-07   2.769247000000e-07    1.854544774649e-10   1.854544774649e-10   80
4   9   35.000000   0.340000   0.337372   1429.811610  1.314998870000e-07   1.314998870000e-07    9.197007919106e-11   9.197007919106e-11   80
4   10   35.000000   0.380000   0.376119   1380.940816  7.012622800000e-08   7.012622800000e-08    5.078148693086e-11   5.078148693086e-11   80
4   10   35.000000   0.380000   0.393382   7110.889053  2.924199100000e-07   2.924199100000e-07    4.112283398327e-11   4.112283398327e-11   580_set1
4   10   35.000000   0.380000   0.393474   7023.366832  2.888429460000e-07   2.888429460000e-07    4.112599454210e-11   4.112599454210e-11   580_set2
4   11   35.000000   0.420000   0.414972   1350.735905  4.049790650000e-08   4.049790650000e-08    2.998210556933e-11   2.998210556933e-11   80
4   11   35.000000   0.420000   0.428047   6498.436522  1.723096970000e-07   1.723096970000e-07    2.651556207661e-11   2.651556207661e-11   580_set1
4   11   35.000000   0.420000   0.429173   6454.673798  1.688690330000e-07   1.688690330000e-07    2.616228771349e-11   2.616228771349e-11   580_set2
4   12   35.000000   0.460000   0.452755   1332.831602  2.516446260000e-08   2.516446260000e-08    1.888045163563e-11   1.888045163563e-11   80
4   12   35.000000   0.460000   0.464096   6137.532024  1.068906490000e-07   1.068906490000e-07    1.741590081844e-11   1.741590081844e-11   580_set2
4   12   35.000000   0.460000   0.464294   6129.449375  1.065172480000e-07   1.065172480000e-07    1.737794726464e-11   1.737794726464e-11   580_set1
4   13   35.000000   0.500000   0.488046   1312.273383  1.655533540000e-08   1.655533540000e-08    1.261576712175e-11   1.261576712175e-11   80
4   13   35.000000   0.500000   0.501870   5867.841667  6.759950520000e-08   6.759950520000e-08    1.152033559122e-11   1.152033559122e-11   580_set2
4   13   35.000000   0.500000   0.501986   5867.462196  6.751503050000e-08   6.751503050000e-08    1.150668351064e-11   1.150668351064e-11   580_set1
4   13   35.000000   0.500000   0.512714   7988.660450  8.155655860000e-08   8.155655860000e-08    1.020904056574e-11   1.020904056574e-11   750_set2
4   13   35.000000   0.500000   0.513014   8231.328312  8.378607030000e-08   8.378607030000e-08    1.017892460660e-11   1.017892460660e-11   750_set3
4   13   35.000000   0.500000   0.513672   8052.614035  8.140082660000e-08   8.140082660000e-08    1.010862140495e-11   1.010862140495e-11   750_set1
4   14   35.000000   0.540000   0.540661   5547.372192  4.259969670000e-08   4.259969670000e-08    7.679256993326e-12   7.679256993326e-12   580_set2
4   14   35.000000   0.540000   0.540738   5551.298287  4.259584100000e-08   4.259584100000e-08    7.673131364559e-12   7.673131364559e-12   580_set1
4   14   35.000000   0.540000   0.547933   7514.758851  5.329749730000e-08   5.329749730000e-08    7.092376263399e-12   7.092376263399e-12   750_set3
