#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  Ksigcc1[f,4]/   pwiaXsec_theory[f,5]/    fsiXsec_theory[f,6]/   red_pwiaXsec_theory[f,7]/    red_fsiXsec_theory[f,8]/   setting[s,9]/
7   1   65.000000   0.020000   2457.235707  1.800130370000e-03   1.800130370000e-03    7.325835144231e-07   7.325835144231e-07   80
7   2   65.000000   0.060000   2396.479095  4.451360470000e-04   4.451360470000e-04    1.857458502053e-07   1.857458502053e-07   80
7   3   65.000000   0.100000   2306.456399  9.278716280000e-05   9.278716280000e-05    4.022931577646e-08   4.022931577646e-08   80
7   4   65.000000   0.140000   2179.753887  2.257331090000e-05   2.257331090000e-05    1.035589890888e-08   1.035589890888e-08   80
7   5   65.000000   0.180000   2081.575716  6.562913890000e-06   6.562913890000e-06    3.152858596281e-09   3.152858596281e-09   80
7   6   65.000000   0.220000   2016.475953  2.261735200000e-06   2.261735200000e-06    1.121627657714e-09   1.121627657714e-09   80
7   7   65.000000   0.260000   1973.189812  8.764774800000e-07   8.764774800000e-07    4.441931914860e-10   4.441931914860e-10   80
7   8   65.000000   0.300000   1953.890485  3.902496100000e-07   3.902496100000e-07    1.997295206645e-10   1.997295206645e-10   80
7   9   65.000000   0.340000   1941.589621  1.937835370000e-07   1.937835370000e-07    9.980664034462e-11   9.980664034462e-11   80
7   10   65.000000   0.380000   1945.500604  1.067928670000e-07   1.067928670000e-07    5.489223019537e-11   5.489223019537e-11   80
7   11   65.000000   0.420000   1967.181553  6.377195570000e-08   6.377195570000e-08    3.241793092394e-11   3.241793092394e-11   80
7   12   65.000000   0.460000   1992.062925  4.007320480000e-08   4.007320480000e-08    2.011643522757e-11   2.011643522757e-11   80
7   13   65.000000   0.500000   2023.057968  2.623797770000e-08   2.623797770000e-08    1.296946410584e-11   1.296946410584e-11   80
7   14   65.000000   0.540000   2060.349472  1.761738960000e-08   1.761738960000e-08    8.550680279933e-12   8.550680279933e-12   80
7   15   65.000000   0.580000   2094.278926  1.197110490000e-08   1.197110490000e-08    5.716098630121e-12   5.716098630121e-12   80
7   16   65.000000   0.620000   2142.249499  8.297378200000e-09   8.297378200000e-09    3.873208141196e-12   3.873208141196e-12   80
7   17   65.000000   0.660000   2217.154102  5.824515130000e-09   5.824515130000e-09    2.627023139594e-12   2.627023139594e-12   80
7   18   65.000000   0.700000   2419.637412  4.246668420000e-09   4.246668420000e-09    1.755084625051e-12   1.755084625051e-12   80
7   19   65.000000   0.740000   2611.412212  3.134632250000e-09   3.134632250000e-09    1.200359037763e-12   1.200359037763e-12   80
7   20   65.000000   0.780000   3302.781944  2.799704440000e-09   2.799704440000e-09    8.476806787339e-13   8.476806787339e-13   80
