#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  Ksigcc1[f,4]/   pwiaXsec_theory[f,5]/    fsiXsec_theory[f,6]/   red_pwiaXsec_theory[f,7]/    red_fsiXsec_theory[f,8]/   setting[s,9]/
4   13   35.000000   0.500000   4901.934876  1.371357590000e-07   1.371357590000e-07    2.797584269661e-11   2.797584269661e-11   750_set1
4   14   35.000000   0.540000   3374.901936  7.742545750000e-08   7.742545750000e-08    2.294154288577e-11   2.294154288577e-11   580_set2
4   14   35.000000   0.540000   3376.748535  7.742837070000e-08   7.742837070000e-08    2.292985986296e-11   2.292985986296e-11   580_set1
4   14   35.000000   0.540000   4466.850983  9.887101500000e-08   9.887101500000e-08    2.213438849343e-11   2.213438849343e-11   750_set3
4   14   35.000000   0.540000   4492.603485  9.900305420000e-08   9.900305420000e-08    2.203690010270e-11   2.203690010270e-11   750_set2
4   14   35.000000   0.540000   4487.039920  9.886724500000e-08   9.886724500000e-08    2.203395707699e-11   2.203395707699e-11   750_set1
4   15   35.000000   0.580000   3060.651541  5.367283520000e-08   5.367283520000e-08    1.753640833692e-11   1.753640833692e-11   580_set1
4   15   35.000000   0.580000   3064.990097  5.372520540000e-08   5.372520540000e-08    1.752867177372e-11   1.752867177372e-11   580_set2
4   15   35.000000   0.580000   4164.895712  7.159066200000e-08   7.159066200000e-08    1.718906473306e-11   1.718906473306e-11   750_set3
4   15   35.000000   0.580000   4151.889736  7.136023790000e-08   7.136023790000e-08    1.718741162157e-11   1.718741162157e-11   750_set2
4   15   35.000000   0.580000   4157.077427  7.142165300000e-08   7.142165300000e-08    1.718073676861e-11   1.718073676861e-11   750_set1
4   16   35.000000   0.620000   2744.395692  3.660395000000e-08   3.660395000000e-08    1.333770859162e-11   1.333770859162e-11   580_set1
4   16   35.000000   0.620000   2743.845739  3.660176320000e-08   3.660176320000e-08    1.333958490441e-11   1.333958490441e-11   580_set2
4   16   35.000000   0.620000   3899.030202  5.128696190000e-08   5.128696190000e-08    1.315377394966e-11   1.315377394966e-11   750_set1
4   16   35.000000   0.620000   3895.574461  5.125585940000e-08   5.125585940000e-08    1.315745852457e-11   1.315745852457e-11   750_set3
4   16   35.000000   0.620000   3900.099723  5.128174280000e-08   5.128174280000e-08    1.314882860497e-11   1.314882860497e-11   750_set2
4   17   35.000000   0.660000   2474.175767  2.491274480000e-08   2.491274480000e-08    1.006910872392e-11   1.006910872392e-11   580_set1
4   17   35.000000   0.660000   2476.768146  2.490914610000e-08   2.490914610000e-08    1.005711662605e-11   1.005711662605e-11   580_set2
4   17   35.000000   0.660000   3623.250277  3.603841740000e-08   3.603841740000e-08    9.946433352608e-12   9.946433352608e-12   750_set3
4   17   35.000000   0.660000   3627.079043  3.603221100000e-08   3.603221100000e-08    9.934222710018e-12   9.934222710018e-12   750_set1
4   17   35.000000   0.660000   3628.804581  3.601074590000e-08   3.601074590000e-08    9.923583675062e-12   9.923583675062e-12   750_set2
4   18   35.000000   0.700000   2262.298355  1.702973060000e-08   1.702973060000e-08    7.527623649799e-12   7.527623649799e-12   580_set2
4   18   35.000000   0.700000   2263.921036  1.703615490000e-08   1.703615490000e-08    7.525065860999e-12   7.525065860999e-12   580_set1
4   18   35.000000   0.700000   3359.581760  2.492196300000e-08   2.492196300000e-08    7.418174278932e-12   7.418174278932e-12   750_set1
4   18   35.000000   0.700000   3357.561423  2.491213010000e-08   2.491213010000e-08    7.419709414501e-12   7.419709414501e-12   750_set2
4   18   35.000000   0.700000   3351.628778  2.484790050000e-08   2.484790050000e-08    7.413679182820e-12   7.413679182820e-12   750_set3
4   19   35.000000   0.740000   2098.897366  1.168611740000e-08   1.168611740000e-08    5.567741228944e-12   5.567741228944e-12   580_set1
4   19   35.000000   0.740000   2104.513663  1.170612030000e-08   1.170612030000e-08    5.562387408458e-12   5.562387408458e-12   580_set2
4   19   35.000000   0.740000   3072.154446  1.687805540000e-08   1.687805540000e-08    5.493882451768e-12   5.493882451768e-12   750_set2
4   19   35.000000   0.740000   3073.205292  1.687736810000e-08   1.687736810000e-08    5.491780241279e-12   5.491780241279e-12   750_set3
4   19   35.000000   0.740000   3069.194776  1.684736650000e-08   1.684736650000e-08    5.489181277037e-12   5.489181277037e-12   750_set1
4   20   35.000000   0.780000   1985.240801  8.043223060000e-09   8.043223060000e-09    4.051510051551e-12   4.051510051551e-12   580_set2
4   20   35.000000   0.780000   1985.359317  8.036420680000e-09   8.036420680000e-09    4.047841925231e-12   4.047841925231e-12   580_set1
4   20   35.000000   0.780000   2803.156691  1.126464270000e-08   1.126464270000e-08    4.018556199932e-12   4.018556199932e-12   750_set1
4   20   35.000000   0.780000   2803.372978  1.125618720000e-08   1.125618720000e-08    4.015229970587e-12   4.015229970587e-12   750_set2
4   20   35.000000   0.780000   2801.440859  1.123446040000e-08   1.123446040000e-08    4.010243644412e-12   4.010243644412e-12   750_set3
4   21   35.000000   0.820000   1890.995838  5.508315750000e-09   5.508315750000e-09    2.912917965925e-12   2.912917965925e-12   580_set2
4   21   35.000000   0.820000   1888.273173  5.500230010000e-09   5.500230010000e-09    2.912835964969e-12   2.912835964969e-12   580_set1
4   21   35.000000   0.820000   2565.804231  7.460496390000e-09   7.460496390000e-09    2.907663920677e-12   2.907663920677e-12   750_set1
4   21   35.000000   0.820000   2567.441977  7.453780160000e-09   7.453780160000e-09    2.903193227646e-12   2.903193227646e-12   750_set2
4   21   35.000000   0.820000   2562.236198  7.438660600000e-09   7.438660600000e-09    2.903190816602e-12   2.903190816602e-12   750_set3
4   22   35.000000   0.860000   1813.578308  3.756939200000e-09   3.756939200000e-09    2.071561610231e-12   2.071561610231e-12   580_set2
4   22   35.000000   0.860000   1814.453171  3.755429990000e-09   3.755429990000e-09    2.069731007679e-12   2.069731007679e-12   580_set1
4   22   35.000000   0.860000   2377.378713  4.934272730000e-09   4.934272730000e-09    2.075509763345e-12   2.075509763345e-12   750_set3
4   22   35.000000   0.860000   2375.859818  4.925889430000e-09   4.925889430000e-09    2.073308110470e-12   2.073308110470e-12   750_set1
4   22   35.000000   0.860000   2376.008977  4.926424940000e-09   4.926424940000e-09    2.073403336304e-12   2.073403336304e-12   750_set2
4   23   35.000000   0.900000   1747.226560  2.539640760000e-09   2.539640760000e-09    1.453526874042e-12   1.453526874042e-12   580_set1
4   23   35.000000   0.900000   1744.546873  2.537665890000e-09   2.537665890000e-09    1.454627519200e-12   1.454627519200e-12   580_set2
4   23   35.000000   0.900000   2218.761734  3.242142730000e-09   3.242142730000e-09    1.461239699747e-12   1.461239699747e-12   750_set1
4   23   35.000000   0.900000   2220.068242  3.243646120000e-09   3.243646120000e-09    1.461056943492e-12   1.461056943492e-12   750_set2
4   23   35.000000   0.900000   2222.988154  3.244402350000e-09   3.244402350000e-09    1.459478020232e-12   1.459478020232e-12   750_set3
4   24   35.000000   0.940000   1695.247592  1.705386560000e-09   1.705386560000e-09    1.005980818405e-12   1.005980818405e-12   580_set1
4   24   35.000000   0.940000   1691.687968  1.699180230000e-09   1.699180230000e-09    1.004428867582e-12   1.004428867582e-12   580_set2
4   24   35.000000   0.940000   2100.183918  2.126331910000e-09   2.126331910000e-09    1.012450334362e-12   1.012450334362e-12   750_set3
4   24   35.000000   0.940000   2104.458613  2.127804330000e-09   2.127804330000e-09    1.011093455037e-12   1.011093455037e-12   750_set2
4   24   35.000000   0.940000   2103.754020  2.125579170000e-09   2.125579170000e-09    1.010374383028e-12   1.010374383028e-12   750_set1
4   25   35.000000   0.980000   1640.806186  1.124097030000e-09   1.124097030000e-09    6.850882447855e-13   6.850882447855e-13   580_set2
4   25   35.000000   0.980000   1641.068511  1.123880270000e-09   1.123880270000e-09    6.848466486723e-13   6.848466486723e-13   580_set1
4   25   35.000000   0.980000   2007.903842  1.382475370000e-09   1.382475370000e-09    6.885167213102e-13   6.885167213102e-13   750_set1
4   25   35.000000   0.980000   2008.424347  1.382189690000e-09   1.382189690000e-09    6.881960438612e-13   6.881960438612e-13   750_set3
4   25   35.000000   0.980000   2008.248186  1.380847420000e-09   1.380847420000e-09    6.875880330062e-13   6.875880330062e-13   750_set2
4   26   35.000000   1.020000   1600.727769  7.351421520000e-10   7.351421520000e-10    4.592549503025e-13   4.592549503025e-13   580_set1
4   26   35.000000   1.020000   1600.709013  7.339231670000e-10   7.339231670000e-10    4.584988033675e-13   4.584988033675e-13   580_set2
4   26   35.000000   1.020000   1936.862375  8.917002710000e-10   8.917002710000e-10    4.603839087948e-13   4.603839087948e-13   750_set1
4   26   35.000000   1.020000   1931.917357  8.895255740000e-10   8.895255740000e-10    4.604366593514e-13   4.604366593514e-13   750_set3
4   26   35.000000   1.020000   1937.738040  8.917035300000e-10   8.917035300000e-10    4.601775428840e-13   4.601775428840e-13   750_set2
4   27   35.000000   1.060000   1567.058482  4.753154350000e-10   4.753154350000e-10    3.033169728250e-13   3.033169728250e-13   580_set1
4   27   35.000000   1.060000   1572.034271  4.767466450000e-10   4.767466450000e-10    3.032673357030e-13   3.032673357030e-13   580_set2
4   27   35.000000   1.060000   1871.914778  5.647631480000e-10   5.647631480000e-10    3.017034507326e-13   3.017034507326e-13   750_set1
4   27   35.000000   1.060000   1870.998220  5.641819440000e-10   5.641819440000e-10    3.015406096966e-13   3.015406096966e-13   750_set2
4   27   35.000000   1.060000   1868.419697  5.632059180000e-10   5.632059180000e-10    3.014343720013e-13   3.014343720013e-13   750_set3
4   28   35.000000   1.100000   1539.353348  2.985325120000e-10   2.985325120000e-10    1.939337140416e-13   1.939337140416e-13   580_set2
4   28   35.000000   1.100000   1530.636725  2.942346330000e-10   2.942346330000e-10    1.922302190940e-13   1.922302190940e-13   580_set1
4   28   35.000000   1.100000   1817.451145  3.515589630000e-10   3.515589630000e-10    1.934351654883e-13   1.934351654883e-13   750_set2
4   28   35.000000   1.100000   1820.382689  3.519297750000e-10   3.519297750000e-10    1.933273575532e-13   1.933273575532e-13   750_set3
4   28   35.000000   1.100000   1817.420939  3.512873660000e-10   3.512873660000e-10    1.932889395416e-13   1.932889395416e-13   750_set1
4   29   35.000000   1.140000   1507.486964  1.857393510000e-10   1.857393510000e-10    1.232112485452e-13   1.232112485452e-13   580_set2
4   29   35.000000   1.140000   1507.394198  1.821317860000e-10   1.821317860000e-10    1.208255851334e-13   1.208255851334e-13   580_set1
4   29   35.000000   1.140000   1774.168255  2.145714830000e-10   2.145714830000e-10    1.209420146005e-13   1.209420146005e-13   750_set3
4   29   35.000000   1.140000   1768.699577  2.140782740000e-10   2.140782740000e-10    1.210371036347e-13   1.210371036347e-13   750_set2
4   29   35.000000   1.140000   1769.868028  2.141646550000e-10   2.141646550000e-10    1.210060024882e-13   1.210060024882e-13   750_set1
4   30   35.000000   1.180000   1519.105485  1.204580690000e-10   1.204580690000e-10    7.929539468419e-14   7.929539468419e-14   580_set1
4   30   35.000000   1.180000   1481.988137  1.148997250000e-10   1.148997250000e-10    7.753079942502e-14   7.753079942502e-14   580_set2
4   30   35.000000   1.180000   1743.909887  1.348256190000e-10   1.348256190000e-10    7.731226252289e-14   7.731226252289e-14   750_set1
4   30   35.000000   1.180000   1742.683795  1.345601630000e-10   1.345601630000e-10    7.721433078455e-14   7.721433078455e-14   750_set2
4   30   35.000000   1.180000   1735.490174  1.340409940000e-10   1.340409940000e-10    7.723523648138e-14   7.723523648138e-14   750_set3
