#! Run[i,0]/  hQ1_set[f,1]/  hQ2_set[f,2]/  hQ3_set[f,3]/ NMR_true[f,4]/  sHB_set[f,5]/  sQ1_set[f,6]/  sQ2_set[f,7]/  sQ3_set[f,8]/  sD_set[f,9]/  hms_Collimator[s,10]/  shms_Collimator[s,11]/  Target[s,12]/  Raster[s,13]/  TFE[f,14]/  hms_Polarity[s,15]/   shms_Polarity[s,16]/  hms_Angle[f,17]/  shms_Angle[f,18]/ 
1719  147.904  117.489  57.5217	  0.311      504.787  320.948  539.097  354.504  487.548  Pion  Coll  LH2  3x3  2.21452 pos neg   47.915  29.995                                             
1722  121.841  96.757   47.47     0.256247   653.661  415.276  697.532  458.902  630.981  Pion  Coll  LH2  3x3  2.21421 neg pos   65.109  24.995	 		        
1851  470.179  373.846  181.815   0.990918   1177.17  744.951  1251.19  825.51  1132.5  Pion  Coll  LH2  2x2    6.40461 pos neg   27.502  27.619			        
1852  470.179  373.846  181.815   0.990919   1177.17  744.951  1251.19  825.51  1132.5  Pion  Coll  LH2  2x2    6.4046  pos neg   27.502  27.619			        
1853  470.179  373.846  181.815   0.990919   1177.17  744.951  1251.19  825.51  1132.5  Pion  Coll  LH2  2x2    6.40459 pos neg   27.502  27.619			        
1854  470.179  373.846  181.815   0.990919   1177.17  744.951  1251.19  825.51  1132.5  Pion  Coll  LH2  2x2    6.4046  pos neg   27.502  27.619			        
1855  470.179  373.846  181.815   0.990919   1177.17  744.951  1251.19  825.51  1132.5  Pion  Centered_Sieve  LH2  2x2  6.40461 pos neg   27.502  27.619		        
1857  470.179  373.846  181.815   0.990919   1177.17  744.951  1251.19  825.51  1132.5  Pion  Centered_Sieve  LH2  2x2  6.40466 pos neg   27.502  27.619		        
1858  470.179  373.846  181.815   0.990919   1177.17  744.951  1251.19  825.51  1132.5  Pion  Centered_Sieve  LH2  2x2  6.4046  pos neg   27.502  27.619		        
1859  470.179  373.846  181.815   0.990919   1177.17  744.951  1251.19  825.51  1132.5  Pion  Centered_Sieve  LH2  2x2  6.40457 pos neg   27.502  27.619		        
1860  470.179  373.846  181.815   0.990918   1177.17  744.951  1251.19  825.51  1132.5  Pion  Centered_Sieve  LH2  2x2  6.40459 pos neg   27.502  27.619		        
1861  470.179  373.846  181.815   0.990919   1177.17  744.951  1251.19  825.51  1132.5  Pion  Centered_Sieve  LH2  2x2  6.40459 pos neg   27.502  27.619		        
1862  470.179  373.846  181.815   0.990919   1177.17  744.951  1251.19  825.51  1132.5  Pion  Centered_Sieve  LH2  2x2  6.40459 pos neg   27.502  27.619		        
