#! Run[i,0]/  hQ1_set[f,1]/  hQ2_set[f,2]/  hQ3_set[f,3]/  NMR_true[f,4]/  Collimator[s,5]/ Target[s,6]/  Raster[s,7]/  TFE[f,8]/ Polarity[s,9]/  Angle[f,10]/  
1149     116.476     239.086     116.476   0.632141	Pion          LH2     3x3     2.21459  neg   13.5                     
1150     115.22      236.494     115.22    0.627767  	Pion          LH2     3x3     2.21467  neg   13.5 	       
1151     113.963     233.902     113.963   0.618408	Pion          LH2     3x3     2.21469  neg   13.5 	      
1152     112.707     231.311     112.707   0.61155 	Pion          LH2     3x3     2.21472  neg   13.5 	      
1153     111.551     228.927     111.551   0.605259	Pion          LH2     3x3     2.21468  neg   13.5 	      
1154     110.344     226.439     110.344   0.598668	Pion          LH2     3x3     2.21471  neg   13.5 	      
1157     108.083     221.774     108.083   0.592709	Pion          LH2     3x3     2.21458  neg   13.5 	      
1158     108.083     219.551     108.083   0.586384	Pion          LH2     3x3     2.21468  neg   13.5 	      
1159     106.977     219.493     106.977   0.580391	Pion          LH2     3x3     2.21437  neg   13.5 	      
1160     105.921     217.317     105.921   0.574607	Pion          LH2     3x3     2.21429  neg   13.5 	      
1161     104.866     215.14      104.866   0.568854     Pion          LH2     3x3     2.21444  neg   13.5 	      
1162     103.811     212.963     103.811   0.563093	Pion          LH2     3x3     2.21438  neg   13.5 	      
1163     102.805     210.889     102.805   0.557604	Pion          LH2     3x3     2.21425  neg   13.5	      
1164     101.8       208.816     101.8     0.55215      Pion          LH2     3x3     2.2143   neg   13.5 	        
1165     100.845     206.847     100.845   0.546939	Pion          LH2     3x3     2.21431  neg   13.5 	      
1166     99.8902     204.877     99.8902   0.541746	Pion          LH2     3x3     2.2143   neg   13.5 	              
1167     98.9352     202.907     98.9352   0.536502	Pion          LH2     3x3     2.21446  neg   13.5 	              
1168     98.0306     201.041     98.0306   0.53162 	Pion          LH2     3x3     2.21449  neg   13.5 	      
1169     97.1259     199.176     97.1259   0.526742	Pion          LH2     3x3     2.21439  neg   13.5      	      
1170     95.9526     196.361     95.9526   0.521775	Pion          LH2     3x3     2.21443  neg   13.5      	      
1171     95.3668     195.547     95.3668   0.517125	Pion          LH2     3x3     2.21442  neg   13.5      	      
1272     267.665     212.755     103.71    0.562594     Pion          LH2     3x3     2.21473  neg   15.002    	        
1329     678.225     540.670     262.033   1.42495      Pion          LH2     2x2     6.40354  neg   15.01     	        
1553     810.28      656.46      312.04    1.69735 	Large_Coll    LH2     2x2     10.5982  neg   20.995    	      
1554     810.28      656.46      312.04    1.69735 	Large_Coll    LH2     2x2     10.5981  neg   20.995    	      
1557     769.93      619.58      296.96    1.61524 	Large_Coll    LH2     2x2     10.598   neg   20.995     	      
1558     769.93      619.58      296.96    1.61524 	Large_Coll    LH2     2x2     10.5979  neg   20.995    	      
1559     769.93      619.58      296.96    1.63136 	Large_Coll    LH2     2x2     10.598   neg   20.995                  
1562     743.326     596.048     286.912   1.56047     Large_Coll     LH2     2x2     10.5979  neg   20.995    	        
1563     743.326     596.048     286.912   1.57217     Large_Coll     LH2     2x2     10.5981  neg   20.995    	        
1565     743.326     596.048     286.912   1.57217     Large_Coll     LH2     2x2     10.5979  neg   20.995	     	        
1571     743.326     596.048     286.912   1.57217     Large_Coll     LH2     2x2     10.5978  neg   20.995	     	        
1572     743.326     596.048     286.912   1.57217     Large_Coll     LH2     2x2     10.5978  neg   20.995	     	        
1644     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5976  neg   58.985		      
1645     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5975  neg   58.985		      
1646     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5984  neg   58.985		      
1647     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5981  neg   58.985		      
1648     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5981  neg   58.985		      
1649     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.598   neg   58.985		      
1650     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.598   neg   58.985		      
1651     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5979  neg   58.985		      
1658     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5976  neg   58.985		      
1659     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5975  neg   58.985		      
1660     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5975  neg   58.985		      
1661     195.34     155.223     75.815     0.410651    Large_Coll     LH2     2x2     10.5975  neg   58.985		      
1662     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5975  neg   58.985		      
1663     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5975  neg   58.985		      
1664     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5974  neg   58.985		      
1674     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5963  neg   58.985		      
1675     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.597   neg   58.985		      
1676     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5975  neg   58.985		      
1677     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5974  neg   58.985		      
1686     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5974  neg   58.985		      
1687     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5974  neg   58.985		      
1688     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5974  neg   58.985		      
1689     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5972  neg   58.985		      
1690     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5972  neg   58.985		      
1691     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5971  neg   58.985		      
1692     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5971  neg   58.985		      
1704     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5974  neg   58.985		      
1705     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5973  neg   58.985		      
1706     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5972  neg   58.985		      
1707     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5972  neg   58.985		      
1708     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5973  neg   58.985		      
1709     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5978  neg   58.985		      
1710     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5978  neg   58.985		      
1711     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5978  neg   58.985		      
1712     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5977  neg   58.985		      
1713     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5977  neg   58.985		      
1714     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5972  neg   58.985		      
1715     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5963  neg   58.985		      
1716     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5957  neg   58.985		      
1718     195.34     155.223     75.815     0.410652    Large_Coll     LH2     2x2     10.5971  neg   58.985		      
1733     195.34     155.223     75.815      0.410651   Large_Coll     LH2     2x2     10.5958  neg   58.985		      
1746     195.34     155.223     75.815      0.41065    Large_Coll     LH2     2x2     10.5959  neg   58.985		      
1747     195.34     155.223     75.815      0.410649   Large_Coll     LH2     2x2     10.5959  neg   58.985		      
1748     195.34     155.223     75.815      0.410648   Large_Coll     LH2     2x2     10.5971  neg   58.985		      
1749     195.34     155.223     75.815      0.410648   Large_Coll     LH2     2x2     10.5971  neg   58.985		      
1750     195.34     155.223     75.815      0.410648   Large_Coll     LH2     2x2     10.5971  neg   58.985		      
1751     195.34     155.223     75.815      0.410648   Large_Coll     LH2     2x2     10.596   neg   58.985		      
1752     195.34     155.223     75.815      0.410648   Large_Coll     LH2     2x2     10.596   neg   58.985		      
1753     195.34     155.223     75.815      0.410648   Large_Coll     LH2     2x2     10.5962  neg   58.985		      
1754     195.34     155.223     75.815      0.410648   Large_Coll     LH2     2x2     10.596   neg   58.985		      
1756     195.34     155.223     75.815      0.410648   Large_Coll     LH2     2x2     10.5973  neg   58.985		      
1757     195.34     155.223     75.815      0.410648   Large_Coll     LH2     2x2     10.5976  neg   58.985		      
1758     195.34     155.223     75.815      0.410648   Large_Coll     LH2     2x2     10.5976  neg   58.985		      
1759     195.34     155.223     75.815      0.410648   Large_Coll     LH2     2x2     10.5976  neg   58.985		      
1761     195.34     155.223     75.815      0.410648   Large_Coll     LH2     2x2     10.5976  neg   58.985		      
																        
