#!Run[i,0]/    set_current[f,1]/   avg_current_bcm4a[f,2]/     sclY4a[f,3]/     sclY_err4a[f,4]/    ntrkY4a[f,5]/    ntrkY_err4a[f,6]/    trkY4a[f,7]/    trkY_err4a[f,8]/    cpuLT_bcm4a[f,9]/     tLT_bcm4a[f,10]/    Qtot_bcm4a[f,11]/    hs1x_rate_bcm4a[f,12]/    htrig1_rate_bcm4a[f,13]/     htrig2_rate_bcm4a[f,14]/     htrig3_rate_bcm4a[f,15]/    hedtm_rate_bcm4a[f,16]/   h_eTrkEff_bcm4a[f,17]/      avg_current_bcm4b[f,18]/     sclY4b[f,19]/     sclY_err4b[f,20]/    ntrkY4b[f,21]/    ntrkY_err4b[f,22]/    trkY4b[f,23]/    trkY_err4b[f,24]/    cpuLT_bcm4b[f,25]/     tLT_bcm4b[f,26]/    Qtot_bcm4b[f,27]/     hs1x_rate_bcm4b[f,28]/      htrig1_rate_bcm4b[f,29]/     htrig2_rate_bcm4b[f,30]/     htrig3_rate_bcm4b[f,31]/    hedtm_rate_bcm4b[f,32]/   h_eTrkEff_bcm4b[f,33]/
2075     80.000000     76.575524      4042.374523     10.025914     2299.561563     7.681610     1802.782599     6.831614     0.959760     0.967945     40.604847     90559.021212    811.790358    312.547369     204.971601     3.000422    0.991188    78.476000    3942.691318     9.762417     2242.818024     7.479551     1758.042852     6.651432     0.959785     0.968065     41.770452    90546.734758    811.557429     312.407000     204.880826    3.000355    0.991168
2076     70.000000     68.837235      3938.717261     8.467120     2240.668174     6.468387     1756.728884     5.753030     0.964102     0.970673     55.547272     80782.891711    700.873057    274.130641     179.910084     3.000236    0.991119    68.675999    3947.964470     8.486999     2245.928735     6.483573     1760.853284     5.766537     0.964102     0.970673     55.417165    80782.891711    700.873057     274.130641     179.910084    3.000236    0.991119
2078     10.000000     9.913067      4048.687064     16.070977     2310.727178     11.750186     1809.334427     10.442543     0.993417     0.992937     16.847190     12093.031126    95.910353    43.134034     29.185170     2.999129    0.991396    9.902329    4053.077102     16.088403     2313.232737     11.762927     1811.296334     10.453866     0.993417     0.992937     16.828942    12093.031126    95.910353     43.134034     29.185170    2.999129    0.991396
2080     10.000000     9.937760      4035.229152     14.209574     2286.817261     10.350769     1786.815468     9.191117     0.993678     0.995220     21.480317     12148.040004    95.680524    43.101390     29.043924     3.000252    0.990962    9.929465    4038.599857     14.221443     2288.727467     10.359415     1788.308022     9.198794     0.993678     0.995220     21.462389    12148.040004    95.680524     43.101390     29.043924    3.000252    0.990962
2081     20.000000     19.922425      4016.684956     13.160767     2294.275689     9.820572     1798.886802     8.733798     0.988742     0.989235     24.059641     23978.225177    190.283528    83.022108     55.345588     3.000001    0.991347    19.908915    4019.410749     13.169698     2295.832624     9.827237     1800.107545     8.739725     0.988742     0.989235     24.043325    23978.225177    190.283528     83.022108     55.345588    3.000001    0.991347
2082     35.000000     34.831072      3975.017649     23.167478     2260.541954     17.453971     1774.122580     15.520142     0.980683     0.984663     7.566507     41645.230529    336.341746    141.455492     93.392203     3.001366    0.992586    34.812827    3977.100873     23.179620     2261.726681     17.463119     1775.052372     15.528275     0.980683     0.984663     7.562544    41645.230529    336.341746     141.455492     93.392203    3.001366    0.992586
2083     35.000000     34.912402      3970.625873     12.763770     2267.571695     9.636773     1782.390281     8.580099     0.980621     0.983170     24.899853     41906.328519    337.269816    141.623205     93.731239     2.999119    0.991563    34.895723    3972.523645     12.769870     2268.655505     9.641379     1783.242190     8.584199     0.980621     0.983170     24.887958    41906.328519    337.269816     141.623205     93.731239    2.999119    0.991563
2084     45.000000     44.905139      3970.702540     12.713191     2267.595040     9.647070     1764.423657     8.551672     0.975371     0.976633     24.980718     53547.242805    441.208176    181.305131     119.735807     3.000181    0.990207    44.842261    3976.270323     12.731017     2270.774709     9.660597     1766.897770     8.563664     0.975371     0.976633     24.945739    53547.242805    441.208176     181.305131     119.735807    3.000181    0.990207
2085     55.000000     54.856892      3978.948305     11.980717     2264.865415     9.109372     1771.779628     8.093525     0.971256     0.963565     28.101647     65002.597527    549.551861    221.273098     145.344677     3.000360    0.990989    54.769565    3986.948854     12.025928     2269.104011     9.143149     1775.140215     8.123637     0.971253     0.964076     27.946684    65016.029945    549.759617     221.363888     145.379004    3.000435    0.990956
