#! Run[i,0]/ hQ1_P[f,1]/ hQ2_P[f,2]/ hQ3_P[f,3]/ hNMR_P[f,4]/ Angle[f,5]/ Target[s,6]/ Target_Mass[f,7]/ hpartmass[f,8]/ Raster[s,9]/ Collimator[s,10]/ TFE[f,11]/ Ps1[f,12]/ Ps2[f,13]/ Ps3[f,14]/ Ps4[f,15]/ Ps5[f,16]/ Ps6[f,17]/ hms_xMisPoint[f,18]/ hms_yMisPoint[f,19]/ hms_xBPM[f,20]/ hms_yBPM[f,21]/ 
1149 0.8948 2.309 2.309 2.3091 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21459 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.13048 -0.084178 
1150 0.8852 2.284 2.284 2.2931 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21467 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.127898 -0.095152 
1151 0.8755 2.259 2.259 2.2589 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21469 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.128218 -0.095471 
1152 0.8659 2.234 2.234 2.2338 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21472 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.123629 -0.092467 
1153 0.857 2.211 2.211 2.2109 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21468 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.12719 -0.090659 
1154 0.8478 2.187 2.187 2.1868 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21471 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.133593 -0.092665 
1157 0.8304 2.142 2.142 2.165 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21458 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.129255 -0.106705 
1158 0.8304 2.1206 2.142 2.1419 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21468 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.116333 -0.087844 
1159 0.8219 2.12 2.12 2.12 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21437 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.092285 -0.125448 
1160 0.8138 2.099 2.099 2.0989 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21429 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.081173 -0.1432 
1161 0.8057 2.078 2.078 2.0779 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21444 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.09007 -0.137639 
1162 0.7976 2.057 2.057 2.0568 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21438 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.128301 -0.095129 
1163 0.7899 2.037 2.037 2.0368 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21425 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.116961 -0.087025 
1164 0.7822 2.017 2.017 2.0168 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.2143 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.129074 -0.093486 
1165 0.7749 1.998 1.998 1.9978 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21431 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.120024 -0.088613 
1166 0.7676 1.979 1.979 1.9788 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.2143 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.129093 -0.093487 
1167 0.7602 1.96 1.96 1.9597 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21446 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.128397 -0.094828 
1168 0.7533 1.942 1.942 1.9419 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21449 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.129094 -0.095364 
1169 0.7463 1.924 1.924 1.924 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21439 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.12708 -0.094855 
1170 0.7373 1.8968 1.9007 1.9059 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21443 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.126584 -0.093341 
1171 0.7328 1.889 1.889 1.8889 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21442 1 -1 -1 -1 -1 -1 0.14277 0.07225 -0.124878 -0.09261 
1272 2.055 2.055 2.055 2.055 15.002 LH2 1.00794 0.00051099 3x3 Pion 2.21473 17 -1 -1 -1 -1 -1 0.135 0.079 -0.121598 -0.137984 
1329 5.205 5.205 5.205 5.205 15.01 LH2 1.00794 0.00051099 2x2 Pion 6.40354 1 -1 -1 -1 -1 -1 0.135 0.079 -0.127777 -0.144432 
1553 6.2 6.1999 6.1999 6.1421 20.995 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5982 1 -1 -1 -1 -1 -1 0.10932 0.115 -0.167384 -0.130102 
1554 6.2 6.1999 6.1999 6.1421 20.995 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5981 -1 1 -1 -1 -1 -1 0.10932 0.115 -0.167697 -0.127156 
