#! Run[i,0]/ sHB_P[f,1]/ sQ1_P[f,2]/ sQ2_P[f,3]/ sQ3_P[f,4]/ sD_P[f,5]/ Angle[f,6]/ Target[s,7]/ Target_Mass[f,8]/ ppartmass[f,9]/ Raster[s,10]/ Collimator[s,11]/ TFE[f,12]/ Ps1[f,13]/ Ps2[f,14]/ Ps3[f,15]/ Ps4[f,16]/ Ps5[f,17]/ Ps6[f,18]/ shms_xMisPoint[f,19]/ shms_yMisPoint[f,20]/ shms_xBPM[f,21]/ shms_yBPM[f,22]/ 
1689 2.177 2.177 2.177 2.1771 2.177 7.449 LH2 1.00794 0.00051099 3x3 Coll 2.21474 5 -1 -1 -1 -1 -1 -0.126 -0.06 -0.127798 -0.120078 
1691 2.177 2.177 2.177 2.1771 2.177 7.449 LH2 1.00794 0.00051099 3x3 Coll 2.21474 5 -1 -1 -1 -1 -1 -0.126 -0.06 -0.120734 -0.138765 
1793 6.017 6.0174 6.017 6.0707 6.017 7.985 LH2 1.00794 0.00051099 2x2 Coll 6.40341 65 -1 -1 -1 -1 -1 -0.126 -0.06 -0.128122 -0.145231 
2071 5.074 5.0743 5.074 5.1066 5.074 16.023 LH2 1.00794 0.00051099 2x2 Coll 6.40425 1 -1 -1 -1 -1 -1 -0.126 -0.06 -0.127251 -0.143946 
2072 5.074 5.0743 5.074 5.1066 5.074 16.023 LH2 1.00794 0.00051099 2x2 Coll 6.40424 65 -1 -1 -1 -1 -1 -0.126 -0.06 -0.127052 -0.145007 
2073 4.522 4.5224 4.522 4.5445 4.522 20.032 LH2 1.00794 0.00051099 2x2 Coll 6.40426 65 -1 -1 -1 -1 -1 -0.126 -0.06 -0.088155 -0.189239 
2074 4.522 4.5224 4.522 4.5445 4.522 20.032 LH2 1.00794 0.00051099 2x2 Coll 6.40427 9 -1 -1 -1 -1 -1 -0.126 -0.06 -0.122232 -0.151198 
2085 3.349 3.3492 3.349 3.3561 3.349 30.059 LH2 1.00794 0.00051099 2x2 Coll 6.40438 -1 -1 1 -1 -1 -1 -0.126 -0.06 -0.128397 -0.144705 
2086 3.349 3.3492 3.349 3.3561 3.349 30.059 LH2 1.00794 0.00051099 2x2 Coll 6.40438 1 -1 -1 -1 -1 -1 -0.126 -0.06 -0.127612 -0.145015 
2087 2.869 2.8691 2.869 2.8723 2.869 35.046 LH2 1.00794 0.00051099 2x2 Coll 6.40437 1 -1 -1 -1 -1 -1 -0.126 -0.06 -0.128551 -0.145432 
2088 2.869 2.8691 2.869 2.8723 2.869 35.046 LH2 1.00794 0.00051099 2x2 Coll 6.40438 -1 1 -1 -1 -1 -1 -0.126 -0.06 -0.126644 -0.146187 
2221 4.811 7.2674 4.7763 5.2395 4.8659 24.995 LH2 1.00794 0.00051099 2x2 Coll 6.40501 1 -1 -1 -1 -1 -1 -0.126 -0.06 -0.147739 -0.194985 
2222 3.911 3.9113 3.911 3.9244 3.911 24.995 LH2 1.00794 0.00051099 2x2 Coll 6.40498 1 -1 -1 -1 -1 -1 -0.126 -0.06 -0.147671 -0.19507 
2223 3.911 3.9113 3.911 3.9244 3.911 24.995 LH2 1.00794 0.00051099 2x2 Coll 6.40498 1 -1 -1 -1 -1 -1 -0.126 -0.06 -0.147804 -0.195213 
2228 3.911 3.9113 3.911 3.9244 3.911 24.995 LH2 1.00794 0.00051099 2x2 Centered_Sieve 6.40459 1 -1 -1 -1 -1 -1 -0.126 -0.06 -0.147759 -0.192077 
2229 3.911 3.9113 3.911 3.9244 3.911 24.995 LH2 1.00794 0.00051099 2x2 Centered_Sieve 6.40466 -1 1 -1 -1 -1 -1 -0.126 -0.06 -0.145459 -0.19399 
2230 3.6 3.6003 3.6 3.6097 3.6 24.995 LH2 1.00794 0.00051099 2x2 Coll 6.4047 None None None None None None None None None None 
2231 3.349 3.3492 3.349 3.3561 3.349 24.995 LH2 1.00794 0.00051099 2x2 Coll 6.40473 -1 1 -1 -1 -1 -1 -0.126 -0.06 -0.147671 -0.195627 
2475 5.1 5.1002 5.1 5.1331 5.1 21.035 LH2 1.00794 0.00051099 2x2 Coll 10.5981 1 -1 -1 -1 -1 -1 -0.126 -0.06 -0.167712 -0.129759 
2476 5.1 5.1002 5.1 5.1331 5.1 21.035 LH2 1.00794 0.00051099 2x2 Coll 10.5981 -1 1 -1 -1 -1 -1 -0.126 -0.06 -0.167332 -0.128292 
2477 5.1 5.1002 5.1 5.1331 5.1 21.035 LH2 1.00794 0.00051099 2x2 Coll 10.5981 -1 1 -1 -1 -1 -1 -0.126 -0.06 -0.167882 -0.128136 
