#! Run[i,0]/ hQ1_P[f,1]/ hQ2_P[f,2]/ hQ3_P[f,3]/ hNMR_P[f,4]/ sHB_P[f,5]/ sQ1_P[f,6]/ sQ2_P[f,7]/ sQ3_P[f,8]/ sD_P[f,9]/ hms_Angle[f,10]/ shms_Angle[f,11]/ hms_Collimator[s,12]/ shms_Collimator[s,13]/ Target[s,14]/ Target_Mass[f,15]/ hpartmass[f,16]/ ppartmass[f,17]/ Raster[s,18]/ TFE[f,19]/ Ps1[f,20]/ Ps2[f,21]/ Ps3[f,22]/ Ps4[f,23]/ Ps5[f,24]/ Ps6[f,25]/ hms_xMisPoint[f,26]/ hms_yMisPoint[f,27]/ shms_xMisPoint[f,28]/ shms_yMisPoint[f,29]/ hms_xBPM[f,30]/ hms_yBPM[f,31]/ shms_xBPM[f,32]/ shms_yBPM[f,33]/ 
2280 5.539 5.539 5.539 5.5214 5.925 5.9253 5.925 5.9764 5.925 23.189 21.625 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5979 -1 -1 -1 -1 -1 1 0.102111 0.131695 -0.126 -0.06 -0.167765 -0.145504 -0.167765 -0.145504 
2281 5.539 5.539 5.539 5.5214 5.925 5.9253 5.925 5.9764 5.925 23.189 21.625 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5977 -1 -1 -1 -1 -1 1 0.102111 0.131695 -0.126 -0.06 -0.168183 -0.145169 -0.168183 -0.145169 
2282 2.982 2.982 4.8195 2.9819 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5977 1 -1 -1 -1 -1 -1 0.084342 0.313448 -0.126 -0.06 -0.167667 -0.145083 -0.167667 -0.145083 
2283 2.982 2.982 2.982 2.9819 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5977 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.167723 -0.148716 -0.167723 -0.148716 
2397 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5979 257 -1 -1 1 -1 -1 0.084342 0.313448 -0.126 -0.06 -0.166658 -0.143866 -0.166658 -0.143866 
2404 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.598 257 -1 -1 1 -1 -1 0.084342 0.313448 -0.126 -0.06 -0.164764 -0.159035 -0.164764 -0.159035 
2405 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5978 257 -1 -1 1 -1 -1 0.084342 0.313448 -0.126 -0.06 -0.166401 -0.146944 -0.166401 -0.146944 
2406 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5982 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.164598 -0.155175 -0.164598 -0.155175 
2407 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5983 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.166949 -0.147312 -0.166949 -0.147312 
2408 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5982 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.167755 -0.145509 -0.167755 -0.145509 
2409 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5983 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.167598 -0.147603 -0.167598 -0.147603 
2410 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5982 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.166751 -0.14629 -0.166751 -0.14629 
2411 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5981 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.167514 -0.145289 -0.167514 -0.145289 
2412 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5981 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.169429 -0.15807 -0.169429 -0.15807 
2414 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5982 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.168331 -0.147634 -0.168331 -0.147634 
2415 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5982 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.16718 -0.146637 -0.16718 -0.146637 
2416 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5982 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.167368 -0.145807 -0.167368 -0.145807 
2417 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5982 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.166344 -0.144393 -0.166344 -0.144393 
2418 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5981 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.167777 -0.145701 -0.167777 -0.145701 
2419 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5981 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.165514 -0.152178 -0.165514 -0.152178 
2420 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5976 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.16912 -0.145486 -0.16912 -0.145486 
2421 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5979 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.167674 -0.145695 -0.167674 -0.145695 
2423 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5978 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.167572 -0.144611 -0.167572 -0.144611 
2424 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.598 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.167744 -0.144755 -0.167744 -0.144755 
2425 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5981 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.168046 -0.145026 -0.168046 -0.145026 
2426 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5978 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.16791 -0.145132 -0.16791 -0.145132 
2427 2.982 2.982 2.982 2.982 8.505 8.5673 8.505 8.6331 8.505 39.28 12.799 Large_Coll Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5979 -1 -1 -1 -1 -1 1 0.084342 0.313448 -0.126 -0.06 -0.167635 -0.144846 -0.167635 -0.144846 
