#! Run[i,0]/ hQ1_P[f,1]/ hQ2_P[f,2]/ hQ3_P[f,3]/ hNMR_P[f,4]/ sHB_P[f,5]/ sQ1_P[f,6]/ sQ2_P[f,7]/ sQ3_P[f,8]/ sD_P[f,9]/ hms_Angle[f,10]/ shms_Angle[f,11]/ hms_Collimator[s,12]/ shms_Collimator[s,13]/ Target[s,14]/ Target_Mass[f,15]/ hpartmass[f,16]/ ppartmass[f,17]/ Raster[s,18]/ TFE[f,19]/ Ps1[f,20]/ Ps2[f,21]/ Ps3[f,22]/ Ps4[f,23]/ Ps5[f,24]/ Ps6[f,25]/ hms_xMisPoint[f,26]/ hms_yMisPoint[f,27]/ shms_xMisPoint[f,28]/ shms_yMisPoint[f,29]/ hms_xBPM[f,30]/ hms_yBPM[f,31]/ shms_xBPM[f,32]/ shms_yBPM[f,33]/ 
1719 1.136 1.136 1.136 1.136 1.555 1.555 1.555 1.554 1.555 47.915 29.995 Pion Coll LH2 1.00794 0.938272 0.00051099 3x3 2.21452 1 -1 -1 1 -1 1 0.100389 0.324 -0.126 -0.06 0.036876 -0.078175 0.036876 -0.078175 
1722 0.936 0.936 0.936 0.936 2.012 2.012 2.012 2.0117 2.012 65.109 24.995 Pion Coll LH2 1.00794 0.00051099 0.938272 3x3 2.21421 1 -1 -1 1 -1 1 0.107 0.324 -0.126 -0.06 0.033084 -0.086484 0.033084 -0.086484 
1851 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.938272 0.00051099 2x2 6.40461 -1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.128724 -0.145047 -0.128724 -0.145047 
1852 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.938272 0.00051099 2x2 6.4046 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.128151 -0.144994 -0.128151 -0.144994 
1853 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.938272 0.00051099 2x2 6.40459 513 -1 -1 33 -1 1 0.09125 0.17025 -0.126 -0.06 -0.128036 -0.145178 -0.128036 -0.145178 
1854 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.938272 0.00051099 2x2 6.4046 513 -1 -1 33 -1 1 0.09125 0.17025 -0.126 -0.06 -0.128305 -0.145223 -0.128305 -0.145223 
1855 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40461 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.129562 -0.145288 -0.129562 -0.145288 
1857 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40466 -1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.125018 -0.145251 -0.125018 -0.145251 
1858 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.4046 1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.129274 -0.144499 -0.129274 -0.144499 
1859 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40457 1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.127681 -0.14535 -0.127681 -0.14535 
1860 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40459 1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.12841 -0.15045 -0.12841 -0.15045 
1861 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40459 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.128953 -0.144662 -0.128953 -0.144662 
1862 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40459 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.128159 -0.145183 -0.128159 -0.145183 
1863 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.938272 0.00051099 2x2 6.40459 17 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.128157 -0.145733 -0.128157 -0.145733 
1864 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.938272 0.00051099 2x2 6.40462 513 -1 -1 33 -1 1 0.09125 0.17025 -0.126 -0.06 -0.128587 -0.145255 -0.128587 -0.145255 
1865 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40459 1025 -1 -1 257 -1 1 0.09125 0.17025 -0.126 -0.06 -0.128083 -0.14556 -0.128083 -0.14556 
1866 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40459 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.128312 -0.14515 -0.128312 -0.14515 
1867 3.609 3.609 3.609 3.6196 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40461 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.128032 -0.144946 -0.128032 -0.144946 
1868 3.609 3.609 3.609 3.6112 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40459 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.127756 -0.144689 -0.127756 -0.144689 
1869 3.609 3.609 3.609 3.6112 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40458 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.127157 -0.145225 -0.127157 -0.145225 
1870 3.609 3.609 3.609 3.619 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40439 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 0.0 0.0 0.0 0.0 
1871 3.609 3.609 3.609 3.6096 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40459 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.126801 -0.145256 -0.126801 -0.145256 
1872 3.609 3.609 3.609 3.6096 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40457 -1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.126651 -0.145251 -0.126651 -0.145251 
1873 3.609 3.609 3.609 3.6096 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Sieve Coll LH2 1.00794 0.00051099 0.938272 2x2 6.4046 -1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.127395 -0.145523 -0.127395 -0.145523 
1874 3.609 3.609 3.609 3.6096 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Sieve Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40453 -1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.127693 -0.145381 -0.127693 -0.145381 
1875 3.609 3.609 3.609 3.6096 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Sieve Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40452 -1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.126057 -0.145097 -0.126057 -0.145097 
1876 3.609 3.609 3.609 3.6096 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40452 -1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.126949 -0.145162 -0.126949 -0.145162 
1877 3.609 3.609 3.609 3.6096 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40453 17 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.127207 -0.145264 -0.127207 -0.145264 
1878 3.609 3.609 3.609 3.6096 3.609 3.6093 3.609 3.6188 3.609 27.511 27.62 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40453 17 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.118961 -0.140752 -0.118961 -0.140752 
1879 3.609 3.609 3.609 3.6096 3.609 3.6093 3.609 3.6188 3.609 27.511 27.62 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40463 2 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.12372 -0.143652 -0.12372 -0.143652 
1880 3.609 3.609 3.609 3.6096 3.609 3.6093 3.609 3.6188 3.609 27.511 27.62 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40467 2 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.127968 -0.145195 -0.127968 -0.145195 
1881 3.609 3.609 3.609 3.6096 3.609 3.6093 3.609 3.6188 3.609 27.511 27.62 Sieve Coll LH2 1.00794 0.00051099 0.938272 2x2 6.4046 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.127815 -0.145491 -0.127815 -0.145491 
1882 3.609 3.609 3.609 3.6096 3.609 3.6093 3.609 3.6188 3.609 27.511 27.62 Sieve Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40463 2 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.127849 -0.145266 -0.127849 -0.145266 
1883 3.609 3.609 3.609 3.6096 3.609 3.6093 3.609 3.6188 3.609 27.511 27.62 Sieve Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40426 3 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 -0.127361 -0.147595 -0.127361 -0.147595 
1894 3.6 0.1956 3.5999 3.6009 3.6 3.6003 3.6 3.6097 3.6 27.511 27.615 Pion Coll LH2 1.00794 0.938272 0.00051099 2x2 6.40467 3 -1 -1 -1 -1 1 0.09117 0.170642 -0.126 -0.06 -0.127705 -0.144751 -0.127705 -0.144751 
1895 3.6 5.3627 3.5999 3.6 3.6 3.6003 3.6 3.6097 3.6 27.511 27.615 Pion Coll LH2 1.00794 0.938272 0.00051099 2x2 6.40465 3 -1 -1 -1 -1 -1 0.09117 0.170642 -0.126 -0.06 -0.129145 -0.14529 -0.129145 -0.14529 
1897 3.6 5.489 3.5999 3.6 3.6 3.6003 3.6 3.6097 3.6 27.511 27.615 Pion Coll LH2 1.00794 0.938272 0.00051099 2x2 6.40473 3 -1 -1 -1 -1 -1 0.09117 0.170642 -0.126 -0.06 -0.127679 -0.144521 -0.127679 -0.144521 
1898 3.6 3.6 3.5999 3.6 3.6 3.6003 3.6 3.6097 3.6 27.511 27.615 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40474 1 -1 -1 -1 -1 -1 0.09117 0.170642 -0.126 -0.06 -0.127376 -0.144923 -0.127376 -0.144923 
1900 3.6 3.6 3.5999 3.6 3.6 3.6003 3.6 3.6097 3.6 27.511 27.615 Pion Coll LH2 1.00794 0.938272 0.00051099 2x2 6.40471 -1 -1 -1 -1 -1 1 0.09117 0.170642 -0.126 -0.06 -0.127497 -0.146102 -0.127497 -0.146102 
1901 3.6 3.6 3.5999 3.6 3.6 3.6003 3.6 3.6097 3.6 27.511 27.615 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.4047 -1 -1 -1 -1 -1 1 0.09117 0.170642 -0.126 -0.06 -0.128483 -0.145446 -0.128483 -0.145446 
1920 4.284 4.284 4.284 4.3139 2.925 2.9253 2.925 2.9287 2.925 22.009 33.078 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40473 -1 -1 -1 -1 -1 1 0.105847 0.122476 -0.126 -0.06 -0.127872 -0.145392 -0.127872 -0.145392 
1929 2.869 2.869 2.869 2.8714 4.38 4.3804 4.38 4.4002 4.38 35.0 22.049 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40483 -1 -1 -1 -1 -1 1 0.083 0.255 -0.126 -0.06 -0.127951 -0.145346 -0.127951 -0.145346 
1951 1.864 1.864 1.864 1.864 5.41 5.4101 5.41 5.4496 5.41 50.002 15.38 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40481 -1 -1 -1 -1 -1 1 0.107 0.324 -0.126 -0.06 -0.127541 -0.143152 -0.127541 -0.143152 
1952 1.864 1.864 1.864 1.864 5.41 5.4101 5.41 5.4496 5.41 50.002 15.38 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40484 -1 -1 -1 -1 -1 1 0.107 0.324 -0.126 -0.06 -0.096952 -0.119757 -0.096952 -0.119757 
2023 2.131 2.131 2.131 2.131 5.112 5.1123 5.112 5.1453 5.112 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.4049 -1 -1 -1 -1 -1 1 0.093221 0.324 -0.126 -0.06 -0.126613 -0.148819 -0.126613 -0.148819 
2024 2.131 2.131 2.131 2.131 5.112 5.1123 5.112 5.1453 5.112 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40493 -1 -1 -1 -1 -1 1 0.093221 0.324 -0.126 -0.06 -0.127807 -0.146308 -0.127807 -0.146308 
2045 2.131 2.131 2.131 2.1395 5.122 5.1222 5.122 5.1555 5.122 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40385 -1 -1 -1 -1 -1 1 0.093243 0.324 -0.126 -0.06 -0.128046 -0.144846 -0.128046 -0.144846 
2046 2.131 2.131 2.131 2.131 5.122 5.1222 5.122 5.1555 5.122 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40383 -1 -1 -1 -1 -1 1 0.093243 0.324 -0.126 -0.06 -0.128123 -0.14508 -0.128123 -0.14508 
2047 2.131 2.131 2.131 2.131 5.122 5.1222 5.122 5.1555 5.122 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40375 -1 -1 -1 -1 -1 1 0.093243 0.324 -0.126 -0.06 -0.127396 -0.145793 -0.127396 -0.145793 
2048 2.131 2.131 2.131 2.131 5.122 5.1222 5.122 5.1555 5.122 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40378 -1 -1 -1 -1 -1 1 0.093243 0.324 -0.126 -0.06 -0.127578 -0.145999 -0.127578 -0.145999 
2049 2.131 2.131 2.131 2.131 5.122 5.1222 5.122 5.1555 5.122 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40376 1 -1 -1 1 -1 -1 0.093243 0.324 -0.126 -0.06 -0.127814 -0.14565 -0.127814 -0.14565 
2050 2.131 2.131 2.131 2.131 5.122 5.1222 5.122 5.1555 5.122 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40379 -1 -1 -1 -1 -1 1 0.093243 0.324 -0.126 -0.06 -0.127786 -0.145464 -0.127786 -0.145464 
2051 2.131 2.131 2.131 2.131 5.122 5.1222 5.122 5.1555 5.122 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40398 -1 -1 -1 -1 -1 1 0.093243 0.324 -0.126 -0.06 -0.127804 -0.145386 -0.127804 -0.145386 
2052 2.131 2.131 2.131 2.131 5.122 5.1222 5.122 5.1555 5.122 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40403 -1 -1 -1 -1 -1 1 0.093243 0.324 -0.126 -0.06 -0.128835 -0.145014 -0.128835 -0.145014 
2053 2.131 2.131 2.131 2.131 5.122 5.1222 5.122 5.1555 5.122 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40388 -1 -1 -1 -1 -1 1 0.093243 0.324 -0.126 -0.06 -0.125001 -0.147327 -0.125001 -0.147327 
2054 2.131 2.131 2.131 2.131 5.122 5.1222 5.122 5.1555 5.122 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40404 -1 -1 -1 -1 -1 1 0.093243 0.324 -0.126 -0.06 -0.127774 -0.1456 -0.127774 -0.1456 
2058 2.131 2.131 2.131 2.131 5.122 5.1222 5.122 5.1555 5.122 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40428 1 -1 -1 1 -1 -1 0.093243 0.324 -0.126 -0.06 -0.127429 -0.145245 -0.127429 -0.145245 
2059 2.131 2.131 2.131 2.131 5.122 5.1222 5.122 5.1555 5.122 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40425 -1 -1 -1 -1 -1 1 0.093243 0.324 -0.126 -0.06 -0.127053 -0.144758 -0.127053 -0.144758 
2060 2.131 2.131 2.131 2.131 5.122 5.1222 5.122 5.1555 5.122 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40384 -1 -1 -1 -1 -1 1 0.093243 0.324 -0.126 -0.06 -0.127829 -0.144979 -0.127829 -0.144979 
2066 2.131 2.131 2.131 2.131 5.122 5.1222 5.122 5.1555 5.122 45.109 17.119 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 6.40432 -1 -1 -1 -1 -1 1 0.093243 0.324 -0.126 -0.06 -0.127124 -0.148011 -0.127124 -0.148011 
2278 5.539 5.539 5.539 5.5264 5.925 5.9253 5.925 5.9764 5.925 23.189 21.625 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5997 -1 -1 -1 -1 -1 1 0.102111 0.131695 -0.126 -0.06 -0.16749 -0.143151 -0.16749 -0.143151 
2279 5.539 5.539 5.539 5.5214 5.925 5.9253 5.925 5.9764 5.925 23.189 21.625 Pion Coll LH2 1.00794 0.00051099 0.938272 2x2 10.5979 -1 -1 -1 -1 -1 1 0.102111 0.131695 -0.126 -0.06 -0.167807 -0.147834 -0.167807 -0.147834 
