# average kinematics results
# averaged kinematic varibles used as input to calculate the averaged 
# kinematics: Ei, omega, th_e, pf # variables with _mc attached are from histograms not calculated
# phei: hor. angle of scattered electron in lab coord system (see MCEEP doc.) 
# thei: vert. angle of scattered electron in lab coord system (see MCEEP doc.) 
# phpi: hor. angle of ejected hadron in lab coord system (see MCEEP doc.) 
# thpi: vert. angle of ejected hadron in lab coord system (see MCEEP doc.) 
#! th_nq_mc[0]/ th_nq_calc[1]/ pm[2]/ Ei[3]/ omega[4]/ th_e[5]/ q_lab[6]/ pf[7]/ pm_mc[8]/ q_mc[9]/ th_pq_cm[10]/ beta_cm[11]/ phi[12]/ cos_phi[13]/ cos_2phi[14]/ Q^2[15]/ sin_phi[16]/ phei[17]/ thei[18]/ phpi[19]/ thpi[20]/ 
92.5 94.501 214.395 5008.55 2155.03 29.6316 2895.22 2919.88 214.395 2895.22 11.8441 0.718303 173.05 -0.375765 -0.643612 3.73815e+06 0.097167 47.421 0.562621 -49.5144 0.0603088
97.5 98.4262 202.878 5008.55 2171.63 29.6194 2903.34 2939.93 202.878 2903.34 11.0004 0.717363 177.091 -0.501896 -0.394024 3.71342e+06 0.0375761 0.87915 0.00525945 -0.919924 -0.00104538
102.5 102.949 199.748 5008.55 2197.9 29.6164 2917.03 2968.18 199.748 2917.03 10.5072 0.716097 180.343 -0.684058 0.0503928 3.6783e+06 -0.00682422 0.17996 0.000249716 -0.189 -0.000428322
107.5 107.653 199.115 5008.55 2218.38 29.5062 2923.39 2989.79 199.115 2923.39 10.0935 0.714067 180.687 -0.785359 0.32045 3.62497e+06 -0.0110024 0.0824284 1.24084e-05 -0.0864925 -0.000129748
112.5 112.457 198.604 5008.55 2231.41 29.302 2922.08 3003.56 198.604 2922.08 9.64259 0.711483 181.331 -0.836298 0.461765 3.55935e+06 -0.0206993 0.0615505 -6.58881e-05 -0.0644762 -8.86226e-05
117.5 117.319 197.715 5008.55 2238.99 29.0447 2915.81 3011.68 197.715 2915.81 9.13056 0.708651 181.821 -0.869563 0.557509 3.48892e+06 -0.0282127 0.0645306 -9.58699e-05 -0.0675483 -0.000110245
122.5 122.233 196.746 5008.55 2242.6 28.7539 2906.15 3015.68 196.746 2906.15 8.57113 0.705681 181.982 -0.892916 0.626009 3.41642e+06 -0.0315177 0.0933633 -0.000177471 -0.0977379 -0.000130601
127.5 127.124 194.652 5008.55 2244.61 28.4904 2896.76 3018.23 194.652 2896.76 7.93249 0.703058 181.677 -0.918674 0.706284 3.35293e+06 -0.0270588 0.182645 -0.000311 -0.191076 -0.000168462
132.5 131.85 189.282 5008.55 2241.27 28.2743 2886.27 3015.85 189.282 2886.27 7.17875 0.701082 181.19 -0.943406 0.789392 3.30728e+06 -0.0196654 0.659103 -0.000741886 -0.689075 -0.000393407
137.5 136.154 183.622 5008.55 2236.79 28.1102 2877.2 3012.32 183.622 2877.2 6.46332 0.69964 181.316 -0.96893 0.880798 3.27507e+06 -0.0222941 8.82081 -0.0219386 -9.21285 0.00599611
