#This file contains combined (averaged) Reduced Xsec
#Red Xsec Units: MeV^-3
#!thnq_bin[f,2]/   pm_bin[f,3]/   red_pwiaXsec_theory[f,4]/    red_fsiXsec_theory[f,5]/
35.000000   0.020000   7.218048743894e-07   6.963088016321e-07
35.000000   0.060000   1.856286164048e-07   1.751176727775e-07
35.000000   0.100000   4.085680731714e-08   3.735195960387e-08
35.000000   0.140000   1.050257878530e-08   9.361494892014e-09
35.000000   0.180000   3.343550094997e-09   2.887347666314e-09
35.000000   0.220000   1.204826305613e-09   1.005831398401e-09
35.000000   0.260000   4.967939944895e-10   4.094969760184e-10
35.000000   0.300000   2.353871496268e-10   2.002422579646e-10
35.000000   0.340000   1.283826292407e-10   1.119272068546e-10
35.000000   0.380000   7.334281858451e-11   6.469580779637e-11
35.000000   0.420000   5.256102009801e-11   4.686424761976e-11
35.000000   0.460000   3.929301084430e-11   3.584059575797e-11
35.000000   0.500000   2.902025030815e-11   2.567439629218e-11
35.000000   0.540000   2.241532968437e-11   1.922729677340e-11
35.000000   0.580000   1.732445864678e-11   1.467758281933e-11
35.000000   0.620000   1.322747091505e-11   1.091403511761e-11
35.000000   0.660000   9.986093017532e-12   7.985375154924e-12
35.000000   0.700000   7.460850477410e-12   5.884807164334e-12
35.000000   0.740000   5.520994521497e-12   4.265891550514e-12
35.000000   0.780000   4.028676358343e-12   3.010242860850e-12
35.000000   0.820000   2.907960379164e-12   2.130482528440e-12
35.000000   0.860000   2.072702765606e-12   1.502159291194e-12
35.000000   0.900000   1.457985811343e-12   1.055586792392e-12
35.000000   0.940000   1.008865571683e-12   7.365688784692e-13
35.000000   0.980000   6.868471383271e-13   5.199411283656e-13
35.000000   1.020000   4.597503729400e-13   3.810202342069e-13
35.000000   1.060000   3.022525481917e-13   2.780850479604e-13
35.000000   1.100000   1.932430791437e-13   2.056872376450e-13
35.000000   1.140000   1.214043908804e-13   1.551935914925e-13
35.000000   1.180000   7.771760477961e-14   1.207744176380e-13
