#This file contains combined (averaged) Reduced Xsec
#Red Xsec Units: MeV^-3
#!thnq_bin[f,2]/   pm_bin[f,3]/   red_pwiaXsec_theory[f,4]/    red_fsiXsec_theory[f,5]/
25.000000   0.020000   7.140051870214e-07   6.926544257297e-07
25.000000   0.060000   1.836819567736e-07   1.750418832288e-07
25.000000   0.100000   4.127102718960e-08   3.842352921325e-08
25.000000   0.140000   1.103217248110e-08   9.951740964952e-09
25.000000   0.180000   3.528390454522e-09   3.128313968664e-09
25.000000   0.220000   1.278511461501e-09   1.112622540487e-09
25.000000   0.260000   5.304612579371e-10   4.593608003250e-10
25.000000   0.300000   2.527577549449e-10   2.215406836093e-10
25.000000   0.340000   1.408129585912e-10   1.251919323888e-10
25.000000   0.380000   7.937726356962e-11   7.077080744364e-11
25.000000   0.420000   5.521683218776e-11   4.806530971738e-11
25.000000   0.460000   4.273026317398e-11   3.750857520756e-11
25.000000   0.500000   3.134265951532e-11   2.757262692789e-11
25.000000   0.540000   2.483845957386e-11   2.213202550497e-11
25.000000   0.580000   1.952771523183e-11   1.709785382080e-11
25.000000   0.620000   1.515278970007e-11   1.335643279291e-11
25.000000   0.660000   1.167225935995e-11   1.014794423834e-11
25.000000   0.700000   8.886080181825e-12   7.821491708747e-12
25.000000   0.740000   6.689264276964e-12   5.576341630279e-12
25.000000   0.780000   4.976624707125e-12   3.814273434654e-12
25.000000   0.820000   3.642218470541e-12   2.842666583730e-12
25.000000   0.860000   2.622474659745e-12   2.016573810359e-12
25.000000   0.900000   1.864649932434e-12   1.505440669684e-12
25.000000   0.940000   1.302274810622e-12   1.001966198917e-12
25.000000   0.980000   9.116642255720e-13   7.363653797002e-13
25.000000   1.020000   6.078925375595e-13   5.217816713030e-13
25.000000   1.060000   4.056741529784e-13   2.116896492690e-13
25.000000   1.100000   2.648235823723e-13   1.531857377653e-13
25.000000   1.140000   1.698449737545e-13   1.221787900150e-13
25.000000   1.180000   1.067005040994e-13   1.055735172749e-13
