#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  Ksigcc1[f,4]/   pwiaXsec_theory[f,5]/    fsiXsec_theory[f,6]/   red_pwiaXsec_theory[f,7]/    red_fsiXsec_theory[f,8]/   setting[s,9]/
4   1   35.000000   0.020000   2375.212472  1.714439940000e-03   1.653881350000e-03    7.218048743894e-07   6.963088016321e-07   80
4   2   35.000000   0.060000   2208.504852  4.099617000000e-04   3.867482300000e-04    1.856286164048e-07   1.751176727775e-07   80
4   3   35.000000   0.100000   1953.318706  7.980636600000e-05   7.296028140000e-05    4.085680731714e-08   3.735195960387e-08   80
4   4   35.000000   0.140000   1686.923294  1.771704480000e-05   1.579212380000e-05    1.050257878530e-08   9.361494892014e-09   80
4   5   35.000000   0.180000   1485.022081  4.965245720000e-06   4.287775040000e-06    3.343550094997e-09   2.887347666314e-09   80
4   6   35.000000   0.220000   1343.873538  1.619134190000e-06   1.351710200000e-06    1.204826305613e-09   1.005831398401e-09   80
4   7   35.000000   0.260000   1223.910872  6.080315710000e-07   5.011878010000e-07    4.967939944895e-10   4.094969760184e-10   80
4   8   35.000000   0.300000   1119.415828  2.634961010000e-07   2.241543530000e-07    2.353871496268e-10   2.002422579646e-10   80
4   9   35.000000   0.340000   1032.536121  1.325597020000e-07   1.155688840000e-07    1.283826292407e-10   1.119272068546e-10   80
4   10   35.000000   0.380000   965.055899  7.754104580000e-08   6.968440120000e-08    8.034876102032e-11   7.220763198506e-11   80
4   10   35.000000   0.380000   4864.169069  3.398778140000e-07   2.968892160000e-07    6.987376655267e-11   6.103595738317e-11   580_set1
4   10   35.000000   0.380000   4810.673402  3.358135220000e-07   2.926998140000e-07    6.980592818053e-11   6.084383402089e-11   580_set2
4   11   35.000000   0.420000   919.194039  5.024686080000e-08   4.598581050000e-08    5.466404117967e-11   5.002840374164e-11   80
4   11   35.000000   0.420000   4304.787962  2.228560300000e-07   1.952686760000e-07    5.176933962073e-11   4.536081166453e-11   580_set1
4   11   35.000000   0.420000   4276.974318  2.191935630000e-07   1.933343260000e-07    5.124967949363e-11   4.520352745312e-11   580_set2
4   12   35.000000   0.460000   888.694047  3.517136350000e-08   3.301661460000e-08    3.957645898353e-11   3.715183500042e-11   80
4   12   35.000000   0.460000   3956.561448  1.549183730000e-07   1.375304310000e-07    3.915480020620e-11   3.476008974144e-11   580_set2
4   12   35.000000   0.460000   3945.727223  1.544664350000e-07   1.405068040000e-07    3.914777334318e-11   3.560986253205e-11   580_set1
4   13   35.000000   0.500000   859.045893  2.581378260000e-08   2.457804980000e-08    3.004936384697e-11   2.861086933804e-11   80
4   13   35.000000   0.500000   3670.343665  1.099565030000e-07   9.550569210000e-08    2.995809467340e-11   2.602091270382e-11   580_set2
4   13   35.000000   0.500000   3671.352067  1.098450120000e-07   9.677820650000e-08    2.991949831980e-11   2.636037207379e-11   580_set1
4   13   35.000000   0.500000   4831.657803  1.370140610000e-07   1.187405440000e-07    2.835756723395e-11   2.457552849175e-11   750_set2
4   13   35.000000   0.500000   5057.193528  1.408991520000e-07   1.225469190000e-07    2.786113507816e-11   2.423219881175e-11   750_set3
4   13   35.000000   0.500000   4901.934876  1.371357590000e-07   1.188547460000e-07    2.797584269661e-11   2.424649633391e-11   750_set1
4   14   35.000000   0.540000   3374.901936  7.742545750000e-08   6.682313230000e-08    2.294154288577e-11   1.980002191684e-11   580_set2
4   14   35.000000   0.540000   3376.748535  7.742837070000e-08   6.656225770000e-08    2.292985986296e-11   1.971193798119e-11   580_set1
4   14   35.000000   0.540000   4466.850983  9.887101500000e-08   8.435913920000e-08    2.213438849343e-11   1.888559513650e-11   750_set3
4   14   35.000000   0.540000   4492.603485  9.900305420000e-08   8.470478650000e-08    2.203690010270e-11   1.885427609688e-11   750_set2
4   14   35.000000   0.540000   4487.039920  9.886724500000e-08   8.473619070000e-08    2.203395707699e-11   1.888465273561e-11   750_set1
4   15   35.000000   0.580000   3060.651541  5.367283520000e-08   4.551682250000e-08    1.753640833692e-11   1.487161210293e-11   580_set1
4   15   35.000000   0.580000   3064.990097  5.372520540000e-08   4.552488030000e-08    1.752867177372e-11   1.485319001342e-11   580_set2
4   15   35.000000   0.580000   4164.895712  7.159066200000e-08   6.054229660000e-08    1.718906473306e-11   1.453632954736e-11   750_set3
4   15   35.000000   0.580000   4151.889736  7.136023790000e-08   6.044254450000e-08    1.718741162157e-11   1.455783952447e-11   750_set2
4   15   35.000000   0.580000   4157.077427  7.142165300000e-08   6.056422370000e-08    1.718073676861e-11   1.456894290846e-11   750_set1
4   16   35.000000   0.620000   2744.395692  3.660395000000e-08   3.034736770000e-08    1.333770859162e-11   1.105794174960e-11   580_set1
4   16   35.000000   0.620000   2743.845739  3.660176320000e-08   3.010591680000e-08    1.333958490441e-11   1.097216085150e-11   580_set2
4   16   35.000000   0.620000   3899.030202  5.128696190000e-08   4.237456990000e-08    1.315377394966e-11   1.086797683133e-11   750_set1
4   16   35.000000   0.620000   3895.574461  5.125585940000e-08   4.226174950000e-08    1.315745852457e-11   1.084865657764e-11   750_set3
4   16   35.000000   0.620000   3900.099723  5.128174280000e-08   4.221249370000e-08    1.314882860497e-11   1.082343957798e-11   750_set2
4   17   35.000000   0.660000   2474.175767  2.491274480000e-08   1.987612810000e-08    1.006910872392e-11   8.033434150113e-12   580_set1
4   17   35.000000   0.660000   2476.768146  2.490914610000e-08   1.986001430000e-08    1.005711662605e-11   8.018519752070e-12   580_set2
4   17   35.000000   0.660000   3623.250277  3.603841740000e-08   2.893431110000e-08    9.946433352608e-12   7.985733495605e-12   750_set3
4   17   35.000000   0.660000   3627.079043  3.603221100000e-08   2.887446620000e-08    9.934222710018e-12   7.960804233292e-12   750_set1
4   17   35.000000   0.660000   3628.804581  3.601074590000e-08   2.877055670000e-08    9.923583675062e-12   7.928384143538e-12   750_set2
4   18   35.000000   0.700000   2262.298355  1.702973060000e-08   1.342964360000e-08    7.527623649799e-12   5.936283147764e-12   580_set2
4   18   35.000000   0.700000   2263.921036  1.703615490000e-08   1.337370090000e-08    7.525065860999e-12   5.907317740918e-12   580_set1
4   18   35.000000   0.700000   3359.581760  2.492196300000e-08   1.966436770000e-08    7.418174278932e-12   5.853218973305e-12   750_set1
4   18   35.000000   0.700000   3357.561423  2.491213010000e-08   1.967106760000e-08    7.419709414501e-12   5.858736482153e-12   750_set2
4   18   35.000000   0.700000   3351.628778  2.484790050000e-08   1.966896470000e-08    7.413679182820e-12   5.868479477532e-12   750_set3
4   19   35.000000   0.740000   2098.897366  1.168611740000e-08   9.124622680000e-09    5.567741228944e-12   4.347341050501e-12   580_set1
4   19   35.000000   0.740000   2104.513663  1.170612030000e-08   9.029408920000e-09    5.562387408458e-12   4.290496697051e-12   580_set2
4   19   35.000000   0.740000   3072.154446  1.687805540000e-08   1.299661580000e-08    5.493882451768e-12   4.230456517875e-12   750_set2
4   19   35.000000   0.740000   3073.205292  1.687736810000e-08   1.303210580000e-08    5.491780241279e-12   4.240558167046e-12   750_set3
4   19   35.000000   0.740000   3069.194776  1.684736650000e-08   1.295385980000e-08    5.489181277037e-12   4.220605320097e-12   750_set1
4   20   35.000000   0.780000   1985.240801  8.043223060000e-09   5.959829780000e-09    4.051510051551e-12   3.002068956571e-12   580_set2
4   20   35.000000   0.780000   1985.359317  8.036420680000e-09   5.967123430000e-09    4.047841925231e-12   3.005563465971e-12   580_set1
4   20   35.000000   0.780000   2803.156691  1.126464270000e-08   8.454876020000e-09    4.018556199932e-12   3.016198148019e-12   750_set1
4   20   35.000000   0.780000   2803.372978  1.125618720000e-08   8.456024340000e-09    4.015229970587e-12   3.016375061884e-12   750_set2
4   20   35.000000   0.780000   2801.440859  1.123446040000e-08   8.435162720000e-09    4.010243644412e-12   3.011008671806e-12   750_set3
4   21   35.000000   0.820000   1890.995838  5.508315750000e-09   4.078383560000e-09    2.912917965925e-12   2.156738517369e-12   580_set2
4   21   35.000000   0.820000   1888.273173  5.500230010000e-09   4.064762960000e-09    2.912835964969e-12   2.152635020251e-12   580_set1
4   21   35.000000   0.820000   2565.804231  7.460496390000e-09   5.457612220000e-09    2.907663920677e-12   2.127057144135e-12   750_set1
4   21   35.000000   0.820000   2567.441977  7.453780160000e-09   5.439736410000e-09    2.903193227646e-12   2.118737817147e-12   750_set2
4   21   35.000000   0.820000   2562.236198  7.438660600000e-09   5.373634860000e-09    2.903190816602e-12   2.097244143297e-12   750_set3
4   22   35.000000   0.860000   1813.578308  3.756939200000e-09   2.773668150000e-09    2.071561610231e-12   1.529389791312e-12   580_set2
4   22   35.000000   0.860000   1814.453171  3.755429990000e-09   2.761027310000e-09    2.069731007679e-12   1.521685626352e-12   580_set1
4   22   35.000000   0.860000   2377.378713  4.934272730000e-09   3.537632290000e-09    2.075509763345e-12   1.488039019890e-12   750_set3
4   22   35.000000   0.860000   2375.859818  4.925889430000e-09   3.530404530000e-09    2.073308110470e-12   1.485948162115e-12   750_set1
4   22   35.000000   0.860000   2376.008977  4.926424940000e-09   3.530116980000e-09    2.073403336304e-12   1.485733856299e-12   750_set2
4   23   35.000000   0.900000   1747.226560  2.539640760000e-09   1.853627970000e-09    1.453526874042e-12   1.060897317174e-12   580_set1
4   23   35.000000   0.900000   1744.546873  2.537665890000e-09   1.851081620000e-09    1.454627519200e-12   1.061067288388e-12   580_set2
4   23   35.000000   0.900000   2218.761734  3.242142730000e-09   2.328555800000e-09    1.461239699747e-12   1.049484387763e-12   750_set1
4   23   35.000000   0.900000   2220.068242  3.243646120000e-09   2.332717180000e-09    1.461056943492e-12   1.050741205099e-12   750_set2
4   23   35.000000   0.900000   2222.988154  3.244402350000e-09   2.346905880000e-09    1.459478020232e-12   1.055743763536e-12   750_set3
4   24   35.000000   0.940000   1695.247592  1.705386560000e-09   1.248389250000e-09    1.005980818405e-12   7.364052636861e-13   580_set1
4   24   35.000000   0.940000   1691.687968  1.699180230000e-09   1.241254970000e-09    1.004428867582e-12   7.337375411303e-13   580_set2
4   24   35.000000   0.940000   2100.183918  2.126331910000e-09   1.546606770000e-09    1.012450334362e-12   7.364149190671e-13   750_set3
4   24   35.000000   0.940000   2104.458613  2.127804330000e-09   1.553917540000e-09    1.011093455037e-12   7.383930149070e-13   750_set2
4   24   35.000000   0.940000   2103.754020  2.125579170000e-09   1.552346740000e-09    1.010374383028e-12   7.378936535556e-13   750_set1
4   25   35.000000   0.980000   1640.806186  1.124097030000e-09   8.579845890000e-10    6.850882447855e-13   5.229042871246e-13   580_set2
4   25   35.000000   0.980000   1641.068511  1.123880270000e-09   8.488148450000e-10    6.848466486723e-13   5.172330340327e-13   580_set1
4   25   35.000000   0.980000   2007.903842  1.382475370000e-09   1.044125410000e-09    6.885167213102e-13   5.200076757461e-13   750_set1
4   25   35.000000   0.980000   2008.424347  1.382189690000e-09   1.044231000000e-09    6.881960438612e-13   5.199254836558e-13   750_set3
4   25   35.000000   0.980000   2008.248186  1.380847420000e-09   1.043556370000e-09    6.875880330062e-13   5.196351612689e-13   750_set2
4   26   35.000000   1.020000   1600.727769  7.351421520000e-10   6.128599630000e-10    4.592549503025e-13   3.828633293360e-13   580_set1
4   26   35.000000   1.020000   1600.709013  7.339231670000e-10   6.127191590000e-10    4.584988033675e-13   3.827798519430e-13   580_set2
4   26   35.000000   1.020000   1936.862375  8.917002710000e-10   7.357728900000e-10    4.603839087948e-13   3.798787665541e-13   750_set1
4   26   35.000000   1.020000   1931.917357  8.895255740000e-10   7.338045400000e-10    4.604366593514e-13   3.798322621520e-13   750_set3
4   26   35.000000   1.020000   1937.738040  8.917035300000e-10   7.358501320000e-10    4.601775428840e-13   3.797469610495e-13   750_set2
4   27   35.000000   1.060000   1567.058482  4.753154350000e-10   4.420513870000e-10    3.033169728250e-13   2.820899105411e-13   580_set1
4   27   35.000000   1.060000   1572.034271  4.767466450000e-10   4.406701480000e-10    3.032673357030e-13   2.803184104375e-13   580_set2
4   27   35.000000   1.060000   1871.914778  5.647631480000e-10   5.169293730000e-10    3.017034507326e-13   2.761500571903e-13   750_set1
4   27   35.000000   1.060000   1870.998220  5.641819440000e-10   5.164588220000e-10    3.015406096966e-13   2.760338393053e-13   750_set2
4   27   35.000000   1.060000   1868.419697  5.632059180000e-10   5.153718520000e-10    3.014343720013e-13   2.758330223276e-13   750_set3
4   28   35.000000   1.100000   1539.353348  2.985325120000e-10   3.196650360000e-10    1.939337140416e-13   2.076618967408e-13   580_set2
4   28   35.000000   1.100000   1530.636725  2.942346330000e-10   3.161447820000e-10    1.922302190940e-13   2.065446208342e-13   580_set1
4   28   35.000000   1.100000   1817.451145  3.515589630000e-10   3.723609840000e-10    1.934351654883e-13   2.048808767292e-13   750_set2
4   28   35.000000   1.100000   1820.382689  3.519297750000e-10   3.726276340000e-10    1.933273575532e-13   2.046974167859e-13   750_set3
4   28   35.000000   1.100000   1817.420939  3.512873660000e-10   3.719376980000e-10    1.932889395416e-13   2.046513771348e-13   750_set1
4   29   35.000000   1.140000   1507.486964  1.857393510000e-10   2.402683170000e-10    1.232112485452e-13   1.593833464155e-13   580_set2
4   29   35.000000   1.140000   1507.394198  1.821317860000e-10   2.363569660000e-10    1.208255851334e-13   1.567983784956e-13   580_set1
4   29   35.000000   1.140000   1774.168255  2.145714830000e-10   2.721376370000e-10    1.209420146005e-13   1.533888548806e-13   750_set3
4   29   35.000000   1.140000   1768.699577  2.140782740000e-10   2.709525290000e-10    1.210371036347e-13   1.531930761580e-13   750_set2
4   29   35.000000   1.140000   1769.868028  2.141646550000e-10   2.711513950000e-10    1.210060024882e-13   1.532043015130e-13   750_set1
4   30   35.000000   1.180000   1519.105485  1.204580690000e-10   1.886995450000e-10    7.929539468419e-14   1.242175391132e-13   580_set1
4   30   35.000000   1.180000   1481.988137  1.148997250000e-10   1.808650850000e-10    7.753079942502e-14   1.220421948627e-13   580_set2
4   30   35.000000   1.180000   1743.909887  1.348256190000e-10   2.081045390000e-10    7.731226252289e-14   1.193321630615e-13   750_set1
4   30   35.000000   1.180000   1742.683795  1.345601630000e-10   2.077414680000e-10    7.721433078455e-14   1.192077808929e-13   750_set2
4   30   35.000000   1.180000   1735.490174  1.340409940000e-10   2.066489980000e-10    7.723523648138e-14   1.190724102596e-13   750_set3
