#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  Ksigcc1[f,4]/   pwiaXsec_theory[f,5]/    fsiXsec_theory[f,6]/   red_pwiaXsec_theory[f,7]/    red_fsiXsec_theory[f,8]/   setting[s,9]/
3   1   25.000000   0.020000   2342.517408  1.675061040000e-03   1.623282840000e-03    7.150687692990e-07   6.929651128552e-07   80
3   2   25.000000   0.060000   2149.807395  3.964334410000e-04   3.770442810000e-04    1.844041665881e-07   1.753851446771e-07   80
3   3   25.000000   0.100000   1852.008375  7.720456700000e-05   7.161618800000e-05    4.168694269539e-08   3.866947307946e-08   80
3   4   25.000000   0.140000   1530.039503  1.724431990000e-05   1.544550990000e-05    1.127050632757e-08   1.009484387149e-08   80
3   5   25.000000   0.180000   1338.302297  4.906790730000e-06   4.298845290000e-06    3.666429282083e-09   3.212163126101e-09   80
3   6   25.000000   0.220000   1215.155833  1.645725250000e-06   1.405156730000e-06    1.354332675124e-09   1.156359284826e-09   80
3   7   25.000000   0.260000   1123.357580  6.374681000000e-07   5.360807180000e-07    5.674667722454e-10   4.772128906630e-10   80
3   8   25.000000   0.300000   1037.276356  2.758615310000e-07   2.319579120000e-07    2.659479601596e-10   2.236220951709e-10   80
3   9   25.000000   0.340000   966.723236  1.357382680000e-07   1.145551430000e-07    1.404106810980e-10   1.184983858193e-10   80
3   10   25.000000   0.380000   901.790934  7.536026840000e-08   6.468518820000e-08    8.356733867985e-11   7.172969450145e-11   80
3   10   25.000000   0.380000   4564.204478  2.956290540000e-07   2.498135270000e-07    6.477121159338e-11   5.473320229278e-11   580_set1
3   10   25.000000   0.380000   4453.164323  2.735171020000e-07   2.325474770000e-07    6.142084193645e-11   5.222072668617e-11   580_set2
3   11   25.000000   0.420000   3956.482974  1.691822260000e-07   1.432929640000e-07    4.276076179571e-11   3.621725783774e-11   580_set2
3   11   25.000000   0.420000   3947.905242  1.677463650000e-07   1.408694240000e-07    4.248996739218e-11   3.568206817665e-11   580_set1
3   12   25.000000   0.460000   3562.401758  1.054573580000e-07   8.873700350000e-08    2.960288175335e-11   2.490931947828e-11   580_set1
3   12   25.000000   0.460000   3556.668046  1.048461120000e-07   8.814384040000e-08    2.947874545613e-11   2.478270090433e-11   580_set2
3   13   25.000000   0.500000   3180.471774  6.500182300000e-08   5.465269830000e-08    2.043779276124e-11   1.718383377799e-11   580_set1
3   13   25.000000   0.500000   3192.848508  6.516169010000e-08   5.500217900000e-08    2.040863822281e-11   1.722667983219e-11   580_set2
