#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  Ksigcc1[f,4]/   pwiaXsec_theory[f,5]/    fsiXsec_theory[f,6]/   red_pwiaXsec_theory[f,7]/    red_fsiXsec_theory[f,8]/   setting[s,9]/
8   1   75.000000   0.020000   2454.276623  1.721756590000e-03   1.666635620000e-03    7.015332232173e-07   6.790740719205e-07   80
8   2   75.000000   0.060000   2450.982793  4.553473510000e-04   4.262705990000e-04    1.857815372268e-07   1.739182340314e-07   80
8   3   75.000000   0.100000   2442.075026  9.851731870000e-05   8.746372990000e-05    4.034164292707e-08   3.581533284965e-08   80
8   4   75.000000   0.140000   2408.283771  2.453417400000e-05   1.879756740000e-05    1.018740992878e-08   7.805378928495e-09   80
8   5   75.000000   0.180000   2371.577002  7.369434360000e-06   4.422890660000e-06    3.107398306606e-09   1.864957644753e-09   80
8   6   75.000000   0.220000   2357.483619  2.567535880000e-06   1.519348980000e-06    1.089100199597e-09   6.444791250106e-10   80
8   7   75.000000   0.260000   2364.226426  1.013544200000e-06   5.393167730000e-07    4.287001400770e-10   2.281155337192e-10   80
8   8   75.000000   0.300000   2396.871042  4.486835600000e-07   3.707506660000e-07    1.871955362378e-10   1.546811069529e-10   80
8   9   75.000000   0.340000   2444.053392  2.292042670000e-07   2.961044010000e-07    9.378038456535e-11   1.211530001633e-10   80
8   10   75.000000   0.380000   2500.690882  1.284406190000e-07   2.903694210000e-07    5.136205355269e-11   1.161156795068e-10   80
8   11   75.000000   0.420000   2555.008347  7.759679850000e-08   2.770271000000e-07    3.037046770947e-11   1.084251252350e-10   80
8   12   75.000000   0.460000   2618.747689  4.965616760000e-08   1.855127510000e-07    1.896179911054e-11   7.084025382791e-11   80
8   13   75.000000   0.500000   2673.582929  3.270293400000e-08   1.266963780000e-07    1.223187567712e-11   4.738823569890e-11   80
8   14   75.000000   0.540000   2748.437820  2.213574010000e-08   9.542535990000e-08    8.053935198723e-12   3.471985402238e-11   80
8   15   75.000000   0.580000   2827.278798  1.522949800000e-08   6.381506470000e-08    5.386627597807e-12   2.257119628427e-11   80
8   16   75.000000   0.620000   2940.103413  1.068046690000e-08   4.427723210000e-08    3.632684092939e-12   1.505975330807e-11   80
8   17   75.000000   0.660000   3076.100112  7.648499680000e-09   2.522467820000e-08    2.486427424830e-12   8.200213673670e-12   80
8   18   75.000000   0.700000   3232.134881  5.396470890000e-09   1.428341030000e-08    1.669630472949e-12   4.419187572884e-12   80
8   19   75.000000   0.740000   3380.520358  3.692322410000e-09   8.534364400000e-09    1.092234928052e-12   2.524571218689e-12   80
