#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  Ksigcc1[f,4]/   pwiaXsec_theory[f,5]/    fsiXsec_theory[f,6]/   red_pwiaXsec_theory[f,7]/    red_fsiXsec_theory[f,8]/   setting[s,9]/
5   1   45.000000   0.020000   2397.882265  1.751023560000e-03   1.688582150000e-03    7.302375039669e-07   7.041972721709e-07   80
5   2   45.000000   0.060000   2248.951532  4.110759280000e-04   3.877538450000e-04    1.827855879288e-07   1.724153853397e-07   80
5   3   45.000000   0.100000   2054.087150  8.327856450000e-05   7.565447240000e-05    4.054285841767e-08   3.683118917325e-08   80
5   4   45.000000   0.140000   1845.900896  1.954949190000e-05   1.681073760000e-05    1.059075920184e-08   9.107064001338e-09   80
5   5   45.000000   0.180000   1686.791179  5.587268830000e-06   4.481106760000e-06    3.312365454337e-09   2.656586550717e-09   80
5   6   45.000000   0.220000   1543.219418  1.864825610000e-06   1.449499850000e-06    1.208399523910e-09   9.392700954207e-10   80
5   7   45.000000   0.260000   1418.611827  7.138050790000e-07   5.346714260000e-07    5.031715268507e-10   3.768976233130e-10   80
5   8   45.000000   0.300000   1310.540827  3.036864400000e-07   2.172289340000e-07    2.317260429766e-10   1.657551825358e-10   80
5   9   45.000000   0.340000   1228.783984  1.453122500000e-07   1.122579130000e-07    1.182569531277e-10   9.135691420275e-11   80
5   10   45.000000   0.380000   1164.619153  7.650332150000e-08   6.351003050000e-08    6.568956152140e-11   5.453287483415e-11   80
5   11   45.000000   0.420000   1111.207679  4.378202190000e-08   3.913106020000e-08    3.940039537830e-11   3.521489361486e-11   80
5   11   45.000000   0.420000   4792.246106  1.751887800000e-07   1.475931110000e-07    3.655671602104e-11   3.079831622487e-11   580_set1
5   11   45.000000   0.420000   4816.680235  1.724763810000e-07   1.463154260000e-07    3.580814432038e-11   3.037681948177e-11   580_set2
5   12   45.000000   0.460000   1074.161616  2.673154140000e-08   2.611098620000e-08    2.488595850180e-11   2.430824729824e-11   80
5   12   45.000000   0.460000   4466.495495  1.089112390000e-07   9.606713800000e-08    2.438404765479e-11   2.150839245389e-11   580_set1
5   12   45.000000   0.460000   4495.115164  1.085557420000e-07   9.605545550000e-08    2.414971319743e-11   2.136885307617e-11   580_set2
5   13   45.000000   0.500000   1051.650333  1.689593120000e-08   1.824437080000e-08    1.606611120619e-11   1.734832408407e-11   80
5   13   45.000000   0.500000   4259.258234  7.002482560000e-08   6.554158780000e-08    1.644061518530e-11   1.538802866584e-11   580_set2
5   13   45.000000   0.500000   4249.245988  6.985889380000e-08   6.501232090000e-08    1.644030352615e-11   1.529973107784e-11   580_set1
5   14   45.000000   0.540000   1034.204511  1.101437400000e-08   1.357952600000e-08    1.065009278421e-11   1.313040685432e-11   80
5   14   45.000000   0.540000   4068.620479  4.546026140000e-08   4.538871720000e-08    1.117338459919e-11   1.115580021147e-11   580_set1
5   14   45.000000   0.540000   4054.382919  4.523666200000e-08   4.535917940000e-08    1.115747153235e-11   1.118769003969e-11   580_set2
5   14   45.000000   0.540000   5165.716795  5.442077670000e-08   5.242113020000e-08    1.053499037204e-11   1.014789085045e-11   750_set3
5   14   45.000000   0.540000   5224.226566  5.385478960000e-08   5.161988740000e-08    1.030866271201e-11   9.880866908788e-12   750_set2
5   14   45.000000   0.540000   5239.479788  5.368038270000e-08   5.191842840000e-08    1.024536497363e-11   9.909080767695e-12   750_set1
5   15   45.000000   0.580000   1031.622568  7.386406880000e-09   1.023826930000e-08    7.159989621320e-12   9.924433235160e-12   80
5   15   45.000000   0.580000   3898.323659  2.964319850000e-08   3.082173500000e-08    7.604088601408e-12   7.906407393558e-12   580_set1
5   15   45.000000   0.580000   3902.898354  2.964938060000e-08   3.204209360000e-08    7.596759615739e-12   8.209820162793e-12   580_set2
5   15   45.000000   0.580000   4887.624170  3.637059410000e-08   3.655212000000e-08    7.441364727518e-12   7.478504633060e-12   750_set2
5   15   45.000000   0.580000   4877.563219  3.618714210000e-08   3.686395660000e-08    7.419102628755e-12   7.557863413518e-12   750_set1
5   15   45.000000   0.580000   4857.568777  3.585695100000e-08   3.609412910000e-08    7.381666147431e-12   7.430492651159e-12   750_set3
5   16   45.000000   0.620000   1039.614663  5.031376150000e-09   7.697945460000e-09    4.839654853925e-12   7.404614165201e-12   80
5   16   45.000000   0.620000   3730.450408  1.932297460000e-08   2.308174970000e-08    5.179796669743e-12   6.187389504093e-12   580_set2
5   16   45.000000   0.620000   3735.753202  1.932580210000e-08   2.256980350000e-08    5.173200973141e-12   6.041567062813e-12   580_set1
5   16   45.000000   0.620000   4605.145960  2.370572650000e-08   2.593718470000e-08    5.147660184043e-12   5.632217724539e-12   750_set2
5   16   45.000000   0.620000   4622.080734  2.378190680000e-08   2.598157150000e-08    5.145281566603e-12   5.621185131813e-12   750_set3
5   16   45.000000   0.620000   4609.415539  2.369486910000e-08   2.596604640000e-08    5.140536560334e-12   5.633262217369e-12   750_set1
5   17   45.000000   0.660000   1044.872444  3.522682470000e-09   6.293098910000e-09    3.371399533243e-12   6.022839386891e-12   80
5   17   45.000000   0.660000   3582.715035  1.261233630000e-08   1.650076360000e-08    3.520329185210e-12   4.605658959421e-12   580_set1
5   17   45.000000   0.660000   3585.708603  1.259124650000e-08   1.641642120000e-08    3.511508573080e-12   4.578292052585e-12   580_set2
5   17   45.000000   0.660000   4440.268239  1.562624800000e-08   1.868010870000e-08    3.519212614849e-12   4.206977528053e-12   750_set1
5   17   45.000000   0.660000   4441.130328  1.562557180000e-08   1.876724700000e-08    3.518377225159e-12   4.225781639795e-12   750_set2
5   17   45.000000   0.660000   4441.174906  1.561679600000e-08   1.888706160000e-08    3.516365901037e-12   4.252717355149e-12   750_set3
5   18   45.000000   0.700000   1087.311754  2.781093120000e-09   5.421596580000e-09    2.557769756253e-12   4.986239282391e-12   80
5   18   45.000000   0.700000   3433.030597  8.180635050000e-09   1.179659460000e-08    2.382919353282e-12   3.436204329291e-12   580_set1
5   18   45.000000   0.700000   3435.552254  8.164803500000e-09   1.159994120000e-08    2.376562164203e-12   3.376441498305e-12   580_set2
5   18   45.000000   0.700000   4288.169346  1.022326850000e-08   1.391355510000e-08    2.384063612025e-12   3.244637507840e-12   750_set2
