#! Run[i,0]/  hQ1_set[f,1]/  hQ2_set[f,2]/  hQ3_set[f,3]/  hD_set[f,4]/ NMR_set[f,5]/  Collimator[s,6]/ Target[s,7]/  Raster[s,8]/  TFE[f,9]/ Polarity[s,10]/  Angle[f,11]/ 
1149     116.476     239.086     116.476     672.813     0.632126     Pion           LH2     3x3     2.21459  neg   13.5 
1150     115.22      236.494     115.22      672.813     0.627776     Pion     	     LH2     3x3     2.21467  neg   13.5 
1151     113.963     233.902     113.963     672.813     0.618439     Pion     	     LH2     3x3     2.21469  neg   13.5 
1152     112.707     231.311     112.707     672.813     0.611595     Pion     	     LD2     3x3     2.21472  neg   13.5 
1153     111.551     228.927     111.551     672.813     0.605298     Pion     	     LH2     3x3     2.21468  neg   13.5 
1154     110.344     226.439     110.344     672.813     0.598733     Pion     	     LH2     3x3     2.21471  neg   13.5 
1157     108.083     221.774     108.083     672.813     0.586412     Pion     	     LH2     3x3     2.21458  neg   13.5 
1158     108.083     219.551     108.083     672.813     0.586412     Pion     	     LH2     3x3     2.21468  neg   13.5 
1159     106.977     219.493     106.977     672.813     0.58039      Pion     	     LH2     3x3     2.21437  neg   13.5 
1160     105.921     217.317     105.921     672.813     0.573278     Pion     	     LH2     3x3     2.21429  neg   13.5 
1161     104.866     215.14      104.866     672.813     0.568891     Pion     	     LH2     3x3     2.21444  neg   13.5 
1162     103.811     212.963     103.811     672.813     0.563142     Pion     	     LH2     3x3     2.21438  neg   13.5 
1163     102.805     210.889     102.805     672.813     0.552194     Pion     	     LH2     3x3     2.21425  neg   13.5 
1164     101.8       208.816     101.8       672.813     0.548327     Pion     	     LH2     3x3     2.2143   neg   13.5 
1165     100.845     206.847     100.845     672.813     0.544524     Pion     	     LH2     3x3     2.21431  neg   13.5 
1166     99.8902     204.877     99.8902     672.813     0.541763     Pion   	     LH2     3x3     2.2143   neg   13.5 
1167     98.9352     202.907     98.9352     672.813     0.536572     Pion           LH2     3x3     2.21446  neg   13.5 
1168     98.0306     201.041     98.0306     672.813     0.531032     Pion     	     LH2     3x3     2.21449  neg   13.5 
1169     97.1259     199.176     97.1259     672.813     0.526731     Pion     	     LH2     3x3     2.21439  neg   13.5      
1170     95.9526     196.361     95.9526     672.813     0.517149     Pion     	     LH2     3x3     2.21443  neg   13.5      
1171     95.3668     195.547     95.3668     672.813     0.517149     Pion     	     LH2     3x3     2.21442  neg   13.5      
1272     267.665     212.755     103.71      0.0         0.5625       Pion     	     LH2     3x3     2.21473  neg   15.002    
1329     678.225     540.670     262.033     0.0         1.42495      Pion           LH2     2x2     6.40354  neg   15.01     
1553     810.28      656.46      312.04      2042.75     1.69735      Large_Coll     LH2     2x2     10.5982  neg   20.995    
1554     810.28      656.46      312.04      2042.75     1.69735      Large_Coll     LH2     2x2     10.5981  neg   20.995    
1557     769.93      619.58      296.96      1904.14     1.61522      Large_Coll     LH2     2x2     10.598   neg   20.995     
1558     769.93      619.58      296.96      1904.14     1.61522      Large_Coll     LH2     2x2     10.5979  neg   20.995    
1559     769.93      619.58      296.96      1931.1      1.61522      Large_Coll     LH2     2x2     10.598   neg   20.995      
1562     743.326     596.048     286.912     1817.94     1.56047      Large_Coll     LH2     2x2     10.5979  neg   20.995    
1563     743.326     596.048     286.912     1836.63     1.57217      Large_Coll     LH2     2x2     10.5981  neg   20.995    
1565     743.326     596.048     286.912     1836.63     1.57217      Large_Coll     LH2     2x2     10.5979  neg   20.995
1571     743.326     596.048     286.912     1836.63     1.57217      Large_Coll     LH2     2x2     10.5978  neg   20.995
1572     743.326     596.048     286.912     1836.63     1.57217      Large_Coll     LH2     2x2     10.5978  neg   20.995
1644     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.5976  neg   58.985
1645     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.5975  neg   58.985
1646     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.5984  neg   58.985
1647     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.5981  neg   58.985
1648     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.5981  neg   58.985
1649     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.598   neg   58.985
1650     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.598   neg   58.985
1651     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.5979  neg   58.985
1658     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.5976  neg   58.985
1659     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.5975  neg   58.985
1660     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.5975  neg   58.985
1661     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.5975  neg   58.985
1662     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.5975  neg   58.985
1663     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.5975  neg   58.985
1664     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.5974  neg   58.985
1674     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.5963  neg   58.985
1675     195.34     155.223     75.815     458.66     0.410653     Large_Coll     LH2     2x2     10.597   neg   58.985
