p,HB,Q1,Q2,Q3,D
2.581,839.535,532.719,894.797,588.768,809.63
2.582,839.863,532.925,895.143,588.996,809.944
2.583,840.19,533.132,895.49,589.224,810.258
2.584,840.517,533.338,895.837,589.452,810.572
2.585,840.844,533.545,896.183,589.68,810.886
2.586,841.172,533.751,896.53,589.909,811.2
2.587,841.499,533.957,896.877,590.137,811.514
2.588,841.826,534.164,897.223,590.365,811.828
2.589,842.153,534.37,897.57,590.593,812.142
2.59,842.481,534.577,897.917,590.821,812.456
2.591,842.808,534.783,898.263,591.049,812.77
2.592,843.135,534.989,898.61,591.277,813.084
2.593,843.462,535.196,898.957,591.505,813.398
2.594,843.79,535.402,899.304,591.733,813.712
2.595,844.117,535.609,899.65,591.962,814.026
2.596,844.444,535.815,899.997,592.19,814.34
2.597,844.771,536.021,900.344,592.418,814.654
2.598,845.099,536.228,900.69,592.646,814.968
2.599,845.426,536.434,901.037,592.874,815.282
2.6,845.753,536.641,901.384,593.102,815.596
2.601,846.081,536.847,901.73,593.33,815.91
2.602,846.408,537.053,902.077,593.558,816.224
2.603,846.735,537.26,902.424,593.787,816.538
2.604,847.062,537.466,902.77,594.015,816.852
2.605,847.39,537.673,903.117,594.243,817.166
2.606,847.717,537.879,903.464,594.471,817.48
2.607,848.044,538.085,903.81,594.699,817.795
2.608,848.372,538.292,904.157,594.927,818.109
2.609,848.699,538.498,904.504,595.155,818.423
2.61,849.026,538.705,904.85,595.383,818.737
2.611,849.354,538.911,905.197,595.611,819.051
2.612,849.681,539.117,905.544,595.84,819.365
2.613,850.008,539.324,905.891,596.068,819.679
2.614,850.336,539.53,906.237,596.296,819.993
2.615,850.663,539.737,906.584,596.524,820.307
2.616,850.99,539.943,906.931,596.752,820.621
2.617,851.317,540.149,907.277,596.98,820.935
2.618,851.645,540.356,907.624,597.208,821.249
2.619,851.972,540.562,907.971,597.436,821.563
2.62,852.299,540.769,908.317,597.664,821.877
2.621,852.627,540.975,908.664,597.893,822.191
2.622,852.954,541.181,909.011,598.121,822.505
2.623,853.281,541.388,909.357,598.349,822.819
2.624,853.609,541.594,909.704,598.577,823.133
2.625,853.936,541.801,910.051,598.805,823.447
2.626,854.263,542.007,910.397,599.033,823.761
2.627,854.591,542.213,910.744,599.261,824.075
2.628,854.918,542.42,911.091,599.489,824.389
2.629,855.246,542.626,911.438,599.718,824.703
2.63,855.573,542.833,911.784,599.946,825.017
2.631,855.9,543.039,912.131,600.174,825.331
2.632,856.228,543.245,912.478,600.402,825.645
2.633,856.555,543.452,912.824,600.63,825.959
2.634,856.882,543.658,913.171,600.858,826.273
2.635,857.21,543.865,913.518,601.086,826.587
2.636,857.537,544.071,913.864,601.314,826.901
2.637,857.864,544.277,914.211,601.542,827.215
2.638,858.192,544.484,914.558,601.771,827.529
2.639,858.519,544.69,914.904,601.999,827.843
2.64,858.847,544.897,915.251,602.227,828.157
2.641,859.174,545.103,915.598,602.455,828.471
2.642,859.501,545.309,915.944,602.683,828.785
2.643,859.829,545.516,916.291,602.911,829.099
2.644,860.156,545.722,916.638,603.139,829.414
2.645,860.483,545.929,916.985,603.367,829.728
2.646,860.811,546.135,917.331,603.596,830.042
2.647,861.138,546.341,917.678,603.824,830.356
2.648,861.466,546.548,918.025,604.052,830.67
2.649,861.793,546.754,918.371,604.28,830.984
2.65,862.12,546.961,918.718,604.508,831.298
2.651,862.448,547.167,919.065,604.736,831.612
2.652,862.775,547.373,919.411,604.964,831.926
2.653,863.103,547.58,919.758,605.192,832.24
2.654,863.43,547.786,920.105,605.42,832.554
2.655,863.757,547.993,920.451,605.649,832.868
2.656,864.085,548.199,920.798,605.877,833.182
2.657,864.412,548.405,921.145,606.105,833.496
2.658,864.74,548.612,921.491,606.333,833.81
2.659,865.067,548.818,921.838,606.561,834.124
2.66,865.394,549.025,922.185,606.789,834.438
2.661,865.722,549.231,922.531,607.017,834.752
2.662,866.049,549.437,922.878,607.245,835.066
2.663,866.377,549.644,923.225,607.473,835.38
2.664,866.704,549.85,923.572,607.702,835.694
2.665,867.032,550.057,923.918,607.93,836.008
2.666,867.359,550.263,924.265,608.158,836.322
2.667,867.686,550.469,924.612,608.386,836.636
2.668,868.014,550.676,924.958,608.614,836.95
2.669,868.341,550.882,925.305,608.842,837.264
2.67,868.669,551.089,925.652,609.07,837.578
2.671,868.996,551.295,925.998,609.298,837.892
2.672,869.324,551.501,926.345,609.527,838.206
2.673,869.651,551.708,926.692,609.755,838.52
2.674,869.978,551.914,927.038,609.983,838.834
2.675,870.306,552.121,927.385,610.211,839.148
2.676,870.633,552.327,927.732,610.439,839.463
2.677,870.961,552.533,928.078,610.667,839.777
2.678,871.288,552.74,928.425,610.895,840.091
2.679,871.616,552.946,928.772,611.123,840.405
2.68,871.943,553.153,929.119,611.351,840.719
2.681,872.271,553.359,929.465,611.58,841.033
2.682,872.598,553.565,929.812,611.808,841.347
2.683,872.926,553.772,930.159,612.036,841.661
2.684,873.253,553.978,930.505,612.264,841.975
2.685,873.58,554.185,930.852,612.492,842.289
2.686,873.908,554.391,931.199,612.72,842.603
2.687,874.235,554.597,931.545,612.948,842.917
2.688,874.563,554.804,931.892,613.176,843.231
2.689,874.89,555.01,932.239,613.404,843.545
2.69,875.218,555.217,932.585,613.633,843.859
2.691,875.545,555.423,932.932,613.861,844.173
2.692,875.873,555.629,933.279,614.089,844.487
2.693,876.2,555.836,933.625,614.317,844.801
2.694,876.528,556.042,933.972,614.545,845.115
2.695,876.855,556.249,934.319,614.773,845.429
2.696,877.183,556.455,934.665,615.001,845.743
2.697,877.51,556.661,935.012,615.229,846.057
2.698,877.838,556.868,935.359,615.458,846.371
2.699,878.165,557.074,935.706,615.686,846.685
2.7,878.493,557.281,936.052,615.914,846.999
2.701,878.82,557.487,936.399,616.142,847.313
2.702,879.148,557.693,936.746,616.37,847.627
2.703,879.475,557.9,937.092,616.598,847.941
2.704,879.803,558.106,937.439,616.826,848.256
2.705,880.13,558.313,937.786,617.054,848.57
2.706,880.458,558.519,938.132,617.282,848.884
2.707,880.785,558.725,938.479,617.511,849.198
2.708,881.113,558.932,938.826,617.739,849.512
2.709,881.44,559.138,939.172,617.967,849.826
2.71,881.768,559.345,939.519,618.195,850.14
2.711,882.096,559.551,939.866,618.423,850.454
2.712,882.423,559.757,940.212,618.651,850.768
2.713,882.751,559.964,940.559,618.879,851.082
2.714,883.078,560.17,940.906,619.107,851.396
2.715,883.406,560.377,941.253,619.336,851.71
2.716,883.733,560.583,941.599,619.564,852.024
2.717,884.061,560.789,941.946,619.792,852.338
2.718,884.388,560.996,942.293,620.02,852.652
2.719,884.716,561.202,942.639,620.248,852.966
2.72,885.043,561.409,942.986,620.476,853.28
2.721,885.371,561.615,943.333,620.704,853.594
2.722,885.698,561.821,943.679,620.932,853.908
2.723,886.026,562.028,944.026,621.16,854.222
2.724,886.354,562.234,944.373,621.389,854.536
2.725,886.681,562.441,944.719,621.617,854.85
2.726,887.009,562.647,945.066,621.845,855.164
2.727,887.336,562.853,945.413,622.073,855.478
2.728,887.664,563.06,945.759,622.301,855.792
2.729,887.991,563.266,946.106,622.529,856.106
2.73,888.319,563.473,946.453,622.757,856.421
2.731,888.647,563.679,946.8,622.985,856.735
2.732,888.974,563.885,947.146,623.213,857.049
2.733,889.302,564.092,947.493,623.442,857.363
2.734,889.629,564.298,947.84,623.67,857.677
2.735,889.957,564.505,948.186,623.898,857.991
2.736,890.284,564.711,948.533,624.126,858.305
2.737,890.612,564.917,948.88,624.354,858.619
2.738,890.94,565.124,949.226,624.582,858.933
2.739,891.267,565.33,949.573,624.81,859.247
2.74,891.595,565.537,949.92,625.038,859.561
2.741,891.925,565.743,950.266,625.267,859.875
2.742,892.252,565.949,950.613,625.495,860.189
2.743,892.58,566.156,950.96,625.723,860.503
2.744,892.907,566.362,951.306,625.951,860.817
2.745,893.235,566.569,951.653,626.179,861.131
2.746,893.563,566.775,952.0,626.407,861.445
2.747,893.89,566.981,952.346,626.635,861.759
2.748,894.218,567.188,952.693,626.863,862.073
2.749,894.546,567.394,953.04,627.091,862.387
2.75,894.873,567.601,953.387,627.32,862.701
2.751,895.201,567.807,953.733,627.548,863.015
2.752,895.528,568.013,954.08,627.776,863.329
2.753,895.856,568.22,954.427,628.004,863.644
2.754,896.184,568.426,954.773,628.232,863.958
2.755,896.511,568.633,955.12,628.46,864.272
2.756,896.839,568.839,955.467,628.688,864.586
2.757,897.167,569.045,955.813,628.916,864.9
2.758,897.494,569.252,956.16,629.145,865.214
2.759,897.822,569.458,956.507,629.373,865.528
2.76,898.149,569.665,956.853,629.601,865.842
2.761,898.477,569.871,957.2,629.829,866.156
2.762,898.805,570.077,957.547,630.057,866.47
2.763,899.132,570.284,957.893,630.285,866.784
2.764,899.46,570.49,958.24,630.513,867.098
2.765,899.788,570.697,958.587,630.741,867.412
2.766,900.115,570.903,958.934,630.969,867.726
2.767,900.443,571.109,959.28,631.198,868.04
2.768,900.771,571.316,959.627,631.426,868.354
2.769,901.098,571.522,959.974,631.654,868.668
2.77,901.426,571.729,960.32,631.882,868.982
2.771,901.754,571.935,960.667,632.11,869.296
2.772,902.081,572.141,961.014,632.338,869.61
2.773,902.409,572.348,961.36,632.566,869.924
2.774,902.737,572.554,961.707,632.794,870.238
2.775,903.064,572.761,962.054,633.022,870.552
2.776,903.392,572.967,962.4,633.251,870.867
2.777,903.72,573.173,962.747,633.479,871.181
2.778,904.047,573.38,963.094,633.707,871.495
2.779,904.375,573.586,963.44,633.935,871.809
2.78,904.703,573.793,963.787,634.163,872.123
2.781,905.03,573.999,964.134,634.391,872.437
2.782,905.358,574.205,964.48,634.619,872.751
2.783,905.686,574.412,964.827,634.847,873.065
2.784,906.014,574.618,965.174,635.076,873.379
2.785,906.341,574.825,965.521,635.304,873.693
2.786,906.669,575.031,965.867,635.532,874.007
2.787,906.997,575.237,966.214,635.76,874.321
2.788,907.324,575.444,966.561,635.988,874.635
2.789,907.652,575.65,966.907,636.216,874.949
2.79,907.98,575.857,967.254,636.444,875.263
2.791,908.307,576.063,967.601,636.672,875.577
2.792,908.635,576.269,967.947,636.9,875.891
2.793,908.963,576.476,968.294,637.129,876.205
2.794,909.291,576.682,968.641,637.357,876.519
2.795,909.618,576.889,968.987,637.585,876.833
2.796,909.946,577.095,969.334,637.813,877.147
2.797,910.274,577.301,969.681,638.041,877.462
2.798,910.602,577.508,970.027,638.269,877.776
2.799,910.929,577.714,970.374,638.497,878.09
2.8,911.257,577.921,970.721,638.725,878.404
2.801,911.585,578.127,971.068,638.954,878.718
2.802,911.912,578.333,971.414,639.182,879.032
2.803,912.24,578.54,971.761,639.41,879.346
2.804,912.568,578.746,972.108,639.638,879.66
2.805,912.896,578.953,972.454,639.866,879.974
2.806,913.223,579.159,972.801,640.094,880.288
2.807,913.551,579.365,973.148,640.322,880.602
2.808,913.879,579.572,973.494,640.55,880.916
2.809,914.207,579.778,973.841,640.778,881.23
2.81,914.534,579.985,974.188,641.007,881.544
2.811,914.862,580.191,974.534,641.235,881.858
2.812,915.19,580.397,974.881,641.463,882.172
2.813,915.518,580.604,975.228,641.691,882.486
2.814,915.846,580.81,975.574,641.919,882.8
2.815,916.173,581.017,975.921,642.147,883.114
2.816,916.501,581.223,976.268,642.375,883.428
2.817,916.829,581.429,976.615,642.603,883.743
2.818,917.157,581.636,976.961,642.831,884.057
2.819,917.484,581.842,977.308,643.06,884.371
2.82,917.812,582.049,977.655,643.288,884.685
2.821,918.14,582.255,978.001,643.516,884.999
2.822,918.468,582.461,978.348,643.744,885.313
2.823,918.795,582.668,978.695,643.972,885.627
2.824,919.123,582.874,979.041,644.2,885.941
2.825,919.451,583.081,979.388,644.428,886.255
2.826,919.779,583.287,979.735,644.656,886.569
2.827,920.107,583.493,980.081,644.885,886.883
2.828,920.434,583.7,980.428,645.113,887.197
2.829,920.762,583.906,980.775,645.341,887.511
2.83,921.09,584.113,981.121,645.569,887.825
2.831,921.418,584.319,981.468,645.797,888.139
2.832,921.746,584.525,981.815,646.025,888.453
2.833,922.073,584.732,982.161,646.253,888.767
2.834,922.401,584.938,982.508,646.481,889.081
2.835,922.729,585.145,982.855,646.709,889.395
2.836,923.057,585.351,983.202,646.938,889.71
2.837,923.385,585.557,983.548,647.166,890.024
2.838,923.713,585.764,983.895,647.394,890.338
2.839,924.04,585.97,984.242,647.622,890.652
2.84,924.368,586.177,984.588,647.85,890.966
2.841,924.696,586.383,984.935,648.078,891.28
2.842,925.024,586.589,985.282,648.306,891.594
2.843,925.352,586.796,985.628,648.534,891.908
2.844,925.68,587.002,985.975,648.763,892.222
2.845,926.007,587.209,986.322,648.991,892.536
2.846,926.335,587.415,986.668,649.219,892.85
2.847,926.663,587.621,987.015,649.447,893.164
2.848,926.991,587.828,987.362,649.675,893.478
2.849,927.319,588.034,987.708,649.903,893.792
2.85,927.647,588.241,988.055,650.131,894.106
2.851,927.974,588.447,988.402,650.359,894.42
2.852,928.302,588.653,988.749,650.587,894.734
2.853,928.63,588.86,989.095,650.816,895.048
2.854,928.958,589.066,989.442,651.044,895.362
2.855,929.286,589.273,989.789,651.272,895.677
2.856,929.614,589.479,990.135,651.5,895.991
2.857,929.942,589.685,990.482,651.728,896.305
2.858,930.269,589.892,990.829,651.956,896.619
2.859,930.597,590.098,991.175,652.184,896.933
2.86,930.925,590.305,991.522,652.412,897.247
2.861,931.253,590.511,991.869,652.64,897.561
2.862,931.581,590.717,992.215,652.869,897.875
2.863,931.909,590.924,992.562,653.097,898.189
2.864,932.237,591.13,992.909,653.325,898.503
2.865,932.565,591.337,993.255,653.553,898.817
2.866,932.892,591.543,993.602,653.781,899.131
2.867,933.22,591.749,993.949,654.009,899.445
2.868,933.548,591.956,994.295,654.237,899.759
2.869,933.876,592.162,994.642,654.465,900.073
2.87,934.204,592.369,994.989,654.694,900.387
2.871,934.532,592.575,995.336,654.922,900.701
2.872,934.86,592.781,995.682,655.15,901.015
2.873,935.188,592.988,996.029,655.378,901.33
2.874,935.516,593.194,996.376,655.606,901.644
2.875,935.843,593.401,996.722,655.834,901.958
2.876,936.171,593.607,997.069,656.062,902.272
2.877,936.499,593.813,997.416,656.29,902.586
2.878,936.827,594.02,997.762,656.518,902.9
2.879,937.155,594.226,998.109,656.747,903.214
2.88,937.483,594.433,998.456,656.975,903.528
2.881,937.811,594.639,998.802,657.203,903.842
2.882,938.139,594.845,999.149,657.431,904.156
2.883,938.467,595.052,999.496,657.659,904.47
2.884,938.795,595.258,999.842,657.887,904.784
2.885,939.123,595.465,1000.19,658.115,905.098
2.886,939.451,595.671,1000.54,658.343,905.412
2.887,939.778,595.877,1000.88,658.572,905.726
2.888,940.106,596.084,1001.23,658.8,906.04
2.889,940.434,596.29,1001.58,659.028,906.354
2.89,940.762,596.497,1001.92,659.256,906.669
2.891,941.09,596.703,1002.27,659.484,906.983
2.892,941.418,596.909,1002.62,659.712,907.297
2.893,941.746,597.116,1002.96,659.94,907.611
2.894,942.074,597.322,1003.31,660.168,907.925
2.895,942.402,597.529,1003.66,660.396,908.239
2.896,942.73,597.735,1004.0,660.625,908.553
2.897,943.058,597.941,1004.35,660.853,908.867
2.898,943.386,598.148,1004.7,661.081,909.181
2.899,943.714,598.354,1005.04,661.309,909.495
2.9,944.042,598.561,1005.39,661.537,909.809
2.901,944.37,598.767,1005.74,661.765,910.123
2.902,944.698,598.973,1006.08,661.993,910.437
2.903,945.026,599.18,1006.43,662.221,910.751
2.904,945.354,599.386,1006.78,662.449,911.065
2.905,945.682,599.593,1007.12,662.678,911.379
2.906,946.01,599.799,1007.47,662.906,911.693
2.907,946.338,600.005,1007.82,663.134,912.008
2.908,946.666,600.212,1008.16,663.362,912.322
2.909,946.994,600.418,1008.51,663.59,912.636
2.91,947.322,600.625,1008.86,663.818,912.95
2.911,947.65,600.831,1009.2,664.046,913.264
2.912,947.978,601.037,1009.55,664.274,913.578
2.913,948.306,601.244,1009.9,664.503,913.892
2.914,948.634,601.45,1010.24,664.731,914.206
2.915,948.962,601.657,1010.59,664.959,914.52
2.916,949.29,601.863,1010.94,665.187,914.834
2.917,949.618,602.069,1011.28,665.415,915.148
2.918,949.946,602.276,1011.63,665.643,915.462
2.919,950.274,602.482,1011.98,665.871,915.776
2.92,950.602,602.689,1012.32,666.099,916.09
2.921,950.93,602.895,1012.67,666.327,916.404
2.922,951.258,603.101,1013.02,666.556,916.718
2.923,951.586,603.308,1013.36,666.784,917.033
2.924,951.914,603.514,1013.71,667.012,917.347
2.925,952.242,603.721,1014.06,667.24,917.661
2.926,952.57,603.927,1014.4,667.468,917.975
2.927,952.898,604.133,1014.75,667.696,918.289
2.928,953.226,604.34,1015.1,667.924,918.603
2.929,953.554,604.546,1015.44,668.152,918.917
2.93,953.882,604.753,1015.79,668.381,919.231
2.931,954.21,604.959,1016.14,668.609,919.545
2.932,954.538,605.165,1016.48,668.837,919.859
2.933,954.866,605.372,1016.83,669.065,920.173
2.934,955.194,605.578,1017.18,669.293,920.487
2.935,955.522,605.785,1017.52,669.521,920.801
2.936,955.85,605.991,1017.87,669.749,921.115
2.937,956.178,606.197,1018.22,669.977,921.429
2.938,956.506,606.404,1018.56,670.205,921.743
2.939,956.834,606.61,1018.91,670.434,922.058
2.94,957.162,606.817,1019.26,670.662,922.372
2.941,957.49,607.023,1019.6,670.89,922.686
2.942,957.818,607.229,1019.95,671.118,923.0
2.943,958.146,607.436,1020.3,671.346,923.314
2.944,958.474,607.642,1020.64,671.574,923.628
2.945,958.802,607.849,1020.99,671.802,923.942
2.946,959.131,608.055,1021.34,672.03,924.256
2.947,959.459,608.261,1021.68,672.258,924.57
2.948,959.787,608.468,1022.03,672.487,924.884
2.949,960.115,608.674,1022.38,672.715,925.198
2.95,960.443,608.881,1022.72,672.943,925.512
2.951,960.771,609.087,1023.07,673.171,925.826
2.952,961.099,609.293,1023.42,673.399,926.14
2.953,961.427,609.5,1023.76,673.627,926.454
2.954,961.755,609.706,1024.11,673.855,926.768
2.955,962.083,609.913,1024.46,674.083,927.083
2.956,962.411,610.119,1024.8,674.312,927.397
2.957,962.739,610.325,1025.15,674.54,927.711
2.958,963.068,610.532,1025.5,674.768,928.025
2.959,963.396,610.738,1025.84,674.996,928.339
2.96,963.724,610.945,1026.19,675.224,928.653
2.961,964.052,611.151,1026.54,675.452,928.967
2.962,964.38,611.357,1026.88,675.68,929.281
2.963,964.708,611.564,1027.23,675.908,929.595
2.964,965.036,611.77,1027.58,676.136,929.909
2.965,965.364,611.977,1027.92,676.365,930.223
2.966,965.692,612.183,1028.27,676.593,930.54
2.967,966.021,612.389,1028.62,676.821,930.854
2.968,966.349,612.596,1028.96,677.049,931.168
2.969,966.677,612.802,1029.31,677.277,931.482
2.97,967.005,613.009,1029.66,677.505,931.796
