#! Run[i,0]/ hQ1_P[f,1]/ hQ2_P[f,2]/ hQ3_P[f,3]/ hNMR_P[f,4]/ sHB_P[f,5]/ sQ1_P[f,6]/ sQ2_P[f,7]/ sQ3_P[f,8]/ sD_P[f,9]/ hms_Angle[f,10]/ shms_Angle[f,11]/ hms_Collimator[s,12]/ shms_Collimator[s,13]/ Target[s,14]/ Target_Mass[f,15]/ hpartmass[f,16]/ ppartmass[f,17]/ Raster[s,18]/ TFE[f,19]/ Ps1[f,20]/ Ps2[f,21]/ Ps3[f,22]/ Ps4[f,23]/ Ps5[f,24]/ Ps6[f,25]/ hms_xMisPoint[f,26]/ hms_yMisPoint[f,27]/ shms_xMisPoint[f,28]/ shms_yMisPoint[f,29]/ 
1719 1.136 1.136 1.136 1.136 1.555 1.555 1.555 1.554 1.555 47.915 29.995 Pion Coll LH2 1.00794 0.938272 0.00051099 3x3 2.21452 1 -1 -1 1 -1 1 0.100389 0.324 -0.126 -0.06 
1722 0.936 0.936 0.936 0.936 2.012 2.012 2.012 2.0117 2.012 65.109 24.995 Pion Coll LH2 1.00794 0.00051099 0.938272 3x3 2.21421 1 -1 -1 1 -1 1 0.107 0.324 -0.126 -0.06 
1851 3.609 3.609 3.609 3.609 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.938272 0.00051099 2x2 6.40461 -1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 
1852 3.609 3.609 3.609 3.609 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.938272 0.00051099 2x2 6.4046 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 
1853 3.609 3.609 3.609 3.609 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.938272 0.00051099 2x2 6.40459 513 -1 -1 33 -1 1 0.09125 0.17025 -0.126 -0.06 
1854 3.609 3.609 3.609 3.609 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Coll LH2 1.00794 0.938272 0.00051099 2x2 6.4046 513 -1 -1 33 -1 1 0.09125 0.17025 -0.126 -0.06 
1855 3.609 3.609 3.609 3.609 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40461 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 
1857 3.609 3.609 3.609 3.609 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40466 -1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 
1858 3.609 3.609 3.609 3.609 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.4046 1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 
1859 3.609 3.609 3.609 3.609 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40457 1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 
1860 3.609 3.609 3.609 3.609 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40459 1 -1 -1 -1 -1 1 0.09125 0.17025 -0.126 -0.06 
1861 3.609 3.609 3.609 3.609 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40459 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 
1862 3.609 3.609 3.609 3.609 3.609 3.6093 3.609 3.6188 3.609 27.502 27.619 Pion Centered_Sieve LH2 1.00794 0.938272 0.00051099 2x2 6.40459 1 -1 -1 1 -1 1 0.09125 0.17025 -0.126 -0.06 
