#! Run[i,0]/ hQ1_P[f,1]/ hQ2_P[f,2]/ hQ3_P[f,3]/ hNMR_P[f,4]/ Angle[f,5]/ Target[s,6]/ Target_Mass[f,7]/ hpartmass[f,8]/ Raster[s,9]/ Collimator[s,10]/ TFE[f,11]/ Ps1[f,12]/ Ps2[f,13]/ Ps3[f,14]/ Ps4[f,15]/ Ps5[f,16]/ Ps6[f,17]/ hms_xMisPoint[f,18]/ hms_yMisPoint[f,19]/ 
1649 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.598 -1 1 -1 -1 -1 -1 0.107 0.324 
1650 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.598 -1 1 -1 -1 -1 -1 0.107 0.324 
1651 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5979 -1 1 -1 -1 -1 -1 0.107 0.324 
1658 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5976 -1 1 -1 -1 -1 -1 0.107 0.324 
1659 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5975 -1 1 -1 -1 -1 -1 0.107 0.324 
1660 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5975 -1 1 -1 -1 -1 -1 0.107 0.324 
1661 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5975 -1 1 -1 -1 -1 -1 0.107 0.324 
1662 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5975 -1 1 -1 -1 -1 -1 0.107 0.324 
1663 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5975 -1 1 -1 -1 -1 -1 0.107 0.324 
1664 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5974 -1 1 -1 -1 -1 -1 0.107 0.324 
1674 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5963 -1 1 -1 -1 -1 -1 0.107 0.324 
1675 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.597 -1 1 -1 -1 -1 -1 0.107 0.324 
1676 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5975 -1 1 -1 -1 -1 -1 0.107 0.324 
1677 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5974 -1 1 -1 -1 -1 -1 0.107 0.324 
1686 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5974 -1 1 -1 -1 -1 -1 0.107 0.324 
1687 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5974 -1 1 -1 -1 -1 -1 0.107 0.324 
1688 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5974 -1 1 -1 -1 -1 -1 0.107 0.324 
1689 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5972 -1 1 -1 -1 -1 -1 0.107 0.324 
1690 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5972 -1 1 -1 -1 -1 -1 0.107 0.324 
1691 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5971 -1 1 -1 -1 -1 -1 0.107 0.324 
1692 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5971 -1 1 -1 -1 -1 -1 0.107 0.324 
1704 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5974 -1 1 -1 -1 -1 -1 0.107 0.324 
1705 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5973 -1 1 -1 -1 -1 -1 0.107 0.324 
1706 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5972 -1 1 -1 -1 -1 -1 0.107 0.324 
1707 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5972 -1 1 -1 -1 -1 -1 0.107 0.324 
1708 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5973 -1 1 -1 -1 -1 -1 0.107 0.324 
1709 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5978 -1 1 -1 -1 -1 -1 0.107 0.324 
1710 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5978 -1 1 -1 -1 -1 -1 0.107 0.324 
1711 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5978 -1 1 -1 -1 -1 -1 0.107 0.324 
1712 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5977 -1 1 -1 -1 -1 -1 0.107 0.324 
1713 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5977 -1 1 -1 -1 -1 -1 0.107 0.324 
1714 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5972 -1 1 -1 -1 -1 -1 0.107 0.324 
1715 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5963 -1 1 -1 -1 -1 -1 0.107 0.324 
1716 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5957 -1 1 -1 -1 -1 -1 0.107 0.324 
1718 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5971 -1 1 -1 -1 -1 -1 0.107 0.324 
1733 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5958 -1 1 -1 -1 -1 -1 0.107 0.324 
1746 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5959 -1 1 -1 -1 -1 -1 0.107 0.324 
1747 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5959 -1 1 -1 -1 -1 -1 0.107 0.324 
1748 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5971 -1 1 -1 -1 -1 -1 0.107 0.324 
1749 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5971 -1 1 -1 -1 -1 -1 0.107 0.324 
1750 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5971 -1 1 -1 -1 -1 -1 0.107 0.324 
1751 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.596 -1 1 -1 -1 -1 -1 0.107 0.324 
1752 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.596 -1 1 -1 -1 -1 -1 0.107 0.324 
1753 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5962 -1 1 -1 -1 -1 -1 0.107 0.324 
1754 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.596 -1 1 -1 -1 -1 -1 0.107 0.324 
1756 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5973 -1 1 -1 -1 -1 -1 0.107 0.324 
1757 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5976 -1 1 -1 -1 -1 -1 0.107 0.324 
1758 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5976 -1 1 -1 -1 -1 -1 0.107 0.324 
1759 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5976 -1 1 -1 -1 -1 -1 0.107 0.324 
1761 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5976 -1 1 -1 -1 -1 -1 0.107 0.324 
