#! Run[i,0]/ hQ1_P[f,1]/ hQ2_P[f,2]/ hQ3_P[f,3]/ hNMR_P[f,4]/ Angle[f,5]/ Target[s,6]/ Target_Mass[f,7]/ hpartmass[f,8]/ Raster[s,9]/ Collimator[s,10]/ TFE[f,11]/ Ps1[f,12]/ Ps2[f,13]/ Ps3[f,14]/ Ps4[f,15]/ Ps5[f,16]/ Ps6[f,17]/ hms_xMisPoint[f,18]/ hms_yMisPoint[f,19]/ 
1149 0.8948 2.309 2.309 2.309 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21459 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1150 0.8852 2.284 2.284 2.2931 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21467 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1151 0.8755 2.259 2.259 2.259 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21469 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1152 0.8659 2.234 2.234 2.234 13.5 LD2 2.014101 0.00051099 3x3 Pion 2.21472 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1153 0.857 2.211 2.211 2.211 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21468 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1154 0.8478 2.187 2.187 2.187 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21471 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1157 0.8304 2.142 2.142 2.142 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21458 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1158 0.8304 2.1206 2.142 2.142 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21468 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1159 0.8219 2.12 2.12 2.12 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21437 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1160 0.8138 2.099 2.099 2.094 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21429 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1161 0.8057 2.078 2.078 2.078 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21444 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1162 0.7976 2.057 2.057 2.057 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21438 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1163 0.7899 2.037 2.037 2.017 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21425 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1164 0.7822 2.017 2.017 2.0029 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.2143 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1165 0.7749 1.998 1.998 1.989 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21431 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1166 0.7676 1.979 1.979 1.9789 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.2143 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1167 0.7602 1.96 1.96 1.9599 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21446 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1168 0.7533 1.942 1.942 1.9397 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21449 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1169 0.7463 1.924 1.924 1.924 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21439 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1170 0.7373 1.8968 1.9007 1.889 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21443 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1171 0.7328 1.889 1.889 1.889 13.5 LH2 1.00794 0.00051099 3x3 Pion 2.21442 1 -1 -1 -1 -1 -1 0.14277 0.07225 
1272 2.055 2.055 2.055 2.0547 15.002 LH2 1.00794 0.00051099 3x3 Pion 2.21473 17 -1 -1 -1 -1 -1 0.135 0.079 
1329 5.205 5.205 5.205 5.205 15.01 LH2 1.00794 0.00051099 2x2 Pion 6.40354 1 -1 -1 -1 -1 -1 0.135 0.079 
1553 6.2 6.1999 6.1999 6.1421 20.995 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5982 1 -1 -1 -1 -1 -1 0.10932 0.115 
1554 6.2 6.1999 6.1999 6.1421 20.995 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5981 -1 1 -1 -1 -1 -1 0.10932 0.115 
1557 5.9 5.9 5.8999 5.8612 20.995 LH2 1.00794 0.00051099 2x2 Large_Coll 10.598 -1 1 -1 -1 -1 -1 0.10932 0.115 
1558 5.9 5.9 5.8999 5.8612 20.995 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5979 1 -1 -1 -1 -1 -1 0.10932 0.115 
1559 5.9 5.9 5.8999 5.8612 20.995 LH2 1.00794 0.00051099 2x2 Large_Coll 10.598 -1 1 -1 -1 -1 -1 0.10932 0.115 
1562 5.7 5.7 5.7 5.6732 20.995 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5979 1 -1 -1 -1 -1 -1 0.10932 0.115 
1563 5.7 5.7 5.7 5.7134 20.995 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5981 1 -1 -1 -1 -1 -1 0.10932 0.115 
1565 5.7 5.7 5.7 5.7134 20.995 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5979 -1 1 -1 -1 -1 -1 0.10932 0.115 
1571 5.7 5.7 5.7 5.7134 20.995 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5978 -1 1 -1 -1 -1 -1 0.10932 0.115 
1572 5.7 5.7 5.7 5.7134 20.995 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5978 -1 1 -1 -1 -1 -1 0.10932 0.115 
1644 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5976 -1 1 -1 -1 -1 -1 0.107 0.324 
1645 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5975 -1 1 -1 -1 -1 -1 0.107 0.324 
1646 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5984 -1 1 -1 -1 -1 -1 0.107 0.324 
1647 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5981 -1 1 -1 -1 -1 -1 0.107 0.324 
1648 1.5 1.5 1.5 1.5 58.985 LH2 1.00794 0.00051099 2x2 Large_Coll 10.5981 -1 1 -1 -1 -1 -1 0.107 0.324 
