#This table containes the kinematics derivatives, where ds_dkin is the derivative of the cross section
#with respect to the kinematic variable in units of %/mrad or %/MeV
#There are also the relative systematic errors of individual kinematic variables, and the total error added in quadrature
#to see which is the dominant source of the systematics errors
#!ib[i,0]/  pm_bin[f,1]/   thnq_bin[f,2]/   ds_dthe[f,3]/   ds_dphe[f,4]/   ds_def[f,5]/   ds_dthp[f,6]/   ds_dphp[f,7]/  ds_dthb[f,8]/   ds_dphb[f,9]/    ds_dE[f,10]/    sig_the[f,11]/   sig_phe[f,12]/   sig_ef[f,13]/   sig_thp[f,14]/   sig_php[f,15]/  sig_thb[f,16]/   sig_phb[f,17]/    sig_E[f,18]/    sig_the_thp[f,19]/    sig_the_Ef[f,20]/     sig_the_Eb[f,21]/      sig_thp_Ef[f,22]/      sig_thp_Eb[f,23]/      sig_Ef_Eb[f,24]/      sig_tot[f,25]/ 
508   0.940000   35.000000   -1.104e+01   -5.861e+00   4.573e-01   -3.281e+00   -1.784e+00   -6.956e+00   8.319e+00   -2.102e-01   -1.832e+00   -0.000e+00   7.321e-01   -7.772e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.671e+00  6.109e-01   2.635e+00   -5.969e+00   3.690e-01   -9.163e-01   -2.443e+00   1.254e+00
529   0.980000   35.000000   -1.147e+01   -6.463e+00   5.264e-01   -3.572e+00   -1.994e+00   -7.701e+00   8.434e+00   -2.181e-01   -1.903e+00   -0.000e+00   8.595e-01   -8.462e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.733e+00  6.910e-01   3.214e+00   -6.435e+00   4.716e-01   -1.035e+00   -2.976e+00   1.418e+00
550   1.020000   35.000000   -1.422e+01   -8.915e+00   7.510e-01   -4.858e+00   -2.748e+00   -1.071e+01   9.654e+00   -2.669e-01   -2.359e+00   -0.000e+00   1.250e+00   -1.151e+00   -0.000e+00   -0.000e+00   0.000e+00   -2.121e+00  1.165e+00   5.793e+00   -9.762e+00   9.324e-01   -1.723e+00   -5.295e+00   2.015e+00
571   1.060000   35.000000   -4.858e+01   -3.767e+01   3.353e+00   -2.075e+01   -1.161e+01   -4.584e+01   2.694e+01   -9.135e-01   -8.060e+00   -0.000e+00   5.692e+00   -4.915e+00   -0.000e+00   -0.000e+00   0.000e+00   -7.260e+00  1.700e+01   9.015e+01   -1.141e+02   1.814e+01   -2.518e+01   -8.255e+01   8.811e+00
592   1.100000   35.000000   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan  0.000e+00   nan   nan   nan   nan   nan   nan
613   1.140000   35.000000   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan  0.000e+00   nan   nan   nan   nan   nan   nan
634   1.180000   35.000000   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan  0.000e+00   nan   nan   nan   nan   nan   nan
26   0.020000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
47   0.060000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
68   0.100000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
89   0.140000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
110   0.180000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
131   0.220000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
152   0.260000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
173   0.300000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
194   0.340000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
215   0.380000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
236   0.420000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
257   0.460000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
278   0.500000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
299   0.540000   45.000000   -6.606e+00   -1.136e+00   2.811e-01   -1.694e+00   -2.819e-01   -1.321e+00   5.046e+00   -1.008e-01   -1.096e+00   -0.000e+00   3.899e-01   -4.012e-01   -0.000e+00   -0.000e+00   0.000e+00   -8.011e-01  1.887e-01   8.397e-01   -1.713e+00   1.015e-01   -2.268e-01   -6.240e-01   8.499e-01
320   0.580000   45.000000   -6.520e+00   -1.604e+00   3.045e-01   -1.752e+00   -4.149e-01   -1.868e+00   4.891e+00   -9.996e-02   -1.082e+00   -0.000e+00   4.316e-01   -4.149e-01   -0.000e+00   -0.000e+00   0.000e+00   -7.945e-01  1.926e-01   9.173e-01   -1.676e+00   1.161e-01   -2.326e-01   -6.849e-01   8.899e-01
341   0.620000   45.000000   -6.503e+00   -1.841e+00   3.482e-01   -1.891e+00   -4.868e-01   -2.151e+00   4.723e+00   -9.912e-02   -1.079e+00   -0.000e+00   5.040e-01   -4.481e-01   -0.000e+00   -0.000e+00   0.000e+00   -7.878e-01  2.074e-01   1.068e+00   -1.658e+00   1.464e-01   -2.491e-01   -7.931e-01   9.806e-01
362   0.660000   45.000000   -6.515e+00   -2.210e+00   3.945e-01   -2.038e+00   -5.959e-01   -2.589e+00   4.574e+00   -9.928e-02   -1.081e+00   -0.000e+00   5.818e-01   -4.828e-01   -0.000e+00   -0.000e+00   0.000e+00   -7.891e-01  2.239e-01   1.236e+00   -1.664e+00   1.822e-01   -2.688e-01   -9.170e-01   1.075e+00
383   0.700000   45.000000   -6.503e+00   -2.539e+00   4.399e-01   -2.157e+00   -6.984e-01   -2.982e+00   4.450e+00   -9.929e-02   -1.079e+00   -0.000e+00   6.608e-01   -5.110e-01   -0.000e+00   -0.000e+00   0.000e+00   -7.891e-01  2.366e-01   1.401e+00   -1.661e+00   2.190e-01   -2.846e-01   -1.042e+00   1.164e+00
404   0.740000   45.000000   -6.537e+00   -2.888e+00   4.818e-01   -2.288e+00   -8.062e-01   -3.402e+00   4.347e+00   -9.908e-02   -1.085e+00   -0.000e+00   7.370e-01   -5.421e-01   -0.000e+00   -0.000e+00   0.000e+00   -7.875e-01  2.523e-01   1.571e+00   -1.666e+00   2.591e-01   -3.013e-01   -1.159e+00   1.261e+00
425   0.780000   45.000000   -6.635e+00   -3.290e+00   5.343e-01   -2.463e+00   -9.316e-01   -3.887e+00   4.269e+00   -1.006e-01   -1.101e+00   -0.000e+00   8.314e-01   -5.834e-01   -0.000e+00   -0.000e+00   0.000e+00   -7.996e-01  2.756e-01   1.798e+00   -1.717e+00   3.145e-01   -3.292e-01   -1.328e+00   1.377e+00
446   0.820000   45.000000   -6.721e+00   -3.696e+00   5.931e-01   -2.630e+00   -1.064e+00   -4.378e+00   4.183e+00   -1.019e-01   -1.115e+00   -0.000e+00   9.397e-01   -6.232e-01   -0.000e+00   -0.000e+00   0.000e+00   -8.099e-01  2.982e-01   2.059e+00   -1.761e+00   3.797e-01   -3.561e-01   -1.520e+00   1.506e+00
467   0.860000   45.000000   -6.795e+00   -4.078e+00   6.417e-01   -2.793e+00   -1.188e+00   -4.848e+00   4.090e+00   -1.020e-01   -1.127e+00   -0.000e+00   1.036e+00   -6.617e-01   -0.000e+00   -0.000e+00   0.000e+00   -8.107e-01  3.201e-01   2.295e+00   -1.783e+00   4.446e-01   -3.785e-01   -1.678e+00   1.631e+00
488   0.900000   45.000000   -6.956e+00   -4.553e+00   7.118e-01   -3.026e+00   -1.343e+00   -5.431e+00   4.014e+00   -1.042e-01   -1.154e+00   -0.000e+00   1.170e+00   -7.168e-01   -0.000e+00   -0.000e+00   0.000e+00   -8.282e-01  3.550e-01   2.653e+00   -1.864e+00   5.439e-01   -4.189e-01   -1.936e+00   1.798e+00
509   0.940000   45.000000   -7.059e+00   -4.984e+00   7.825e-01   -3.236e+00   -1.492e+00   -5.964e+00   3.901e+00   -1.057e-01   -1.171e+00   -0.000e+00   1.310e+00   -7.666e-01   -0.000e+00   -0.000e+00   0.000e+00   -8.401e-01  3.852e-01   3.014e+00   -1.919e+00   6.511e-01   -4.545e-01   -2.198e+00   1.965e+00
530   0.980000   45.000000   -7.231e+00   -5.490e+00   8.648e-01   -3.501e+00   -1.663e+00   -6.595e+00   3.808e+00   -1.074e-01   -1.200e+00   -0.000e+00   1.474e+00   -8.295e-01   -0.000e+00   -0.000e+00   0.000e+00   -8.536e-01  4.270e-01   3.476e+00   -1.997e+00   7.931e-01   -4.996e-01   -2.514e+00   2.171e+00
551   1.020000   45.000000   -8.405e+00   -7.603e+00   1.198e+00   -4.796e+00   -2.304e+00   -9.213e+00   3.657e+00   -1.207e-01   -1.394e+00   -0.000e+00   2.079e+00   -1.136e+00   -0.000e+00   -0.000e+00   0.000e+00   -9.593e-01  6.798e-01   5.696e+00   -2.609e+00   1.531e+00   -7.691e-01   -3.983e+00   3.004e+00
572   1.060000   45.000000   -2.421e+01   -3.370e+01   5.412e+00   -2.144e+01   -1.024e+01   -4.133e+01   2.452e+00   -2.950e-01   -4.016e+00   -0.000e+00   9.563e+00   -5.079e+00   -0.000e+00   -0.000e+00   0.000e+00   -2.345e+00  8.753e+00   7.547e+01   -1.837e+01   3.150e+01   -8.404e+00   -4.479e+01   1.353e+01
593   1.100000   45.000000   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan  0.000e+00   nan   nan   nan   nan   nan   nan
614   1.140000   45.000000   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan  0.000e+00   nan   nan   nan   nan   nan   nan
635   1.180000   45.000000   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan  0.000e+00   nan   nan   nan   nan   nan   nan
27   0.020000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
48   0.060000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
69   0.100000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
90   0.140000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
111   0.180000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
132   0.220000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
153   0.260000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
174   0.300000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
195   0.340000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
216   0.380000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
237   0.420000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
258   0.460000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
279   0.500000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
300   0.540000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
321   0.580000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
342   0.620000   55.000000   -4.781e+00   -1.324e+00   5.105e-01   -2.023e+00   -3.509e-01   -1.563e+00   2.758e+00   -5.953e-02   -7.932e-01   -0.000e+00   7.818e-01   -4.793e-01   -0.000e+00   -0.000e+00   0.000e+00   -4.731e-01  1.631e-01   1.219e+00   -7.321e-01   2.430e-01   -1.600e-01   -7.389e-01   1.299e+00
363   0.660000   55.000000   -4.636e+00   -1.387e+00   5.526e-01   -2.137e+00   -3.733e-01   -1.642e+00   2.490e+00   -5.545e-02   -7.692e-01   -0.000e+00   8.644e-01   -5.063e-01   -0.000e+00   -0.000e+00   0.000e+00   -4.407e-01  1.671e-01   1.307e+00   -6.612e-01   2.838e-01   -1.575e-01   -7.610e-01   1.403e+00
384   0.700000   55.000000   -4.671e+00   -1.786e+00   5.835e-01   -2.205e+00   -4.884e-01   -2.115e+00   2.453e+00   -5.540e-02   -7.749e-01   -0.000e+00   9.176e-01   -5.224e-01   -0.000e+00   -0.000e+00   0.000e+00   -4.403e-01  1.737e-01   1.397e+00   -6.655e-01   3.109e-01   -1.623e-01   -8.070e-01   1.468e+00
405   0.740000   55.000000   -4.689e+00   -2.138e+00   6.219e-01   -2.323e+00   -5.930e-01   -2.540e+00   2.357e+00   -5.563e-02   -7.779e-01   -0.000e+00   9.939e-01   -5.504e-01   -0.000e+00   -0.000e+00   0.000e+00   -4.421e-01  1.837e-01   1.519e+00   -6.709e-01   3.547e-01   -1.717e-01   -8.777e-01   1.558e+00
426   0.780000   55.000000   -4.705e+00   -2.424e+00   6.786e-01   -2.492e+00   -6.807e-01   -2.887e+00   2.197e+00   -5.466e-02   -7.806e-01   -0.000e+00   1.101e+00   -5.903e-01   -0.000e+00   -0.000e+00   0.000e+00   -4.344e-01  1.977e-01   1.688e+00   -6.615e-01   4.213e-01   -1.810e-01   -9.550e-01   1.693e+00
447   0.820000   55.000000   -4.718e+00   -2.870e+00   7.370e-01   -2.635e+00   -8.182e-01   -3.426e+00   2.058e+00   -5.336e-02   -7.827e-01   -0.000e+00   1.214e+00   -6.242e-01   -0.000e+00   -0.000e+00   0.000e+00   -4.241e-01  2.097e-01   1.867e+00   -6.475e-01   4.915e-01   -1.868e-01   -1.029e+00   1.834e+00
468   0.860000   55.000000   -4.762e+00   -3.235e+00   7.834e-01   -2.779e+00   -9.299e-01   -3.872e+00   1.958e+00   -5.272e-02   -7.901e-01   -0.000e+00   1.309e+00   -6.583e-01   -0.000e+00   -0.000e+00   0.000e+00   -4.190e-01  2.232e-01   2.033e+00   -6.458e-01   5.589e-01   -1.947e-01   -1.096e+00   1.956e+00
489   0.900000   55.000000   -4.788e+00   -3.723e+00   8.480e-01   -2.964e+00   -1.077e+00   -4.470e+00   1.795e+00   -5.180e-02   -7.943e-01   -0.000e+00   1.437e+00   -7.023e-01   -0.000e+00   -0.000e+00   0.000e+00   -4.117e-01  2.394e-01   2.243e+00   -6.379e-01   6.545e-01   -2.040e-01   -1.182e+00   2.115e+00
510   0.940000   55.000000   -4.740e+00   -3.803e+00   9.406e-01   -3.214e+00   -1.116e+00   -4.577e+00   1.471e+00   -4.850e-02   -7.864e-01   -0.000e+00   1.621e+00   -7.613e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.855e-01  2.569e-01   2.505e+00   -5.913e-01   8.002e-01   -2.071e-01   -1.248e+00   2.343e+00
531   0.980000   55.000000   -4.746e+00   -4.214e+00   1.025e+00   -3.455e+00   -1.245e+00   -5.093e+00   1.228e+00   -4.713e-02   -7.873e-01   -0.000e+00   1.795e+00   -8.185e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.746e-01  2.765e-01   2.778e+00   -5.753e-01   9.528e-01   -2.164e-01   -1.343e+00   2.554e+00
552   1.020000   55.000000   -4.882e+00   -5.520e+00   1.320e+00   -4.424e+00   -1.636e+00   -6.721e+00   3.484e-01   -4.055e-02   -8.100e-01   -0.000e+00   2.349e+00   -1.048e+00   -0.000e+00   -0.000e+00   0.000e+00   -3.223e-01  3.642e-01   3.739e+00   -5.092e-01   1.597e+00   -2.383e-01   -1.512e+00   3.289e+00
573   1.060000   55.000000   -6.543e+00   -1.887e+01   5.818e+00   -1.931e+01   -5.592e+00   -2.324e+01   -1.381e+01   7.904e-02   -1.086e+00   -0.000e+00   1.055e+01   -4.574e+00   -0.000e+00   -0.000e+00   -0.000e+00   6.282e-01  2.131e+00   2.251e+01   1.330e+00   3.130e+01   2.028e+00   1.324e+01   1.437e+01
594   1.100000   55.000000   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan  0.000e+00   nan   nan   nan   nan   nan   nan
615   1.140000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
636   1.180000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
28   0.020000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
49   0.060000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
70   0.100000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
91   0.140000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
112   0.180000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
133   0.220000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
154   0.260000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
175   0.300000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
196   0.340000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
217   0.380000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
238   0.420000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
259   0.460000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
280   0.500000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
301   0.540000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
322   0.580000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
343   0.620000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
364   0.660000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
385   0.700000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
406   0.740000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
427   0.780000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
448   0.820000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
469   0.860000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
490   0.900000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
511   0.940000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
532   0.980000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
553   1.020000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
574   1.060000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
595   1.100000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
616   1.140000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
637   1.180000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
29   0.020000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
50   0.060000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
71   0.100000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
92   0.140000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
113   0.180000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
134   0.220000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
155   0.260000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
176   0.300000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
197   0.340000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
218   0.380000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
239   0.420000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
260   0.460000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
281   0.500000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
302   0.540000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
323   0.580000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
344   0.620000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
365   0.660000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
386   0.700000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
407   0.740000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
428   0.780000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
449   0.820000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
470   0.860000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
491   0.900000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
512   0.940000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
533   0.980000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
