#! Run[i,0]/    dataY[f,1]/     dataY_err[f,2]/     simcY[f,3]/     simcY_err[f,4]/
3288   939.115664    2.707026    978.576116    6.328165
3371   385.528292    2.929594    404.217557    2.565022
3374   3182.674349    8.905103    3459.023297    22.395511
3377   8339.306042    17.300832    9738.528370    62.767821
