# exp. cross sections as a function of missing momentum 
#
# theta_nq = 35.0 
#
# Averaged for all contributing bins
#
# p_miss_av     : fm^-1, missing momentum
# delta_rho     : fm^3, total error in reduced cross section (momentum distribution) 
# delta_rho1    : fm^3, total error in reduced cross section including chi2 of averaging 
#
# Kinematics and cross section for each contributing bin: 
#
#  th_e         : electron scattering angle (deg)
#  Ei           : incident energy (MeV)
#  omega        : energy transfer (MeV) 
#  qlab         : 3-momentum transfer in lab (MeV/c)
#  cos_phi      : cos(phi), phi reaction plane angle
#  pf           : final proton momentum (MeV/c)
#  p_miss       : averaged missing momentum (MeV/c)
#  th_nq        : angle between recoiling neutron and qlab
#  sig_exp      : exp. cross section for this bin (nb)
#  dsig_exp     : error in exp cross section for this bin (nb)
#  sig_red_exp  : exp. red. cross section (rho) for this bin (fm^3)
#  dsig_red_exp : error in red. cross section (drho) for this bin (fm^3)
#  bc           : bin centering correction factor sig_exp * bc = exp. cross section at avg. kinematics
#
#! Nr[i,0]/ p_miss_av[f,1]/ rho[f,2]/ delta_rho[f,3]/ delta_rho1[f,4]/ th_e[f,5]/ Ei[f,6]/ omega[f,7]/ qlab[f,8]/ cos_phi[f, 9]/ pf[f,10]/ p_miss[f,11]/ th_nq[f,12]/ sig_red_exp[f,13]/ dsig_red_exp[f,14]/ bc[f,15]/ 
0 0.133  6.757e+00  4.320e-01  4.320e-01 27.577 5008.410 1857.809 2652.725 0.06551 2631.170   27.344  37.793  6.811e+00  4.355e-01 1.05404 
1 0.284  1.593e+00  7.225e-02  2.287e-01 27.747 5008.410 1836.215 2650.579 0.33295 2606.980   54.447  36.443  1.862e+00  1.127e-01 1.08169 
1 0.284  1.593e+00  7.225e-02  2.287e-01 27.407 5008.480 1802.396 2617.852 -0.33829 2570.779   58.062  35.460  1.411e+00  9.444e-02 1.12676 
2 0.454  4.103e-01  3.189e-02  9.446e-03 27.810 5008.410 1800.185 2636.755 0.72762 2565.922   88.338  36.116  4.166e-01  5.150e-02 1.03952 
2 0.454  4.103e-01  3.189e-02  9.446e-03 27.718 5008.480 1789.714 2627.367 -0.24141 2554.606   89.969  35.446  3.984e-01  3.980e-02 1.06067 
3 0.736  5.169e-02  3.198e-03  9.167e-04 25.325 5008.480 1531.470 2385.943 -0.88566 2270.353  143.678  35.400  5.245e-02  4.525e-03 1.05330 
3 0.736  5.169e-02  3.198e-03  9.167e-04 24.963 5008.590 1494.672 2349.988 -0.78014 2229.909  147.150  34.260  5.017e-02  4.451e-03 1.03946 
4 0.904  1.669e-02  9.280e-04  1.059e-03 25.110 5008.590 1479.359 2351.476 -0.57907 2207.549  178.121  34.797  1.573e-02  1.229e-03 1.04681 
4 0.904  1.669e-02  9.280e-04  1.059e-03 25.879 5008.480 1545.202 2422.081 -0.84606 2278.709  179.167  35.559  1.796e-02  1.416e-03 1.05839 
5 1.101  6.675e-03  4.420e-04  5.276e-04 26.403 5008.480 1556.867 2455.684 -0.81392 2282.906  216.916  35.643  7.225e-03  6.591e-04 1.03328 
5 1.101  6.675e-03  4.420e-04  5.276e-04 25.296 5008.590 1461.168 2354.240 -0.27016 2178.839  217.913  34.794  6.206e-03  5.936e-04 1.03037 
6 1.295  2.364e-03  2.636e-04  3.816e-05 26.657 5008.480 1551.783 2467.481 -0.72810 2267.874  253.230  36.131  2.388e-03  4.370e-04 1.02169 
6 1.295  2.364e-03  2.636e-04  3.816e-05 25.557 5008.590 1453.706 2365.885 -0.11966 2160.210  257.228  34.996  2.337e-03  3.285e-04 1.02783 
7 1.502  1.106e-03  2.527e-04  2.527e-04 25.850 5008.590 1452.420 2381.988 -0.04623 2146.654  296.647  35.275  1.103e-03  2.520e-04 1.02021 
8 1.734  4.985e-04  6.127e-05  4.654e-05 26.054 5008.590 1447.437 2391.701 0.01909 2127.528  335.924  35.590  6.888e-04  2.624e-04 1.01711 
8 1.734  4.985e-04  6.127e-05  4.654e-05 24.592 5008.440 1324.625 2258.717 -0.95011 1990.050  342.630  35.576  4.834e-04  6.247e-05 1.01230 
9 1.926  2.653e-04  2.863e-05  2.817e-05 26.224 5008.590 1444.922 2400.428 0.05060 2109.984  374.198  36.180  2.737e-04  2.741e-04 1.01013 
9 1.926  2.653e-04  2.863e-05  2.817e-05 25.012 5008.440 1342.742 2290.510 -0.93232 1995.161  380.218  35.933  2.498e-04  3.037e-05 1.01722 
9 1.926  2.653e-04  2.863e-05  2.817e-05 24.252 5008.440 1262.735 2214.878 -0.76822 1906.222  380.589  32.817  3.750e-04  8.573e-05 1.00998 
10 2.127  1.538e-04  1.728e-05  1.532e-05 25.484 5008.440 1365.036 2326.805 -0.92190 2002.961  419.139  36.007  1.449e-04  1.928e-05 1.01399 
10 2.127  1.538e-04  1.728e-05  1.532e-05 24.411 5008.440 1264.014 2225.040 -0.64585 1890.801  419.166  33.727  1.606e-04  4.697e-05 1.00978 
10 2.127  1.538e-04  1.728e-05  1.532e-05 24.041 5008.420 1227.137 2188.948 -0.97065 1845.004  429.001  33.203  2.260e-04  6.367e-05 1.00480 
11 2.328  1.104e-04  1.223e-05  9.382e-06 25.828 5008.440 1380.776 2353.001 -0.90150 2002.501  457.365  36.249  9.946e-05  1.676e-05 1.01201 
11 2.328  1.104e-04  1.223e-05  9.382e-06 24.629 5008.440 1268.192 2239.806 -0.57412 1877.125  457.988  33.899  1.504e-04  4.809e-05 1.01214 
11 2.328  1.104e-04  1.223e-05  9.382e-06 24.197 5008.420 1234.048 2201.011 -0.94427 1836.673  462.444  34.137  1.156e-04  1.882e-05 1.01010 
12 2.523  7.467e-05  9.870e-06  6.267e-06 26.022 5008.440 1390.776 2368.088 -0.85290 1994.925  494.670  36.930  5.953e-05  1.903e-05 1.00897 
12 2.523  7.467e-05  9.870e-06  6.267e-06 24.968 5008.440 1280.285 2264.786 -0.54768 1871.172  496.452  33.534  7.074e-05  4.098e-05 1.01442 
12 2.523  7.467e-05  9.870e-06  6.267e-06 24.432 5008.420 1244.371 2219.162 -0.91406 1829.348  499.418  34.462  8.006e-05  1.190e-05 1.01369 
13 2.726  5.482e-05  9.509e-06  9.074e-06 26.114 5008.440 1398.377 2376.295 -0.77184 1982.438  534.022  37.929  1.103e-04  5.544e-05 1.00666 
13 2.726  5.482e-05  9.509e-06  9.074e-06 25.382 5008.440 1296.700 2295.738 -0.54478 1869.153  534.341  32.803  1.385e-04  9.819e-05 1.01052 
13 2.726  5.482e-05  9.509e-06  9.074e-06 24.776 5008.420 1260.628 2246.017 -0.87744 1826.509  538.277  34.269  5.220e-05  9.675e-06 1.01342 
