#!Run[i,0]/    set_current[f,1]/   avg_current_bcm4a[f,2]/     sclY4a[f,3]/     sclY_err4a[f,4]/    ntrkY4a[f,5]/    ntrkY_err4a[f,6]/    trkY4a[f,7]/    trkY_err4a[f,8]/    cpuLT_bcm4a[f,9]/     tLT_bcm4a[f,10]/    Qtot_bcm4a[f,11]/    hs1x_rate_bcm4a[f,12]/    htrig1_rate_bcm4a[f,13]/     htrig2_rate_bcm4a[f,14]/     htrig3_rate_bcm4a[f,15]/    hedtm_rate_bcm4a[f,16]/   h_eTrkEff_bcm4a[f,17]/      avg_current_bcm4b[f,18]/     sclY4b[f,19]/     sclY_err4b[f,20]/    ntrkY4b[f,21]/    ntrkY_err4b[f,22]/    trkY4b[f,23]/    trkY_err4b[f,24]/    cpuLT_bcm4b[f,25]/     tLT_bcm4b[f,26]/    Qtot_bcm4b[f,27]/     hs1x_rate_bcm4b[f,28]/      htrig1_rate_bcm4b[f,29]/     htrig2_rate_bcm4b[f,30]/     htrig3_rate_bcm4b[f,31]/    hedtm_rate_bcm4b[f,32]/   h_eTrkEff_bcm4b[f,33]/
2075     80.000000     76.575524      4042.374523     10.025914     2244.417896     7.588949     1759.708073     6.749364     0.959760     0.967945     40.604847     90559.021212    811.790358    312.547369     204.971601     3.000422    0.991230    78.476000    3942.691318     9.762417     2189.039889     7.389335     1716.045326     6.571366     0.959785     0.968065     41.770452    90546.734758    811.557429     312.407000     204.880826    3.000355    0.991205
2076     70.000000     68.837235      3938.717261     8.467120     2190.195028     6.395118     1716.952368     5.686957     0.964102     0.970673     55.547272     80782.891711    700.873057    274.130641     179.910084     3.000236    0.991318    68.675999    3947.964470     8.486999     2195.337105     6.410133     1720.983386     5.700308     0.964102     0.970673     55.417165    80782.891711    700.873057     274.130641     179.910084    3.000236    0.991318
2078     10.000000     9.913067      4048.687064     16.070977     2301.047662     11.725550     1801.334823     10.419305     0.993417     0.992937     16.847190     12093.031126    95.910353    43.134034     29.185170     2.999129    0.991420    9.902329    4053.077102     16.088403     2303.542742     11.738264     1803.288025     10.430603     0.993417     0.992937     16.828942    12093.031126    95.910353     43.134034     29.185170    2.999129    0.991420
2080     10.000000     9.937760      4035.229152     14.209574     2275.057766     10.324121     1777.493192     9.167818     0.993678     0.995220     21.480317     12148.040004    95.680524    43.101390     29.043924     3.000252    0.990808    9.929465    4038.599857     14.221443     2276.958193     10.332745     1778.977956     9.175476     0.993678     0.995220     21.462389    12148.040004    95.680524     43.101390     29.043924    3.000252    0.990808
2081     20.000000     19.922425      4016.684956     13.160767     2277.040654     9.783616     1785.277362     8.700600     0.988742     0.989235     24.059641     23978.225177    190.283528    83.022108     55.345588     3.000001    0.991369    19.908915    4019.410749     13.169698     2278.585905     9.790255     1786.488885     8.706504     0.988742     0.989235     24.043325    23978.225177    190.283528     83.022108     55.345588    3.000001    0.991369
2082     35.000000     34.831072      3975.017649     23.167478     2232.645701     17.345941     1750.500151     15.416478     0.980683     0.984663     7.566507     41645.230529    336.341746    141.455492     93.392203     3.001366    0.992585    34.812827    3977.100873     23.179620     2233.815773     17.355032     1751.417564     15.424557     0.980683     0.984663     7.562544    41645.230529    336.341746     141.455492     93.392203    3.001366    0.992585
2083     35.000000     34.912402      3970.625873     12.763770     2241.319856     9.580827     1760.688673     8.527762     0.980621     0.983170     24.899853     41906.328519    337.269816    141.623205     93.731239     2.999119    0.991550    34.895723    3972.523645     12.769870     2242.391093     9.585407     1761.530188     8.531838     0.980621     0.983170     24.887958    41906.328519    337.269816     141.623205     93.731239    2.999119    0.991550
2084     45.000000     44.905139      3970.702540     12.713191     2233.284208     9.573807     1738.212667     8.488383     0.975371     0.976633     24.980718     53547.242805    441.208176    181.305131     119.735807     3.000181    0.990098    44.842261    3976.270323     12.731017     2236.415728     9.587232     1740.650010     8.500285     0.975371     0.976633     24.945739    53547.242805    441.208176     181.305131     119.735807    3.000181    0.990098
2085     55.000000     54.856892      3978.948305     11.980717     2223.830589     9.026473     1740.660411     8.022328     0.971256     0.963565     28.101647     65002.597527    549.551861    221.273098     145.344677     3.000360    0.990941    54.769565    3986.948854     12.025928     2227.988925     9.059935     1743.922396     8.052085     0.971253     0.964076     27.946684    65016.029945    549.759617     221.363888     145.379004    3.000435    0.990908
