#theta_nq = 5 +/- 5 deg :: All errors are relative, dsig / sig [%] 
#!pm_avg[f,0]/   kin_syst[f,1]/   norm_syst[f,2]/   tot_syst[f,3]/   tot_stats[f,4]/   tot_err[f,5]/
0.03259  4.30520   3.73180   5.69740  42.52480   42.90480
0.06183  5.46320   3.73180   6.61610  14.47060   15.91130
0.09878  5.27700   3.73180   6.46320  10.63230   12.44270
0.13646  5.02030   3.73180   6.25530  16.60330   17.74260
0.17414  4.87330   3.73180   6.13800  32.29460   32.87280
0.20994  4.99280   3.73180   6.23330  51.50610   51.88190
0.24568  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
