#theta_nq = 55 +/- 5 deg :: All errors are relative, dsig / sig [%] 
#!pm_avg[f,0]/   kin_syst[f,1]/   norm_syst[f,2]/   tot_syst[f,3]/   tot_stats[f,4]/   tot_err[f,5]/
0.03172  0.65110   3.73180   3.78820  21.35710   21.69040
0.06218  0.77190   3.73180   3.81080  6.48020   7.51770
0.09928  0.57690   3.73180   3.77610  4.72240   6.04650
0.13833  1.67360   3.73180   4.08990  5.86090   7.14690
0.17855  2.34650   3.73180   4.40820  9.24220   10.23970
0.21843  2.59400   3.73180   4.54480  14.24440   14.95180
0.25868  2.39990   3.73180   4.43690  21.99200   22.43510
0.29881  2.02420   3.73180   4.24550  33.39470   33.66340
0.33886  1.66580   3.73180   4.08670  70.73210   70.85010
0.37908  nan   3.73180   nan  nan   nan
0.41900  1.07000   3.73180   3.88220  100.01640   100.09170
0.46721  0.91900   3.73180   3.84330  70.73760   70.84190
0.50367  nan   3.73180   nan  nan   nan
0.54172  nan   3.73180   nan  nan   nan
0.58003  1.69840   3.73180   4.10010  50.39200   50.55850
0.62481  1.77130   3.73180   4.13090  59.60460   59.74750
0.66108  1.88600   3.73180   4.18130  38.02130   38.25050
0.69701  2.01480   3.73180   4.24100  45.24480   45.44310
0.74043  2.12440   3.73180   4.29410  33.46690   33.74130
0.77973  2.28230   3.73180   4.37440  60.17210   60.33090
0.81900  2.45200   3.73180   4.46530  71.02250   71.16270
0.85847  1.81850   3.73180   4.15130  57.88190   58.03060
0.89730  1.95750   3.73180   4.21400  50.22810   50.40450
0.93689  2.12470   3.73180   4.29430  100.17480   100.26680
0.97684  nan   3.73180   nan  nan   nan
1.01517  nan   3.73180   nan  nan   nan
1.05600  nan   3.73180   nan  nan   nan
1.09211  nan   3.73180   nan  nan   nan
1.13266  nan   3.73180   nan  nan   nan
1.17258  nan   3.73180   nan  nan   nan
