#theta_nq = 85 +/- 5 deg :: All errors are relative, dsig / sig [%] 
#!pm_avg[f,0]/   kin_syst[f,1]/   norm_syst[f,2]/   tot_syst[f,3]/   tot_stats[f,4]/   tot_err[f,5]/
0.03071  6.22500   3.73180   7.25790  36.37550   37.09250
0.06108  7.24540   3.73180   8.15000  11.56630   14.14930
0.09839  6.03860   3.73180   7.09870  8.45260   11.03800
0.13708  5.19880   3.73180   6.39950  9.86590   11.75970
0.17669  4.32070   3.73180   5.70910  14.42230   15.51120
0.21679  3.64540   3.73180   5.21680  22.55110   23.14670
0.25716  2.92170   3.73180   4.73950  26.89190   27.30640
0.29772  2.20140   3.73180   4.33270  70.79020   70.92270
0.33771  1.63920   3.73180   4.07600  70.85710   70.97420
0.37734  1.25390   3.73180   3.93680  100.15020   100.22750
0.41520  nan   3.73180   nan  nan   nan
0.45261  nan   3.73180   nan  nan   nan
0.48941  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
nan  nan   3.73180   nan  nan   nan
